INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
385	426988858	426988858	8.2244	6.7821	500	100	500	100	500	100	500	100	500	50	500	50	500	200	436189	155411	169881	16988	131008	144706	317379	220083	223027	260480	52424	110041	1464480	0	5000	11600	2236800	46385	46385	38900	-1	-1	-1	-1	-1	-1	-1	-1	510	510	510	510	6778	166000
386	432566130	432566130	8.2624	6.8135	500	100	500	100	500	100	500	100	500	50	500	50	500	200	440003	156770	171142	17114	132154	145970	320154	221821	224787	262757	52882	110911	1471680	0	5000	11630	2248400	46602	46602	39000	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	6810	166000
387	438196527	438196527	8.3005	6.8449	500	100	500	100	500	100	500	100	500	50	500	50	500	200	443841	158138	172410	17241	133306	147244	322947	223569	226555	265050	53343	111785	1478160	0	5000	11660	2260030	46819	46819	39100	-1	-1	-1	-1	-1	-1	-1	-1	514	514	514	514	6842	166000
388	444009436	444009436	8.3386	6.8764	500	100	500	100	500	100	500	100	500	50	500	50	500	200	447705	159515	173684	17368	134466	148526	325759	225327	228334	267357	53808	112663	1485360	0	5000	11690	2271690	47036	47036	39200	-1	-1	-1	-1	-1	-1	-1	-1	516	516	516	516	6876	166000
389	449747976	449747976	8.3769	6.908	500	100	500	100	500	100	500	100	500	50	500	50	500	200	451594	160900	174964	17496	135634	149816	328588	227094	230123	269680	54275	113547	1492560	0	5000	11720	2283380	47254	47254	39300	-1	-1	-1	-1	-1	-1	-1	-1	518	518	518	518	6908	166000
390	455674202	455674202	8.4153	6.9396	500	100	500	100	500	100	500	100	500	50	500	50	500	200	455509	162295	176251	17625	136810	151116	331437	228872	231921	272017	54746	114436	1499760	0	5000	11750	2295100	47473	47473	39400	-1	-1	-1	-1	-1	-1	-1	-1	520	520	520	520	6942	166000
391	461654342	461654342	8.4537	6.9713	500	100	500	100	500	100	500	100	500	50	500	50	500	200	459449	163699	177545	17754	137994	152422	334303	230659	233730	274370	55219	115329	1506960	0	5000	11780	2306850	47693	47693	39500	-1	-1	-1	-1	-1	-1	-1	-1	522	522	522	522	6976	166000
392	467557764	467557764	8.4922	7.0031	500	100	500	100	500	100	500	100	500	50	500	50	500	200	463414	165112	178845	17884	139184	153738	337189	232456	235548	276738	55696	116228	1514160	0	5000	11810	2318630	47913	47913	39600	-1	-1	-1	-1	-1	-1	-1	-1	524	524	524	524	7008	166000
393	473650470	473650470	8.5309	7.035	500	100	500	100	500	100	500	100	500	50	500	50	500	200	467405	166534	180151	18015	140384	155062	340093	234263	237377	279122	56176	117131	1521360	0	5000	11840	2330440	48134	48134	39700	-1	-1	-1	-1	-1	-1	-1	-1	526	526	526	526	7042	166000
394	479800438	479800438	8.5696	7.0669	500	100	500	100	500	100	500	100	500	50	500	50	500	200	471422	167965	181464	18146	141590	156394	343016	236079	239215	281521	56658	118040	1528560	0	5000	11870	2342280	48356	48356	39800	-1	-1	-1	-1	-1	-1	-1	-1	528	528	528	528	7076	166000
395	486007960	486007960	8.6084	7.0989	500	100	500	100	500	100	500	100	500	50	500	50	500	200	475465	169406	182784	18278	142804	157736	345957	237906	241063	283935	57144	118953	1536480	0	5000	11900	2354150	48578	48578	39900	-1	-1	-1	-1	-1	-1	-1	-1	530	530	530	530	7110	166000
396	492135555	492135555	8.6472	7.131	500	100	500	100	500	100	500	100	500	50	500	50	500	200	479534	170856	184110	18411	144026	159086	348918	239743	242922	286365	57633	119871	1542960	0	5000	11930	2366050	48801	48801	40000	-1	-1	-1	-1	-1	-1	-1	-1	532	532	532	532	7142	166000
397	498460527	498460527	8.6862	7.1631	500	100	500	100	500	100	500	100	500	50	500	50	500	200	483629	172315	185443	18544	145256	160444	351898	241589	244790	288811	58126	120795	1550160	0	5000	11960	2377980	49025	49025	40100	-1	-1	-1	-1	-1	-1	-1	-1	534	534	534	534	7176	166000
398	504841373	504841373	8.7253	7.1953	500	100	500	100	500	100	500	100	500	50	500	50	500	200	487751	173784	186783	18678	146494	161812	354897	243446	246669	291272	58621	121723	1558080	0	5000	11990	2389940	49249	49249	40200	-1	-1	-1	-1	-1	-1	-1	-1	536	536	536	536	7210	166000
399	511283535	511283535	8.7644	7.2276	500	100	500	100	500	100	500	100	500	50	500	50	500	200	491898	175262	188129	18813	147740	163188	357915	245313	248558	293749	59119	122657	1565280	0	5000	12020	2401930	49474	49474	40300	-1	-1	-1	-1	-1	-1	-1	-1	538	538	538	538	7244	166000
400	517784739	517784739	8.8036	7.26	500	100	500	100	500	100	500	100	500	50	500	50	500	200	496073	176749	189482	18948	148994	164574	360952	247190	250457	296242	59621	123595	1572480	0	5000	12050	2413950	49700	49700	40400	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7278	166000
401	522141294	522141294	8.843	7.2924	500	100	500	100	500	100	500	100	500	50	500	50	500	200	500267	178243	191080	19108	150254	165964	364004	249280	252575	298746	60125	124640	1579680	0	5000	12080	2426000	49926	49926	40500	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7312	166000
402	550990330	550990330	8.8824	7.3249	500	100	500	100	500	100	500	100	500	50	500	50	500	200	504488	179748	192688	19269	151522	167366	367076	251384	254707	301267	60633	125692	1586880	0	5000	12110	2438080	50153	50153	40600	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7346	166000
403	591732537	591732537	8.9218	7.3575	500	100	500	100	500	100	500	100	500	50	500	50	500	200	508736	181261	194307	19431	152798	168774	370166	253500	256851	303804	61143	126750	1594800	0	5000	12140	2450190	50381	50381	40700	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7380	166000
404	576322870	576322870	8.9614	7.3902	500	100	500	100	500	100	500	100	500	50	500	50	500	200	513011	182784	195935	19594	154082	170192	373277	255631	259010	306357	61657	127815	1602000	0	5000	12170	2462330	50609	50609	40800	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7414	166000
405	595233921	595233921	9.0011	7.4229	500	100	500	100	500	100	500	100	500	50	500	50	500	200	517313	184317	197574	19757	155374	171620	376407	257774	261182	308926	62174	128887	1609920	0	5000	12200	2474500	50838	50838	40900	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7450	166000
406	614341397	614341397	9.0408	7.4557	500	100	500	100	500	100	500	100	500	50	500	50	500	200	521642	185860	199223	19922	156674	173056	379557	259931	263367	311511	62694	129966	1617120	0	5000	12230	2486700	51068	51068	41000	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7484	166000
407	598267257	598267257	9.0807	7.4886	500	100	500	100	500	100	500	100	500	50	500	50	500	200	525998	187412	200883	20088	157982	174502	382726	262102	265567	314112	63218	131051	1624320	0	5000	12260	2498930	51298	51298	41100	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7518	166000
408	599664847	599664847	9.1206	7.5215	500	100	500	100	500	100	500	100	500	50	500	50	500	200	530381	188974	202552	20255	159300	175956	385916	264286	267780	316730	63745	132143	1631520	0	5000	12290	2511190	51529	51529	41200	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7552	166000
409	595069016	595069016	9.1606	7.5545	500	100	500	100	500	100	500	100	500	50	500	50	500	200	534792	190545	204233	20423	160624	177418	389125	266484	270007	319364	64275	133242	1639440	0	5000	12320	2523480	51761	51761	41300	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7588	166000
410	590081131	590081131	9.2007	7.5876	500	100	500	100	500	100	500	100	500	50	500	50	500	200	539230	192127	205923	20592	161958	178892	392355	268696	272248	322015	64808	134348	1646640	0	5000	12350	2535800	51994	51994	41400	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7622	166000
411	640853239	640853239	9.2409	7.6208	500	100	500	100	500	100	500	100	500	50	500	50	500	200	543696	193718	207625	20762	163298	180374	395604	270921	274503	324682	65345	135461	1653840	0	5000	12380	2548150	52227	52227	41500	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7656	166000
412	648834731	648834731	9.2812	7.654	500	100	500	100	500	100	500	100	500	50	500	50	500	200	548190	195319	209336	20934	164648	181864	398874	273160	276772	327365	65885	136580	1661760	0	5000	12410	2560530	52461	52461	41600	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7692	166000
413	618466932	618466932	9.3216	7.6873	500	100	500	100	500	100	500	100	500	50	500	50	500	200	552712	196930	211059	21106	166006	183364	402164	275414	279055	330066	66429	137707	1668960	0	5000	12440	2572940	52695	52695	41700	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7726	166000
414	632572812	632572812	9.362	7.7207	500	100	500	100	500	100	500	100	500	50	500	50	500	200	557262	198551	212792	21279	167372	184874	405475	277681	281352	332783	66975	138840	1676880	0	5000	12470	2585380	52931	52931	41800	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7762	166000
415	620769971	620769971	9.4025	7.7541	500	100	500	100	500	100	500	100	500	50	500	50	500	200	561839	200182	214535	21454	168748	186392	408806	279962	283663	335516	67526	139981	1684800	0	5000	12500	2597850	53167	53167	41900	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7798	166000
416	661305151	661305151	9.4432	7.7876	500	100	500	100	500	100	500	100	500	50	500	50	500	200	566445	201824	216290	21629	170132	187920	412157	282257	285989	338267	68079	141128	1692000	0	5000	12530	2610350	53403	53403	42000	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7832	166000
417	689487640	689487640	9.4839	7.8212	500	100	500	100	500	100	500	100	500	50	500	50	500	200	571080	203475	218055	21805	171524	189458	415529	284566	288329	341034	68636	142283	1699920	0	5000	12560	2622880	53641	53641	42100	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7868	166000
418	677407380	677407380	9.5247	7.8549	500	100	500	100	500	100	500	100	500	50	500	50	500	200	575743	205136	219831	21983	172924	191004	418922	286890	290683	343819	69197	143445	1707120	0	5000	12590	2635440	53879	53879	42200	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7902	166000
419	678793269	678793269	9.5656	7.8886	500	100	500	100	500	100	500	100	500	50	500	50	500	200	580434	206808	221617	22162	174332	192562	422336	289228	293052	346621	69761	144614	1715040	0	5000	12620	2648030	54118	54118	42300	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7938	166000
420	673146862	673146862	9.6065	7.9224	500	100	500	100	500	100	500	100	500	50	500	50	500	200	585154	208490	223415	22342	175750	194128	425770	291580	295435	349439	70328	145790	1722960	0	5000	12650	2660650	54357	54357	42400	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	7974	166000
421	688308836	688308836	9.6476	7.9563	500	100	500	100	500	100	500	100	500	50	500	50	500	200	589903	210182	225224	22522	177176	195702	429226	293946	297833	352275	70899	146973	1730880	0	5000	12680	2673300	54597	54597	42500	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8010	166000
422	675276594	675276594	9.6888	7.9902	500	100	500	100	500	100	500	100	500	50	500	50	500	200	594681	211884	227043	22704	178612	197288	432702	296327	300246	355129	71473	148163	1738080	0	5000	12710	2685980	54838	54838	42600	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8046	166000
423	755318232	755318232	9.73	8.0242	500	100	500	100	500	100	500	100	500	50	500	50	500	200	599488	213597	228874	22887	180056	198882	436200	298722	302673	357999	72051	149361	1746000	0	5000	12740	2698690	55080	55080	42700	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8082	166000
424	764360163	764360163	9.7713	8.0583	500	100	500	100	500	100	500	100	500	50	500	50	500	200	604324	215320	230716	23072	181508	200488	439719	301132	305114	360887	72632	150566	1753920	0	5000	12770	2711430	55322	55322	42800	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8118	166000
425	773478133	773478133	9.8127	8.0925	500	100	500	100	500	100	500	100	500	50	500	50	500	200	609189	217054	232569	23257	182970	202102	443259	303556	307571	363793	73217	151778	1761840	0	5000	12800	2724200	55565	55565	42900	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8154	166000
426	782596104	782596104	9.8542	8.1267	500	100	500	100	500	100	500	100	500	50	500	50	500	200	614084	218798	234433	23443	184440	203726	446820	305996	310042	366716	73805	152998	1769760	0	5000	12830	2737000	55809	55809	43000	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8190	166000
427	791714074	791714074	9.8958	8.161	500	100	500	100	500	100	500	100	500	50	500	50	500	200	619008	220553	236308	23631	185918	205360	450403	308449	312529	369657	74397	154225	1776960	0	5000	12860	2749830	56053	56053	43100	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8226	166000
428	800832045	800832045	9.9375	8.1954	500	100	500	100	500	100	500	100	500	50	500	50	500	200	623962	222318	238194	23819	187406	207002	454008	310918	315030	372615	74992	155459	1784880	0	5000	12890	2762690	56298	56298	43200	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8262	166000
429	809950015	809950015	9.9792	8.2299	500	100	500	100	500	100	500	100	500	50	500	50	500	200	628946	224094	240092	24009	188904	208656	457634	313401	317546	375591	75591	156701	1792800	0	5000	12920	2775580	56544	56544	43300	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8298	166000
430	819067986	819067986	10.0211	8.2644	500	100	500	100	500	100	500	100	500	50	500	50	500	200	633960	225880	242001	24200	190410	210320	461282	315900	320078	378585	76194	157950	1800720	0	5000	12950	2788500	56791	56791	43400	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8334	166000
431	828185956	828185956	10.063	8.299	500	100	500	100	500	100	500	100	500	50	500	50	500	200	639003	227677	243922	24392	191924	211992	464952	318413	322624	381597	76800	159206	1808640	0	5000	12980	2801450	57038	57038	43500	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8370	166000
432	837303927	837303927	10.105	8.3337	500	100	500	100	500	100	500	100	500	50	500	50	500	200	644077	229485	245854	24585	193448	213676	468644	320941	325186	384627	77410	160471	1815840	0	5000	13010	2814430	57286	57286	43600	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8406	166000
433	846421897	846421897	10.1472	8.3684	500	100	500	100	500	100	500	100	500	50	500	50	500	200	649181	231304	247797	24780	194982	215370	472358	323484	327763	387675	78023	161742	1824480	0	5000	13040	2827440	57535	57535	43700	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8444	166000
434	855539868	855539868	10.1894	8.4032	500	100	500	100	500	100	500	100	500	50	500	50	500	200	654315	233133	249752	24975	196524	217072	476094	326043	330356	390741	78640	163021	1832400	0	5000	13070	2840480	57784	57784	43800	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8480	166000
435	864657838	864657838	10.2316	8.4381	500	100	500	100	500	100	500	100	500	50	500	50	500	200	659480	234973	251718	25172	198076	218786	479852	328617	332963	393826	79261	164308	1840320	0	5000	13100	2853550	58035	58035	43900	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8518	166000
436	873775809	873775809	10.274	8.4731	500	100	500	100	500	100	500	100	500	50	500	50	500	200	664676	236825	253697	25370	199636	220510	483632	331205	335587	396928	79886	165603	1848240	0	5000	13130	2866650	58285	58285	44000	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8554	166000
437	882893779	882893779	10.3165	8.5081	500	100	500	100	500	100	500	100	500	50	500	50	500	200	669902	238687	255686	25569	201206	222244	487435	333810	338225	400049	80514	166905	1856160	0	5000	13160	2879780	58537	58537	44100	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8590	166000
438	892011750	892011750	10.359	8.5432	500	100	500	100	500	100	500	100	500	50	500	50	500	200	675159	240560	257688	25769	202784	223988	491260	336429	340880	403189	81146	168215	1864080	0	5000	13190	2892940	58789	58789	44200	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8628	166000
439	901129720	901129720	10.4016	8.5784	500	100	500	100	500	100	500	100	500	50	500	50	500	200	680447	242444	259701	25970	204372	225742	495108	339064	343550	406347	81781	169532	1872000	0	5000	13220	2906130	59042	59042	44300	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8664	166000
440	910247691	910247691	10.4444	8.6136	500	100	500	100	500	100	500	100	500	50	500	50	500	200	685766	244339	261726	26173	205970	227508	498978	341715	346235	409523	82420	170857	1879920	0	5000	13250	2919350	59296	59296	44400	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8702	166000
441	919365661	919365661	10.4872	8.6489	500	100	500	100	500	100	500	100	500	50	500	50	500	200	691116	246246	263763	26376	207578	229282	502871	344381	348937	412718	83064	172190	1888560	0	5000	13280	2932600	59551	59551	44500	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8740	166000
442	928483632	928483632	10.5301	8.6843	500	100	500	100	500	100	500	100	500	50	500	50	500	200	696498	248163	265812	26581	209194	231068	506787	347063	351654	415932	83710	173531	1895760	0	5000	13310	2945880	59806	59806	44600	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8776	166000
443	937601602	937601602	10.573	8.7198	500	100	500	100	500	100	500	100	500	50	500	50	500	200	701911	250092	267873	26787	210820	232864	510725	349760	354387	419165	84361	174880	1904400	0	5000	13340	2959190	60062	60062	44700	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8814	166000
444	946719573	946719573	10.6161	8.7553	500	100	500	100	500	100	500	100	500	50	500	50	500	200	707355	252032	269945	26995	212454	234670	514687	352473	357136	422416	85015	176236	1912320	0	5000	13370	2972530	60319	60319	44800	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8852	166000
445	955837543	955837543	10.6593	8.7909	500	100	500	100	500	100	500	100	500	50	500	50	500	200	712832	253983	272030	27203	214100	236486	518672	355202	359901	425686	85674	177601	1920960	0	5000	13400	2985900	60576	60576	44900	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8890	166000
446	964955514	964955514	10.7025	8.8266	500	100	500	100	500	100	500	100	500	50	500	50	500	200	718340	255946	274127	27413	215754	238314	522680	357947	362682	428976	86336	178973	1928160	0	5000	13430	2999300	60834	60834	45000	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8926	166000
447	974073484	974073484	10.7458	8.8623	500	100	500	100	500	100	500	100	500	50	500	50	500	200	723880	257920	276236	27624	217418	240152	526711	360707	365480	432284	87001	180354	1936800	0	5000	13460	3012730	61093	61093	45100	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	8964	166000
448	983191455	983191455	10.7893	8.8981	500	100	500	100	500	100	500	100	500	50	500	50	500	200	729452	259906	278357	27836	219092	242000	530765	363484	368293	435612	87671	181742	1944720	0	5000	13490	3026190	61353	61353	45200	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9002	166000
449	992309425	992309425	10.8328	8.934	500	100	500	100	500	100	500	100	500	50	500	50	500	200	735056	261903	280490	28049	220774	243860	534843	366276	371123	438959	88345	183138	1953360	0	5000	13520	3039680	61613	61613	45300	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9040	166000
450	1001427396	1001427396	10.8764	8.97	500	100	500	100	500	100	500	100	500	50	500	50	500	200	740693	263911	282636	28264	222468	245730	538944	369085	373969	442325	89022	184543	1961280	0	5000	13550	3053200	61875	61875	45400	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9078	166000
451	1010545366	1010545366	10.92	9.006	500	100	500	100	500	100	500	100	500	50	500	50	500	200	746362	265931	284794	28479	224170	247612	543069	371910	376831	445710	89704	185955	1969200	0	5000	13580	3066750	62136	62136	45500	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9116	166000
452	1019663337	1019663337	10.9638	9.0421	500	100	500	100	500	100	500	100	500	50	500	50	500	200	752064	267963	286964	28696	225884	249502	547218	374751	379710	449115	90389	187376	1977840	0	5000	13610	3080330	62399	62399	45600	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9154	166000
453	1028781307	1028781307	11.0077	9.0783	500	100	500	100	500	100	500	100	500	50	500	50	500	200	757798	270006	289147	28915	227606	251406	551391	377609	382605	452540	91078	188804	1985760	0	5000	13640	3093940	62662	62662	45700	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9192	166000
454	1037899278	1037899278	11.0516	9.1146	500	100	500	100	500	100	500	100	500	50	500	50	500	200	763565	272061	291342	29134	229338	253318	555587	380483	385517	455984	91771	190241	1994400	0	5000	13670	3107580	62926	62926	45800	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9230	166000
455	1047017248	1047017248	11.0956	9.1509	500	100	500	100	500	100	500	100	500	50	500	50	500	200	769365	274127	293550	29355	231080	255242	559807	383373	388446	459447	92468	191686	2003040	0	5000	13700	3121250	63191	63191	45900	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9270	166000
456	1056135219	1056135219	11.1398	9.1873	500	100	500	100	500	100	500	100	500	50	500	50	500	200	775199	276206	295770	29577	232832	257178	564052	386280	391391	462931	93170	193140	2010960	0	5000	13730	3134950	63457	63457	46000	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9308	166000
457	1065253189	1065253189	11.184	9.2238	500	100	500	100	500	100	500	100	500	50	500	50	500	200	781065	278296	298003	29800	234594	259124	568320	389203	394353	466434	93875	194601	2018880	0	5000	13760	3148680	63723	63723	46100	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9346	166000
458	1074371160	1074371160	11.2282	9.2603	500	100	500	100	500	100	500	100	500	50	500	50	500	200	786965	280398	300248	30025	236366	261082	572613	392143	397332	469958	94584	196071	2027520	0	5000	13790	3162440	63990	63990	46200	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9384	166000
459	1083489130	1083489130	11.2726	9.2969	500	100	500	100	500	100	500	100	500	50	500	50	500	200	792898	282513	302506	30251	238148	263050	576930	395099	400328	473501	95297	197550	2036160	0	5000	13820	3176230	64258	64258	46300	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9424	166000
460	1092607101	1092607101	11.3171	9.3336	500	100	500	100	500	100	500	100	500	50	500	50	500	200	798865	284639	304777	30478	239940	265030	581272	398073	403341	477064	96014	199036	2044080	0	5000	13850	3190050	64527	64527	46400	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9462	166000
461	1101725071	1101725071	11.3616	9.3704	500	100	500	100	500	100	500	100	500	50	500	50	500	200	804865	286777	307061	30706	241742	267020	585638	401063	406370	480647	96735	200531	2052720	0	5000	13880	3203900	64796	64796	46500	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9500	166000
462	1110843042	1110843042	11.4063	9.4072	500	100	500	100	500	100	500	100	500	50	500	50	500	200	810899	288927	309358	30936	243556	269022	590029	404069	409417	484251	97460	202035	2061360	0	5000	13910	3217780	65066	65066	46600	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9540	166000
463	1119961012	1119961012	11.451	9.4441	500	100	500	100	500	100	500	100	500	50	500	50	500	200	816967	291089	311667	31167	245378	271036	594444	407093	412481	487875	98190	203547	2069280	0	5000	13940	3231690	65337	65337	46700	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9578	166000
464	1129078983	1129078983	11.4958	9.4811	500	100	500	100	500	100	500	100	500	50	500	50	500	200	823070	293263	313989	31399	247210	273060	598884	410134	415562	491519	98923	205067	2077920	0	5000	13970	3245630	65609	65609	46800	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9618	166000
465	1138196953	1138196953	11.5407	9.5181	500	100	500	100	500	100	500	100	500	50	500	50	500	200	829206	295450	316325	31632	249054	275096	603349	413192	418661	495184	99661	206596	2086560	0	5000	14000	3259600	65881	65881	46900	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9658	166000
466	1147314924	1147314924	11.5857	9.5552	500	100	500	100	500	100	500	100	500	50	500	50	500	200	835377	297649	318673	31867	250908	277144	607839	416267	421776	498869	100402	208133	2094480	0	5000	14030	3273600	66154	66154	47000	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9696	166000
467	1156432894	1156432894	11.6308	9.5924	500	100	500	100	500	100	500	100	500	50	500	50	500	200	841582	299860	321034	32103	252772	279202	612354	419359	424910	502574	101148	209680	2103120	0	5000	14060	3287630	66428	66428	47100	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9736	166000
468	1165550865	1165550865	11.676	9.6297	500	100	500	100	500	100	500	100	500	50	500	50	500	200	847822	302083	323409	32341	254646	281272	616895	422468	428060	506301	101898	211234	2111760	0	5000	14090	3301690	66703	66703	47200	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9774	166000
469	1174668835	1174668835	11.7212	9.667	500	100	500	100	500	100	500	100	500	50	500	50	500	200	854097	304319	325797	32580	256530	283354	621460	425595	431228	510048	102652	212798	2120400	0	5000	14120	3315780	66978	66978	47300	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9814	166000
470	1183786806	1183786806	11.7665	9.7044	500	100	500	100	500	100	500	100	500	50	500	50	500	200	860406	306567	328197	32820	258426	285448	626051	428739	434414	513816	103411	214370	2129040	0	5000	14150	3329900	67254	67254	47400	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9854	166000
471	1192904776	1192904776	11.812	9.7419	500	100	500	100	500	100	500	100	500	50	500	50	500	200	866751	308828	330612	33061	260330	287552	630668	431901	437618	517605	104173	215950	2137680	0	5000	14180	3344050	67531	67531	47500	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9894	166000
472	1202022747	1202022747	11.8575	9.7794	500	100	500	100	500	100	500	100	500	50	500	50	500	200	873130	311101	333039	33304	262246	289670	635310	435080	440839	521414	104940	217540	2146320	0	5000	14210	3358230	67809	67809	47600	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9934	166000
473	1211140717	1211140717	11.9031	9.817	500	100	500	100	500	100	500	100	500	50	500	50	500	200	879545	313387	335480	33548	264174	291798	639977	438276	444078	525245	105711	219138	2154960	0	5000	14240	3372440	68087	68087	47700	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	9974	166000
474	1220258688	1220258688	11.9488	9.8547	500	100	500	100	500	100	500	100	500	50	500	50	500	200	885995	315685	337934	33793	266110	293938	644671	441490	447334	529097	106486	220745	2163600	0	5000	14270	3386680	68366	68366	47800	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10014	166000
475	1229376658	1229376658	11.9945	9.8925	500	100	500	100	500	100	500	100	500	50	500	50	500	200	892481	317996	340402	34040	268060	296090	649390	444722	450609	532970	107266	222361	2172240	0	5000	14300	3400950	68646	68646	47900	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10054	166000
476	1238494629	1238494629	12.0404	9.9303	500	100	500	100	500	100	500	100	500	50	500	50	500	200	899002	320320	342884	34288	270018	298252	654135	447972	453902	536865	108050	223986	2180880	0	5000	14330	3415250	68927	68927	48000	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10094	166000
477	1247612599	1247612599	12.0864	9.9682	500	100	500	100	500	100	500	100	500	50	500	50	500	200	905559	322656	345378	34538	271988	300428	658906	451239	457213	540780	108838	225620	2189520	0	5000	14360	3429580	69209	69209	48100	-1	-1	-1	-1	-1	-1	-1	-1	540	540	540	540	10134	166000
