INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
715	亚伯·爱得拉	87	1	18572	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	711	868	1708	216	266	295
716	杰瑞·爱尔柏塔	87	1	18164	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	659	845	1742	227	271	310
717	布朗·葛列格	83	0	16676	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	599	718	2429	153	340	177
718	肯特·罗伊	83	0	16704	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	577	744	2492	156	324	186
719	特纳·艾德文	83	0	16628	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	591	727	2463	147	320	187
720	玛丽安·伊梦尔	83	2	16696	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	619	789	1968	144	254	221
721	米勒·尼尔	87	1	18116	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	697	801	1675	221	271	317
722	艾登·亚尔曼	87	1	18140	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	703	811	1688	223	268	306
723	肖特·萨姆	83	0	16528	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	610	692	2441	145	337	176
724	贝克·肯	87	1	18456	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	700	866	1799	223	258	292
725	菲尔德·玛佩尔	87	1	18108	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	702	815	1698	216	254	312
726	亚当·亚力士	83	0	16816	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	603	734	2617	148	315	181
727	艾德·吉米	87	1	18204	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	694	806	1747	225	275	315
728	汉德·盖尔	83	0	16724	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	583	745	2513	146	327	177
729	菲尔德·约书亚	87	1	18220	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	706	816	1796	221	260	305
730	亚当·查德	83	0	16652	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	603	706	2484	150	327	190
731	保拉·卡瑞娜	83	2	16560	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	641	753	2050	146	246	218
732	艾维·索非娅	83	2	16212	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	633	730	2012	147	239	216
733	肯特·璐易丝	83	0	16716	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	609	716	2491	150	331	177
734	布朗·亚伦	83	0	16736	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	577	744	2590	149	325	180
735	享特·艾文	87	1	18248	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	665	855	1786	228	266	305
736	艾德·葛里菲兹	83	0	16668	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	611	718	2536	147	318	176
737	修·劳伦斯	83	0	16996	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	610	744	2585	146	328	177
738	简·希拉里	83	2	16480	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	619	759	2032	145	253	219
739	保拉·依娃	83	2	16248	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	597	744	2075	138	250	226
740	韦尔·史蒂文	85	1	17992	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	675	813	1785	216	272	300
741	郎曼·凯撒	85	1	17760	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	655	818	1719	231	263	301
742	波琳·芭芭拉	83	2	16428	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	621	739	2041	137	253	230
743	布鲁克·晓恩	85	1	17976	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	679	823	1723	215	264	298
744	艾玛·约翰娜	83	2	16464	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	598	784	2102	144	236	223
745	玛丽娅·阿维娃	83	2	16528	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	630	770	1959	146	239	224
746	扬·里奇	87	1	18396	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	701	829	1789	219	272	308
747	布朗·艾萨克	85	1	17996	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	665	841	1714	227	256	305
748	卡特·雷欧	87	1	18036	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	682	826	1697	225	273	293
749	米尔·肯尼	87	1	18236	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	703	810	1759	221	268	312
750	艾琳·多拉	83	2	16136	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	599	729	2061	138	247	229
751	布鲁克·班奈特	83	0	16340	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	585	692	2595	148	321	178
752	韦尔·凯里	83	0	16848	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	600	732	2575	153	331	178
753	韦尔·艾伯特	83	0	16504	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	574	718	2539	146	333	177
754	亚当·斯宾塞	83	0	16560	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	582	724	2445	154	333	179
755	霍尔·艾伦	83	0	16872	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	601	739	2594	154	318	184
756	苏·布莱安娜	83	2	16348	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	633	746	1984	143	241	218
757	贝克·阿尔杰	83	0	16484	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	596	690	2509	154	331	185
758	菲尔德·詹姆士	87	1	18092	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	671	844	1776	226	265	293
759	卡门·卡莎琳娜	83	2	16228	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	612	734	2098	141	237	229
760	巴德·弗农	83	0	16652	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	573	736	2462	149	332	187
761	艾达·艾瑞莉亚	83	2	16436	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	631	743	1997	139	248	226
762	怀特·狄克	83	0	16484	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	578	727	2451	150	316	187
763	艾登·艾德文	85	1	17932	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	666	840	1699	216	262	293
764	克顿·塞缪尔	87	1	18024	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	675	818	1694	218	270	310
765	库克·亨利	83	0	16584	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	601	700	2505	151	331	183
766	安娜·塞尔玛	83	2	16344	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	601	768	2071	139	244	216
767	米勒·奥斯汀	83	0	16928	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	605	738	2584	154	327	180
768	菲尔德·柳真	83	0	16880	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	594	738	2569	145	334	180
769	汉德·埃尔韦拉	83	0	16592	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	601	708	2507	147	326	181
770	伊芙·戴夫	83	2	16296	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	627	732	2002	145	250	221
771	艾达·希尔顿	83	2	16340	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	619	756	1993	144	237	224
772	玛丽娅·奈乐	83	2	16216	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	618	734	2042	140	238	226
773	芭比·蕾西	83	2	16252	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	622	731	1976	139	249	225
774	特纳·乔蒂	87	1	18144	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	695	819	1765	217	259	308
775	希尔·艾伦	87	1	18252	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	690	853	1746	223	255	298
776	特纳·史蒂夫	83	0	16532	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	583	716	2442	147	330	186
777	乔治·尤利塞斯	85	1	17828	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	677	800	1730	218	264	304
778	简·赫柏	83	2	16160	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	608	731	2052	137	248	221
779	巴克·富宾恩	83	0	16484	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	596	700	2462	148	326	185
780	米勒·吉伯特	83	0	16476	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	588	714	2495	144	321	180
781	肯特·凯里	85	1	17908	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	665	826	1765	226	261	299
782	福克斯·波顿	83	0	16464	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	595	703	2462	145	329	178
783	克顿·安德烈亚	83	0	16276	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	581	694	2455	144	327	180
784	斯托克·契布曼	87	1	18248	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	676	845	1743	218	270	305
785	乔治·亚尔曼	85	1	17928	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	667	841	1669	229	262	293
786	贝克·达伦	87	1	18148	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	674	849	1742	215	258	303
787	贝克·亚特伍德	83	0	16528	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	597	718	2420	144	316	186
788	艾玛·阿黛儿	83	2	16188	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	604	745	2035	142	241	223
789	巴德·纳撒尼尔	85	1	17676	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	654	808	1666	225	267	303
790	亚伦·格林	83	0	16404	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	576	728	2434	145	319	177
791	郎曼·罗宾	83	0	16320	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	566	726	2461	146	315	180
792	里德·阿诺德	85	1	17780	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	659	820	1756	220	260	297
793	艾德·迪姆	83	0	16196	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	576	694	2476	146	322	178
794	扬·鲁宾逊	83	0	16364	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	582	704	2425	147	327	183
795	怀特·布鲁斯	85	1	17868	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	663	816	1725	220	262	309
796	斯特林·格罗佛	83	0	16448	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	575	724	2525	151	320	177
797	艾登·安纳贝尔	83	0	16548	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	570	727	2524	147	326	186
798	艾丽丝·依耶塔	83	2	16280	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	601	759	2012	144	246	221
799	亚伯·杰拉尔	87	1	18084	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	662	845	1669	219	267	309
800	玛丽安·多莉丝	83	2	16316	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	599	766	2040	138	249	215
801	玛莎·伊莎黛儿	83	2	16304	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	615	743	2060	142	244	223
802	霍克·格吉尔	83	0	16572	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	594	725	2480	151	316	181
803	亚当·雷	83	0	16528	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	580	728	2498	146	317	184
804	郎曼·加比	87	1	18000	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	664	846	1674	219	261	301
805	米勒·格拉迪斯	83	0	16588	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	577	727	2543	148	330	178
806	霍尔·克莱曼	83	0	16364	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	584	701	2493	151	324	180
807	米尔·布兰登	87	1	18012	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	654	846	1749	215	266	300
808	大卫·阿姆斯壮	83	0	16400	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	593	715	2440	146	314	177
809	布朗·嘉比里拉	83	0	16484	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	592	709	2451	151	331	176
810	亚当·卡特	85	1	17728	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	660	808	1741	218	257	306
811	里德·肯尼斯	83	0	16424	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	567	724	2505	150	323	181
812	凯尔西·蒂凡妮	83	2	16332	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	606	764	1999	140	240	225
813	肯特·肯尼	83	0	16432	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	568	730	2550	148	316	178
814	布朗·乔尼	83	0	16528	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	582	724	2445	151	329	179
815	艾丽莎·伊芙琳	83	2	16200	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	601	767	1974	141	238	215
816	亚当·奥古斯特	83	0	16220	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	566	702	2534	144	318	181
817	爱丽丝·爱尔莎	83	2	16416	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	624	746	2022	140	247	226
818	伍德·费兹捷勒	83	0	16444	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	584	708	2513	147	322	183
819	霍克·卢克	83	0	16468	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	593	719	2464	149	317	176
820	艾比·詹妮弗	83	2	16560	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	628	767	2033	139	241	224
821	玛丽娅·莉迪亚	83	2	16316	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	622	752	2066	140	235	217
822	芬格·考伯特	85	1	17820	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	677	815	1695	226	257	298
823	艾琳·伊迈尔	83	2	16272	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	623	738	1970	142	244	225
824	艾琳·薇薇安	83	2	16132	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	607	744	1968	140	239	223
825	亚伦·艾比盖	83	0	16208	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	567	699	2462	144	325	182
826	艾丽丝·伊菲尔	83	2	16000	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	608	728	2033	142	240	214
827	珀尔·格罗瑞娅	83	2	16308	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	616	757	2026	139	238	218
828	修·阿尔瓦	85	1	17876	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	686	808	1677	220	256	306
829	修·契布曼	87	1	18004	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	686	823	1676	222	261	302
830	希尔·安迪	83	0	16244	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	583	699	2414	144	318	182
831	艾德·雷欧	87	1	18080	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	681	838	1721	223	255	303
832	帕姬·利昂娜	83	2	16384	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	621	754	2060	140	239	221
833	艾丽莎·薇恩	83	2	16064	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	596	755	2001	141	235	215
834	巴罗·爱得莱德	87	1	18012	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	683	825	1701	216	264	299
835	玛丽安·艾莎	83	2	16332	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	612	753	2057	139	243	221
836	巴德·西瑞尔	85	1	17900	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	682	809	1699	220	265	301
837	妮可·诺玛	83	2	16300	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	625	751	2006	140	239	215
838	艾比·芬妮	83	2	16192	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	601	760	1984	138	236	222
839	贝克·多明尼克	83	0	16344	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	573	721	2530	148	313	176
840	乔治·格林	85	1	17980	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	681	829	1687	216	265	293
841	艾丹·哈利	83	0	16160	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	564	702	2467	150	324	176
842	贝克·克莱凸	85	1	17728	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	676	801	1663	218	263	299
843	布尔·伊莱哲	83	0	16448	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	580	714	2490	148	325	181
844	雷克·迪姆	85	1	17836	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	678	805	1666	221	263	306
845	苏·伊迈尔	83	2	16192	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	617	735	1971	142	246	222
846	怀特·伊诺克	83	0	16276	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	590	695	2453	150	318	179
847	苏·贝基	83	2	16040	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	604	745	1965	137	237	216
848	伯德·艾富里	85	1	17856	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	661	830	1705	216	257	303
849	达茜·奥帕	83	2	16000	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	597	738	1993	142	241	218
850	乔治·斯图亚特	83	0	16088	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	569	690	2429	144	324	178
851	韦尔·班尼迪克	85	1	17792	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	654	836	1662	222	258	299
852	克顿·所罗门	85	1	17700	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	666	799	1720	215	259	306
853	雷克·所罗门	85	1	17944	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	664	832	1734	216	264	299
854	艾琳·洛拉	83	2	16256	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	615	752	1961	139	242	220
855	艾登·史蒂夫	83	0	16332	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	589	698	2480	150	323	176
856	布朗·奥尔瑟雅	85	1	17772	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	676	807	1697	216	260	298
857	艾米瑞达·诺玛	83	2	16296	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	621	747	2003	139	239	223
858	斯托克·约书亚	85	1	17864	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	673	821	1664	220	261	301
859	巴罗·艾伯特	85	1	17764	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	657	833	1686	218	255	296
860	肖特·亚历山大	83	0	16124	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	565	700	2492	148	316	178
861	米尔·布德	85	1	17636	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	661	803	1719	220	261	297
862	艾米丽·琪	83	2	16060	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	604	737	2026	140	238	219
863	肯特·亚特伍德	85	1	17752	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	666	821	1710	223	257	293
864	克顿·伯特	85	1	17816	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	671	813	1720	223	262	298
865	雷克·华纳	85	1	17776	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	678	804	1715	217	263	295
866	布莱恩·本森	85	1	17904	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	675	820	1724	220	261	299
867	爱丽丝·黛米	80	2	15932	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	598	727	1976	138	244	218
868	库克·葛里菲兹	83	0	16288	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	575	712	2468	147	315	180
869	芬格·杰克逊	85	1	17708	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	676	802	1710	214	257	297
870	玛乔丽·阿芙拉	83	2	16032	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	608	731	2022	139	240	216
871	贝克·艾布特	83	0	16128	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	566	700	2449	147	316	182
872	亚当·特伦斯	85	1	17728	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	666	809	1690	223	263	298
873	布朗·阿尔文	83	0	16344	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	571	715	2487	150	322	179
874	布朗·赫达	83	0	16312	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	585	697	2498	145	324	176
875	芭迪·德洛丽丝	83	2	16108	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	602	741	2027	141	239	222
876	艾达·布伦达	83	2	16012	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	597	735	2006	139	241	221
877	大卫·费力克斯	85	1	17848	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	676	822	1663	217	255	301
878	本·菲力克斯	83	0	16164	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	576	694	2473	145	316	180
879	韦尔·阿尔瓦	85	1	17740	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	676	817	1679	221	253	293
880	米尔·弗兰克思	85	1	17512	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	655	808	1670	220	253	295
881	珀尔·格瑞丝	83	2	16076	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	616	738	1977	139	236	215
882	特纳·李莉斯	85	1	17620	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	671	804	1661	217	255	296
883	妮可·艾薇儿	83	2	16156	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	604	745	2026	140	241	220
884	芭比·詹妮弗	83	2	16124	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	605	751	1995	141	238	215
885	保拉·姬恩	83	2	16068	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	606	737	1980	137	241	220
886	肖特·艾布特	85	1	17688	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	658	818	1683	221	260	296
887	保拉·雷切尔	83	2	16044	413103	400103	404103	407103	408103	409103	406103	401103	1	10201	204	205	206	207	90	220	8	140	608	733	1966	138	242	219
888	艾丹·奥斯汀	83	0	16052	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	570	695	2437	145	315	176
889	卡特·费兹捷勒	83	0	16208	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	568	709	2458	145	319	177
890	霍克·尼尔森	85	1	17552	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	653	814	1672	221	257	292
891	巴克·尼尔森	85	1	17780	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	661	822	1665	220	261	301
892	菲尔德·戈登	85	1	17704	313103	300103	304103	307103	308103	309103	306103	301103	1	10101	104	105	106	107	8	90	220	140	666	810	1692	220	257	300
893	艾登·亚岱尔	83	0	16048	213103	200103	204103	207103	208103	209103	206103	201103	1	10001	4	5	6	8	220	90	8	140	568	700	2421	144	313	176
