INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
90	光之守卫	1	1085	0	-1	400	1000	1000	1000	1000	10179	10179	10179	10179	5089	10179	10179	10179	10179	10179	0	12000	0	20000	2069	2802	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
91	战马	1	91	0	1	100	2	2	2	2	1632	2040	1632	2040	21	319	319	66	5000	500	0	12000	0	20000	561	702	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
92	祭灵塔雅	3	92	0	2	200	10	10	10	10	25000	30000	25000	30000	1128	1445	1445	453	865240	500	0	12000	0	20000	2069	2202	0	0	0	0	450	0	0	0	0	0	0	0	1000	1116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
93	逐光者凯恩	1	93	0	1	100	2	2	2	2	1632	2040	1632	2040	21	319	319	66	5000	500	0	12000	0	20000	561	702	1	0	0	0	300	0	0	0	0	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
94	猎人范海辛	1	94	0	1	100	2	2	2	2	1632	2040	1632	2040	21	319	319	66	5000	500	0	12000	0	20000	561	702	1	0	0	0	300	0	0	0	0	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
95	林克	1	95	0	1	100	2	2	2	2	1632	2040	1632	2040	21	319	319	66	5000	500	0	12000	0	20000	561	702	1	0	0	0	300	0	0	0	0	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
96	窃法者比尔森	1	96	1	1	100	2	2	2	2	1632	2040	1632	2040	21	319	319	66	5000	500	0	12000	0	20000	561	702	1	0	0	0	300	0	0	0	0	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
97	先锋军统领佐罗	1	97	0	1	100	2	2	2	2	1632	2040	1632	2040	21	319	319	66	5000	500	0	12000	0	20000	561	702	1	0	0	0	300	0	0	0	0	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
98	圣导师塞西莉亚	1	98	1	1	350	10	10	10	10	10179	12723	10179	12723	128	1445	1445	453	5000	500	0	12000	0	20000	2069	2802	1	0	0	0	300	0	0	0	0	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
99	精灵队长西露芙	1	99	0	1	350	10	10	10	10	10179	12723	10179	12723	128	1445	1445	453	5000	500	0	12000	0	20000	2069	2802	1	0	0	0	300	0	0	0	0	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
100	荣耀先锋拉斐尔	1	100	0	1	350	10	10	10	10	10179	12723	10179	12723	128	1445	1445	453	5000	500	0	12000	0	20000	2069	2802	1	0	0	0	300	0	0	0	0	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
101	审判天使凯拉	1	101	1	1	350	10	10	10	10	10179	12723	10179	12723	128	1445	1445	453	5000	500	0	12000	0	20000	2069	2802	1	0	0	0	300	0	0	0	0	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
102	流浪者	1	102	0	1	350	10	10	10	10	10179	12723	10179	12723	128	1445	1445	453	5000	500	0	12000	0	20000	2069	2802	1	0	0	0	300	0	0	0	0	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
103	拉面	1	103	0	1	350	10	10	10	10	10179	12723	10179	12723	128	1445	1445	453	5000	500	0	12000	0	20000	2069	2802	1	0	0	0	300	0	0	0	0	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
104	被囚禁的安妮	1	104	1	1	350	10	10	10	10	10179	12723	10179	12723	128	1445	1445	453	5000	500	0	12000	0	20000	2069	2802	1	0	0	0	300	0	0	0	0	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
105	逃离者爱迪森	1	105	0	1	350	10	10	10	10	10179	12723	10179	12723	128	1445	1445	453	5000	500	0	12000	0	20000	2069	2802	1	0	0	0	300	0	0	0	0	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
106	阿瓦罗萨	1	106	1	1	350	10	10	10	10	10179	12723	10179	12723	128	1445	1445	453	5000	500	0	12000	0	20000	2069	2802	1	0	0	0	300	0	0	0	0	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
107	赛瑞尔达	1	107	1	1	350	10	10	10	10	10179	12723	10179	12723	128	1445	1445	453	5000	500	0	12000	0	20000	2069	2802	1	0	0	0	300	0	0	0	0	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
108	全服第一剑士	1	108	0	1	400	400	400	400	400	10179	12723	10179	12723	128	1445	1445	453	5000	500	1	12000	1	20000	1	2802	1	1	1	1	300	1	300	0	0	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
109	全服第一魔法师	1	109	0	1	400	400	400	400	400	10179	12723	10179	12723	128	1445	1445	453	5000	500	1	12000	1	20000	1	2802	1	1	1	1	300	1	0	300	0	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
110	全服第一弓箭手	1	110	1	1	400	400	400	400	400	10179	12723	10179	12723	128	1445	1445	453	5000	500	1	12000	1	20000	1	2802	1	1	1	1	300	1	0	0	300	0	0	0	1000	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
200	城镇卫兵	1	200	0	1	100	2	2	2	2	1632	2040	1632	2040	21	319	319	66	5000	500	0	12000	0	20000	561	702	1	0	0	0	280	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
201	城镇卫兵	1	201	0	1	100	2	2	2	2	1632	2040	1632	2040	21	319	319	66	5000	500	0	12000	0	20000	561	702	1	0	0	0	280	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
202	城镇卫兵	1	202	0	1	100	2	2	2	2	1632	2040	1632	2040	21	319	319	66	5000	500	0	12000	0	20000	561	702	1	0	0	0	280	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
300	废弃矿_灰	1	300	0	1	1	10	10	10	10	10179	12723	10179	12723	128	1445	1445	453	5000	500	0	12000	0	20000	2069	2802	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
301	恐惧高塔_魔幻矿_红_争夺	1	301	0	1	1	10	10	10	10	10179	12723	10179	12723	128	1445	1445	453	5000	500	0	12000	0	20000	2069	2802	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
302	恐惧高塔_魔尘矿_黄_争夺	1	302	0	1	1	10	10	10	10	10179	12723	10179	12723	128	1445	1445	453	5000	500	0	12000	0	20000	2069	2802	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
303	恐惧高塔_钻石矿_蓝_争夺	1	303	0	1	1	10	10	10	10	10179	12723	10179	12723	128	1445	1445	453	5000	500	0	12000	0	20000	2069	2802	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
304	恐惧高塔_智慧矿_绿_争夺	1	304	0	1	1	10	10	10	10	10179	12723	10179	12723	128	1445	1445	453	5000	500	0	12000	0	20000	2069	2802	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
400	黑洞	0	400	0	0	1	10	10	10	10	32	40	32	40	0	50	50	0	93	100	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	-1	120	-1	1004	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
500	箱子1倍亮	1	500	0	2	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	-1	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
501	箱子1倍灰	1	501	0	2	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	-1	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
502	箱子1倍黑	1	502	0	2	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	-1	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
503	箱子2倍亮	1	503	0	2	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	-1	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
504	箱子2倍灰	1	504	0	2	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	-1	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
505	箱子2倍黑	1	505	0	2	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	-1	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
506	木桶1倍亮	1	506	0	2	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	-1	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
507	木桶1倍灰	1	507	0	2	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	-1	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
508	木桶1倍黑	1	508	0	2	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	-1	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
509	木桶2倍亮	1	509	0	2	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	-1	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
510	木桶2倍灰	1	510	0	2	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	-1	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
511	木桶2倍黑	1	511	0	2	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	-1	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
512	铁栏杆	1	512	0	2	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	-1	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
513	铁栏杆2倍	1	513	0	2	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	-1	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
600	黄金炎龙	1	600	1	1	120	10	10	10	10	2677	3347	2677	3347	38	457	457	122	5000	500	0	12000	0	20000	909	1062	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
601	小天使	1	601	1	1	120	10	10	10	10	2677	3347	2677	3347	38	457	457	122	5000	500	0	12000	0	20000	909	1062	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
602	大天使	1	602	1	1	120	10	10	10	10	2677	3347	2677	3347	38	457	457	122	5000	500	0	12000	0	20000	909	1062	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
603	小恶魔	1	603	1	1	120	10	10	10	10	2677	3347	2677	3347	38	457	457	122	5000	500	0	12000	0	20000	909	1062	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
604	大恶魔	1	604	1	1	120	10	10	10	10	2677	3347	2677	3347	38	457	457	122	5000	500	0	12000	0	20000	909	1062	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
605	翡翠雏龙	1	605	1	1	120	10	10	10	10	2677	3347	2677	3347	38	457	457	122	5000	500	0	12000	0	20000	909	1062	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
606	天马	1	606	1	1	120	10	10	10	10	2677	3347	2677	3347	38	457	457	122	5000	500	0	12000	0	20000	909	1062	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
607	娜迦	1	607	1	1	120	10	10	10	10	2677	3347	2677	3347	38	457	457	122	5000	500	0	12000	0	20000	909	1062	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
608	雷震子	1	608	1	1	120	10	10	10	10	2677	3347	2677	3347	38	457	457	122	5000	500	0	12000	0	20000	909	1062	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
609	金凤凰	1	609	1	1	120	10	10	10	10	2677	3347	2677	3347	38	457	457	122	5000	500	0	12000	0	20000	909	1062	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
610	白银神龙	1	610	1	1	120	10	10	10	10	2677	3347	2677	3347	38	457	457	122	5000	500	0	12000	0	20000	909	1062	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
616	玛雅风蛇	1	616	1	1	120	10	10	10	10	2677	3347	2677	3347	38	457	457	122	5000	500	0	12000	0	20000	909	1062	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
617	白虎	1	617	1	1	120	10	10	10	10	2677	3347	2677	3347	38	457	457	122	5000	500	0	12000	0	20000	909	1062	1	0	0	0	300	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
618	水精灵	1	618	0	1	120	10	10	10	10	2677	3347	2677	3347	38	457	457	122	5000	500	0	1	0	1	909	1062	1	0	0	0	300	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
619	土精灵	1	619	0	1	120	10	10	10	10	2677	3347	2677	3347	38	457	457	122	5000	500	0	1	0	1	909	1062	1	0	0	0	300	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
620	熔岩幼蜥	1	620	1	1	120	10	10	10	10	2677	3347	2677	3347	38	457	457	122	5000	500	0	1	0	1	909	1062	1	0	0	0	300	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
621	冰雪之魄	1	621	1	1	120	10	10	10	10	2677	3347	2677	3347	38	457	457	122	5000	500	0	1	0	1	909	1062	1	0	0	0	300	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
995	传送门红	1	995	0	6	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
996	传送门蓝	1	996	0	6	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
997	血色平台	2	997	0	1	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	-1	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
998	血色门前	2	998	0	1	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1009	1009	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
999	阻挡	2	999	0	1	1	2	2	2	2	32	40	32	40	0	50	50	0	10	0	0	12000	0	20000	0	15	0	0	0	0	0	0	0	0	0	0	0	0	-1	1009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1000	黑蜘蛛	2	1000	0	2	2	1	1	1	1	24	28	24	28	0	50	50	0	406	20	0	12000	0	20000	0	0	0	0	0	0	400	0	0	0	0	0	0	0	1039	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1001	赤炎幼龙	2	1001	1	2	3	1	1	1	1	26	31	26	31	0	50	50	0	483	20	0	12000	0	20000	0	0	0	0	0	0	400	0	0	0	0	0	0	0	1038	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1002	犀牛兽	2	1002	0	2	8	1	1	1	1	42	55	42	55	0	50	50	0	502	1000	0	12000	0	20000	0	12	0	0	0	0	450	0	0	0	0	0	0	0	1062	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1003	魔狼	2	1003	0	2	9	1	1	1	1	44	56	44	56	0	50	50	0	587	1000	0	12000	0	20000	0	13	0	0	0	0	450	0	0	0	0	0	0	0	1044	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1004	蛮荒巨人	2	1004	0	2	16	1	1	1	1	74	96	74	96	0	52	52	0	656	1000	0	12000	0	20000	0	22	0	0	0	0	450	0	0	0	0	0	0	0	1055	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1005	骨兵	2	1005	0	2	23	1	1	1	1	139	178	139	178	1	54	54	0	2088	1000	0	12000	0	20000	12	40	0	0	0	0	450	0	0	0	0	0	0	0	1056	1113	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1006	蛮牛兽	2	1006	0	2	14	1	1	1	1	55	70	55	70	0	51	51	0	621	1000	0	12000	0	20000	0	19	0	0	0	0	450	0	0	0	0	0	0	0	1062	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1007	黑袍巫师	2	1007	0	2	25	1	1	1	1	150	193	150	193	1	55	55	0	2547	1000	0	12000	0	20000	18	45	0	0	0	0	450	0	0	0	0	0	0	0	1000	1010	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1008	毒尾兽	2	1008	0	2	30	1	1	1	1	123	147	123	147	15	57	57	0	3445	1000	0	12000	0	20000	33	0	0	0	0	0	450	0	0	0	0	0	0	0	1049	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1009	甲虫兽	2	1009	1	2	32	1	1	1	1	184	236	184	236	15	58	58	0	3599	1000	0	12000	0	20000	39	61	0	0	0	0	450	0	0	0	0	0	0	0	1063	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1010	地精战士	2	1010	0	2	31	1	1	1	1	127	153	127	153	15	57	57	0	3794	1000	0	12000	0	20000	37	0	0	0	0	0	450	0	0	0	0	0	0	0	1048	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1011	地精队长	2	1011	0	2	37	1	1	1	1	209	271	209	271	15	60	60	0	3715	1000	0	12000	0	20000	48	70	0	0	0	0	450	0	0	0	0	0	0	0	1048	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1012	盗贼	2	1012	0	2	34	1	1	1	1	193	250	193	250	15	59	59	0	4109	1000	0	12000	0	20000	42	64	0	0	0	0	450	0	0	0	0	0	0	0	1012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1013	树人	2	1013	0	2	37	1	1	1	1	209	271	209	271	15	60	60	0	4717	1000	0	12000	0	20000	48	70	0	0	0	0	450	0	0	0	0	0	0	0	1066	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1014	半兽人	2	1014	0	2	37	1	1	1	1	209	271	209	271	15	60	60	0	4906	1000	0	12000	0	20000	48	70	0	0	0	0	450	0	0	0	0	0	0	0	1071	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1015	岩石巨人	2	1015	0	2	39	1	1	1	1	221	284	221	284	15	61	61	0	5516	1000	0	12000	0	20000	53	74	0	0	0	0	450	0	0	0	0	0	0	0	1064	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1016	雪魔虫	2	1016	0	2	47	1	1	1	1	256	343	256	343	120	67	67	0	5838	1000	0	12000	0	20000	94	99	0	0	0	0	450	0	0	0	0	0	0	0	1069	4011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1017	冰晶兽	2	1017	0	2	50	1	1	1	1	270	373	270	373	120	70	70	0	6802	1000	0	12000	0	20000	127	114	0	0	0	0	450	0	0	0	0	0	0	0	1052	4011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1018	蓝魔巨人	2	1018	0	2	59	1	1	1	1	333	469	333	469	120	80	80	0	7641	1000	0	12000	0	20000	175	142	0	0	0	0	450	0	0	0	0	0	0	0	1057	4011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1019	暗影战士	2	1019	0	2	60	1	1	1	1	298	436	298	436	120	81	81	0	8793	1000	0	12000	0	20000	181	145	0	0	0	0	450	0	0	0	0	0	0	0	1042	4011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1020	霜雪巨人	2	1020	0	2	62	1	1	1	1	275	419	275	419	120	83	83	0	12358	1000	0	12000	0	20000	193	152	0	0	0	0	450	0	0	0	0	0	0	0	1013	4011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1021	霜雪巨人王	2	1021	0	2	70	1	1	1	1	277	418	277	418	120	96	96	0	18897	1000	0	12000	0	20000	245	182	0	0	0	0	450	0	0	0	0	0	0	0	1070	4011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
1023	毒魔虫	2	1023	0	2	98	1	1	1	1	943	1122	943	1122	120	168	168	0	27043	1000	0	12000	0	20000	484	318	0	0	0	0	450	0	0	0	0	0	0	0	1069	4011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
