INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
20093	天赋石[升龙剑]	1001500	1	4194314	99	21000	2	100	0	-1	0	-1	0	0	4	0	1	1	143020011	0	1	37500	75000	50	10	0	-1	-1	-1	-1	1	0	1	-1	-1	0	0	0
20100	天赋石[落焰]	1001510	1	4194314	99	21000	2	100	1	-1	0	5	18240	0	104	1	3	1	143020100	1	1	2000	20000	60	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20101	天赋石[龙炎波]	1001511	1	4194314	99	21000	2	100	1	-1	0	5	21600	0	105	1	3	1	143020101	1	1	3000	30000	60	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20102	天赋石[吞噬漩涡]	1001512	1	4194314	99	21000	2	100	1	-1	0	5	25440	0	106	1	3	1	143020102	1	1	5000	50000	60	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20103	天赋石[霜火领域]	1001513	1	4194314	99	21000	3	100	1	-1	0	5	50880	0	111	1	3	50	143020103	1	1	24000	240000	90	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20104	天赋石[闪现]	1001514	1	4194314	99	21000	3	100	1	-1	0	5	43200	0	110	1	3	80	143020104	1	1	50000	500000	120	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20105	天赋石[地狱诅咒]	1001515	1	4194314	99	21000	3	100	1	-1	0	5	59040	0	107	1	3	110	143020105	1	1	75000	750000	120	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20106	天赋石[风袭]	1001516	1	4194314	99	21000	4	100	1	-1	0	5	77760	0	108	1	3	140	143020106	0	1	12000	120000	90	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20107	天赋石[雪瀑]	1001517	1	4194314	99	21000	4	100	1	-1	0	5	87360	0	109	1	3	170	143020107	0	1	18000	180000	90	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20108	天赋石[奥术冲击]	1001518	1	4194314	99	21000	4	100	1	-1	0	5	98400	0	112	1	3	200	143020108	0	1	100000	1000000	120	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20191	天赋石[龙炎波]	1001511	1	4194314	99	21000	2	100	1	-1	0	-1	0	0	105	1	3	1	143020109	0	1	37500	75000	50	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20192	天赋石[落焰]	1001510	1	4194314	99	21000	2	100	1	-1	0	-1	0	0	104	1	3	1	143020110	0	1	37500	75000	50	10	0	-1	-1	-1	-1	1	0	1	-1	-1	0	0	0
20200	天赋石[分裂箭]	1001520	1	4194314	99	21000	2	100	2	-1	0	5	18240	0	204	2	2	1	143020200	1	1	2000	20000	60	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20201	天赋石[破炎箭]	1001526	1	4194314	99	21000	4	100	2	-1	0	5	77760	0	205	2	2	140	143020201	1	1	50000	500000	120	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20202	天赋石[冰凌箭]	1001521	1	4194314	99	21000	2	100	2	-1	0	5	21600	0	206	2	2	1	143020202	1	1	3000	30000	60	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20203	天赋石[泰坦领域]	1001523	1	4194314	99	21000	3	100	2	-1	0	5	50880	0	209	2	2	50	143020203	1	1	5000	50000	60	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20204	天赋石[腾跃]	1001524	1	4194314	99	21000	3	100	2	-1	0	5	43200	0	211	2	2	80	143020204	1	1	24000	240000	90	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20205	天赋石[神之召唤]	1001525	1	4194314	99	21000	3	100	2	-1	0	5	59040	0	208	2	2	110	143020205	1	1	18000	180000	90	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20206	天赋石[穿裂箭]	1001522	1	4194314	99	21000	2	100	2	-1	0	5	25440	0	207	2	2	1	143020206	0	1	75000	750000	120	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20207	天赋石[精灵祝福]	1001527	1	4194314	99	21000	4	100	2	-1	0	5	87360	0	210	2	2	170	143020207	0	1	12000	120000	90	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20208	天赋石[落日神箭]	1001528	1	4194314	99	21000	4	100	2	-1	0	5	98400	0	212	2	2	200	143020208	0	1	100000	1000000	120	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20290	天赋石[分裂箭]	1001520	1	4194314	99	21000	2	100	2	-1	0	-1	0	0	204	2	2	1	143020209	0	1	37500	75000	50	10	0	-1	-1	-1	-1	1	0	1	-1	-1	0	0	0
20291	天赋石[冰凌箭]	1001521	1	4194314	99	21000	2	100	2	-1	0	-1	0	0	206	2	2	1	143020210	0	1	37500	75000	50	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20292	天赋石[穿裂箭]	1001522	1	4194314	99	21000	2	100	2	-1	0	-1	0	0	207	2	2	1	143020211	0	1	37500	75000	50	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20300	扫把	20300	1	4194314	99	20000	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	143020211	1	20	100	1000	50	50000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20301	圆木	20301	1	4194314	99	20000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	143020212	0	20	18	37	100	5000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20302	木板	20302	1	4194314	99	20000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	143020213	0	20	18	37	100	5000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20303	碎木	20303	1	4194314	99	20000	2	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	143020214	1	20	80	800	100	5000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20304	初级技能残章	1002003	1	4194314	99	26700	2	1	-1	-1	0	5	200	5000	-1	-1	-1	-1	123022024	1	99	300	3000	50	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20305	中级技能残章	1002003	1	4194314	99	26700	3	1	-1	-1	0	5	800	50000	-1	-1	-1	-1	123022025	1	99	1200	12000	60	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20306	高级技能残章	1002003	1	4194314	99	26700	4	1	-1	-1	0	5	1500	50000	-1	-1	-1	-1	123022026	1	99	4800	48000	60	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20307	技能残章宝箱Lv1	23013	1	10	99	23500	3	1	-1	-1	0	-1	0	-1	20307	102	-1	-1	123022027	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
20308	技能残章宝箱Lv2	23014	1	10	99	23500	3	1	-1	-1	0	-1	0	-1	20308	102	-1	-1	123022028	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
20309	技能残章宝箱Lv3	23015	1	10	99	23500	3	1	-1	-1	0	-1	0	-1	20309	102	-1	-1	123022029	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
20310	技能残章宝箱Lv4	23016	1	10	99	23500	3	1	-1	-1	0	-1	0	-1	20310	102	-1	-1	123022030	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
20320	智慧结晶礼包	23018	1	10	99	23600	3	1	-1	-1	0	-1	0	-1	20321	20322	20323	-1	123022031	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
20330	本职业随机天赋石	1001505	1	10	99	0	3	1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	11	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20400	复训卷轴	1002003	1	4194314	99	26200	2	1	-1	-1	0	-1	0	0	-1	-1	-1	-1	143020215	0	1	1	9999	1	2000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20401	1级藏宝图	42	1	4194314	1	26300	0	1	-1	-1	0	-1	0	0	600	900	102	3000	143020216	0	1	1	9999	1	2000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20402	2级藏宝图	42	1	4194314	1	26300	1	1	-1	-1	0	-1	0	0	601	901	102	3000	143020217	0	1	1	9999	1	2000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20403	3级藏宝图	42	1	4194314	1	26300	2	1	-1	-1	0	-1	0	0	602	902	102	3000	143020218	0	1	1	9999	1	2000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20404	4级藏宝图	42	1	4194314	1	26300	3	1	-1	-1	0	-1	0	0	603	903	102	3000	143020219	0	1	1	9999	1	2000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20405	5级藏宝图	42	1	4194314	1	26300	4	1	-1	-1	0	-1	0	0	604	904	102	3000	143020220	0	1	1	9999	1	2000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20406	6级藏宝图	42	1	4194314	1	26300	4	1	-1	-1	0	-1	0	0	605	905	102	3000	143020221	0	1	1	9999	1	2000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20407	7级藏宝图	42	1	4194314	1	26300	4	1	-1	-1	0	-1	0	0	606	906	102	3000	143020222	0	1	1	9999	1	2000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20408	8级藏宝图	42	1	4194314	1	26300	4	1	-1	-1	0	-1	0	0	607	907	102	3000	143020223	0	1	1	9999	1	2000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20409	9级藏宝图	42	1	4194314	1	26300	4	1	-1	-1	0	-1	0	0	608	908	102	3000	143020224	0	1	1	9999	1	2000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20410	10级藏宝图	42	1	4194314	1	26300	4	1	-1	-1	0	-1	0	0	609	909	102	3000	143020225	0	1	1	9999	1	2000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20500	玛雅遗物	25512	1	4194314	99	20000	0	1	-1	-1	0	-1	0	100000	-1	-1	-1	-1	143020226	0	1	1	9999	1	2000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20501	玛雅矿石	25504	1	4194314	99	20000	0	1	-1	-1	0	-1	0	200000	-1	-1	-1	-1	143020227	0	1	1	9999	1	2000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20502	玛雅化石	25503	1	4194314	99	20000	0	1	-1	-1	0	-1	0	300000	-1	-1	-1	-1	143020228	0	1	1	9999	1	2000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20503	玛雅魂玉	25509	1	4194314	99	20000	3	1	-1	-1	0	-1	0	400000	-1	-1	-1	-1	143020229	0	1	1	9999	1	2000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
20504	玛雅水晶	25511	1	4194314	99	20000	0	1	-1	-1	0	-1	0	500000	-1	-1	-1	-1	143020230	0	1	1	9999	1	2000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
21900	喇叭	21900	1	4194314	999	21900	3	55	-1	-1	0	-1	0	-1	180	-1	-1	-1	112021900	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22000	强化宝石	22000	1	4194314	999	22000	3	1	-1	-1	0	-1	0	10000	6000	19	0	-1	123022000	1	20	200	2000	10	90000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22001	灵巧宝石	22001	1	4194314	999	22000	3	1	-1	-1	0	-1	0	25000	6000	19	0	-1	123022001	1	20	150	1500	20	180000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22002	合成宝石	22002	1	4194314	999	22000	3	1	-1	-1	0	-1	0	2500	6001	26	100	-1	123022002	1	20	250	2500	30	30000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22003	精炼宝石	22003	1	4194314	999	22000	3	1	-1	-1	0	-1	0	2500	47	19	1	-1	123022003	1	20	125	1250	40	30000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22004	铸造宝石	22004	1	4194314	999	22100	3	1	-1	-1	0	-1	0	10000	-1	-1	-1	-1	123022004	1	20	350	3500	50	10000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22005	融合宝石	22005	1	4194314	999	22100	3	1	-1	-1	0	-1	0	10000	-1	-1	-1	-1	123022005	0	1	1	9999	1	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22006	洗炼宝石	22005	1	4194314	999	22100	3	1	-1	-1	0	-1	0	10000	-1	-1	-1	-1	123022006	0	1	1	9999	1	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22007	神佑宝石	22005	1	4194314	999	22000	4	1	-1	-1	0	-1	0	100000	6000	19	0	-1	123022007	0	1	1	9999	1	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	1	0
22010	邪恶之匙	22010	1	4194314	999	22100	1	1	-1	-1	0	-1	0	500	6001	26	100	-1	121022010	1	99	5	50	25	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22011	邪恶眼球	22011	1	4194314	999	22100	1	1	-1	-1	0	-1	0	500	6001	26	100	-1	121022011	1	99	5	50	25	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22012	地狱之卷	22012	1	4194314	999	22000	2	1	-1	-1	0	-1	0	2000	6003	60	0	100	122022012	1	99	200	2000	45	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22013	诅咒残卷	22013	1	4194314	999	22100	1	1	-1	-1	0	-1	0	500	6001	26	101	-1	121022013	1	99	5	50	35	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22014	诅咒之骨	22014	1	4194314	999	22100	1	1	-1	-1	0	-1	0	500	6001	26	101	-1	121022014	1	99	5	50	35	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22015	亡灵之卷	22015	1	4194314	999	22000	2	1	-1	-1	0	-1	0	2000	6004	60	1	101	122022015	1	99	200	2000	100	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22016	属性果实	22016	1	4194314	999	22100	2	1	-1	-1	0	-1	0	10000	-1	-1	-1	-1	122022016	0	99	10	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22017	羽毛	22017	1	4194314	999	22000	3	1	-1	-1	0	-1	0	1500	6005	38	1	-1	123022017	1	99	100	1000	40	18000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22018	晶羽原石	22018	1	4194314	999	22000	3	1	-1	-1	0	-1	0	25000	6006	38	0	-1	123022018	1	99	350	3500	40	60000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22019	复活石	22019	1	4194314	999	22100	2	1	-1	-1	0	-1	0	50000	-1	-1	-1	-1	123022019	0	99	10	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22020	地裂斩残章	1002003	1	4194314	99	26700	3	1	0	-1	0	5	1000	50000	-1	-1	-1	-1	123022020	1	99	4000	40000	50	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22021	圣光庇佑残章	1002003	1	4194314	99	26700	3	1	0	-1	0	5	1500	50000	-1	-1	-1	-1	123022021	1	99	5500	55000	50	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22022	十字灭神残章	1002003	1	4194314	99	26700	3	1	0	-1	0	5	2000	50000	-1	-1	-1	-1	123022022	1	99	7000	70000	50	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22023	风袭残章	1002003	1	4194314	99	26700	3	1	1	-1	0	5	1000	50000	-1	-1	-1	-1	123022023	1	99	4000	40000	50	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22024	雪瀑残章	1002003	1	4194314	99	26700	3	1	1	-1	0	5	1500	50000	-1	-1	-1	-1	123022024	1	99	5500	55000	50	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22025	奥术冲击残章	1002003	1	4194314	99	26700	3	1	1	-1	0	5	2000	50000	-1	-1	-1	-1	123022025	1	99	7000	70000	50	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22026	落日神箭残章	1002003	1	4194314	99	26700	3	1	2	-1	0	5	2000	50000	-1	-1	-1	-1	123022026	1	99	4000	40000	50	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22027	破炎箭残章	1002003	1	4194314	99	26700	3	1	2	-1	0	5	1000	50000	-1	-1	-1	-1	123022027	1	99	5500	55000	50	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22028	精灵祝福残章	1002003	1	4194314	99	26700	3	1	2	-1	0	5	1500	50000	-1	-1	-1	-1	123022028	1	99	7000	70000	50	10	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22029	铁矿石	22029	1	4194314	99	22100	0	1	-1	-1	0	-1	0	1000	-1	-1	-1	-1	123022029	1	99	18	36	100	5000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22030	铜矿石	22030	1	4194314	99	22100	1	1	-1	-1	0	-1	0	2000	-1	-1	-1	-1	123022030	1	99	37	75	100	10000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22031	银矿石	22031	1	4194314	99	22100	2	1	-1	-1	0	-1	0	5000	-1	-1	-1	-1	123022031	1	99	75	150	150	20000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22032	战盟徽章·地	22032	1	4194314	99	22100	3	1	-1	-1	0	-1	0	5000	-1	-1	-1	-1	123022032	0	10	12	36	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22033	战盟徽章·水	22033	1	4194314	99	22100	3	1	-1	-1	0	-1	0	5000	-1	-1	-1	-1	123022033	0	10	12	36	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22034	战盟徽章·火	22034	1	4194314	99	22100	3	1	-1	-1	0	-1	0	5000	-1	-1	-1	-1	123022034	0	10	12	36	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22035	战盟徽章·风	22035	1	4194314	99	22100	3	1	-1	-1	0	-1	0	5000	-1	-1	-1	-1	123022035	0	10	12	36	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22036	锡矿石	22036	1	4194314	99	22100	3	1	-1	-1	0	-1	0	10000	-1	-1	-1	-1	123022036	1	99	112	225	150	30000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22037	钴矿石	22037	1	4194314	99	22100	3	1	-1	-1	0	-1	0	20000	-1	-1	-1	-1	123022037	1	99	150	300	200	40000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22038	金矿石	22038	1	4194314	99	22100	4	1	-1	-1	0	-1	0	50000	-1	-1	-1	-1	123022038	1	99	187	375	200	50000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22039	备用矿	1000	1	4194314	99	22100	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	123022039	0	10	12	36	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22040	备用矿	1000	1	4194314	99	22100	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	123022040	0	10	12	36	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22041	备用矿	1000	1	4194314	99	22100	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	123022041	0	10	12	36	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22042	铁锭	22042	1	4194314	99	22100	3	1	-1	-1	0	-1	0	2000	-1	-1	-1	-1	123022042	1	20	93	187	100	25000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22043	铜锭	22043	1	4194314	99	22100	3	1	-1	-1	0	-1	0	5000	-1	-1	-1	-1	123022043	1	20	187	375	100	50000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22044	银锭	22044	1	4194314	99	22100	3	1	-1	-1	0	-1	0	10000	-1	-1	-1	-1	123022044	1	20	937	1875	150	250000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22045	锡锭	22045	1	4194314	99	22100	3	1	-1	-1	0	-1	0	20000	-1	-1	-1	-1	123022045	1	20	1312	2625	150	350000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22046	钴锭	22046	1	4194314	99	22100	3	1	-1	-1	0	-1	0	50000	-1	-1	-1	-1	123022046	1	20	1875	3750	200	500000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22047	金锭	22047	1	4194314	99	22100	3	1	-1	-1	0	-1	0	100000	-1	-1	-1	-1	123022047	1	20	2250	4500	200	600000	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22048	半成品预留	1000	1	4194314	99	22100	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	123022048	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22049	半成品预留	1000	1	4194314	99	22100	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	123022049	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22050	半成品预留	1000	1	4194314	99	22100	3	1	-1	-1	0	-1	0	500	-1	-1	-1	-1	123022050	0	1	1	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22051	IQ金卡	57	1	4194314	20	22100	3	1	-1	-1	0	-1	0	2000	2010	72	-1	-1	123022051	0	99	100	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22052	IQ银卡	56	1	4194314	20	22100	2	1	-1	-1	0	-1	0	1000	2010	72	-1	-1	123022052	0	99	100	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22053	副本扫荡券	22053	1	4194314	99	22100	2	1	-1	-1	0	-1	0	500	40	25	-1	-1	123022053	0	99	150	9999	1	10	0	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22054	天空石碎片	532	1	4194314	99	22000	3	1	-1	-1	0	-1	0	50000	6006	38	0	-1	123022054	1	99	350	3500	40	500000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22055	黄金龙鳞	531	1	4194314	99	22100	4	1	-1	-1	0	-1	0	100000	-1	-1	-1	-1	123022055	1	99	350	3500	40	500000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	1	0
22056	完美的天空石	533	1	4194314	99	22000	4	1	-1	-1	0	-1	0	200000	6006	38	1	-1	123022056	1	99	350	3500	40	500000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	1	0
22057	天空石	22018	1	4194314	99	22000	4	1	-1	-1	0	-1	0	50000	6006	38	1	-1	123022057	1	99	350	3500	40	500000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22058	天空石	22018	1	4194314	99	22000	4	1	-1	-1	0	-1	0	50000	6006	38	1	-1	123022058	1	99	350	3500	40	500000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22059	天空石	22018	1	4194314	99	22000	4	1	-1	-1	0	-1	0	50000	6006	38	1	-1	123022059	1	99	350	3500	40	500000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22060	天空石	22018	1	4194314	99	22000	4	1	-1	-1	0	-1	0	50000	6006	38	1	-1	123022060	1	99	350	3500	40	500000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22061	天空石	22018	1	4194314	99	22000	4	1	-1	-1	0	-1	0	50000	6006	38	1	-1	123022061	1	99	350	3500	40	500000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22062	天空石	22018	1	4194314	99	22000	4	1	-1	-1	0	-1	0	50000	6006	38	1	-1	123022062	1	99	350	3500	40	500000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22063	屠龙勇士的嘉奖	23000	1	4194314	99	23500	3	1	-1	-1	0	-1	0	0	760	-1	-1	-1	123022063	0	1	1	9999	1	1000000	0	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
22064	雨露青叶	597	1	4194314	99	20000	2	1	-1	-1	0	-1	0	5000	-1	-1	-1	-1	143020211	1	20	100	1000	50	50000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22065	许愿池的圣水	596	1	4194314	99	20000	3	1	-1	-1	0	-1	0	5000	-1	-1	-1	-1	143020211	1	20	100	1000	50	50000	1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	0
22066	初级坐骑丹	15114	1	4194314	999	22000	3	1	-1	-1	0	-1	0	5000	322	125	0	-1	123022023	1	99	1	1000	1	150000	1	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
22067	乘胜追击	15127	1	4194314	99	22000	3	1	-1	-1	0	-1	0	5000	322	125	1	-1	123022023	1	99	1	1000	1	5000	1	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
22068	乘风破浪	15128	1	4194314	99	22000	3	1	-1	-1	0	-1	0	5000	322	125	1	-1	123022023	1	99	1	1000	1	5000	1	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
22069	越战越勇	15129	1	4194314	99	22000	3	1	-1	-1	0	-1	0	5000	322	125	1	-1	123022023	1	99	1	1000	1	5000	1	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
22070	声东击西	15130	1	4194314	99	22000	3	1	-1	-1	0	-1	0	5000	322	125	1	-1	123022023	1	99	1	1000	1	5000	1	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
22071	贪狼饮血	15131	1	4194314	99	22000	3	1	-1	-1	0	-1	0	5000	322	125	1	-1	123022023	1	99	1	1000	1	5000	1	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
22072	七杀回光	15132	1	4194314	99	22000	3	1	-1	-1	0	-1	0	5000	322	125	1	-1	123022023	1	99	1	1000	1	5000	1	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
22073	破军返照	15133	1	4194314	99	22000	3	1	-1	-1	0	-1	0	5000	322	125	1	-1	123022023	1	99	1	1000	1	5000	1	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
22074	嗜血一击	15134	1	4194314	99	22000	3	1	-1	-1	0	-1	0	5000	322	125	1	-1	123022023	1	99	1	1000	1	5000	1	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
22075	慈乌反哺	15135	1	4194314	99	22000	3	1	-1	-1	0	-1	0	5000	322	125	1	-1	123022023	1	99	1	1000	1	5000	1	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
22076	强健体魄	15136	1	4194314	99	22000	3	1	-1	-1	0	-1	0	5000	322	125	1	-1	123022023	1	99	1	1000	1	5000	1	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
22077	金刚不坏	15137	1	4194314	99	22000	3	1	-1	-1	0	-1	0	5000	322	125	1	-1	123022023	1	99	1	1000	1	5000	1	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
22078	凤火护体	15138	1	4194314	99	22000	3	1	-1	-1	0	-1	0	5000	322	125	1	-1	123022023	1	99	1	1000	1	5000	1	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
22079	奋力一击	15139	1	4194314	99	22000	3	1	-1	-1	0	-1	0	5000	322	125	1	-1	123022023	1	99	1	1000	1	5000	1	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
22080	中级坐骑丹	15115	1	4194314	99	22000	1	1	-1	-1	0	-1	0	5000	322	125	0	-1	123022023	1	99	1	1000	1	5000	1	-1	-1	-1	-1	1	1	0	-1	-1	0	0	0
