INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1011	2	-1	0	-1	0	1	2000	-1	0	0	0	-1	-1	-1	-1	16	-1	-1	1	12	-1	-1	-1	-1	-1	0	-1	300	10	-1	-1	-1	-1	1013	-1	1013	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1012	2	-1	0	-1	0	1	1500	1002	2001	0	0	-1	-1	-1	-1	4	-1	-1	1	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1014	-1	1014	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1013	2	-1	0	-1	0	1	1500	1003	2002	0	0	-1	-1	-1	-1	4	-1	-1	1	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1015	-1	1015	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1014	2	-1	0	-1	0	1	1500	1002	2003	0	0	-1	-1	-1	-1	4	-1	-1	1	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1016	-1	1016	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1015	2	-1	0	-1	0	1	1500	1005	2004	0	0	-1	-1	-1	-1	8	-1	-1	1	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1017	-1	1017	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1016	2	-1	0	-1	0	1	1500	1006	2005	0	0	-1	-1	-1	-1	8	-1	-1	1	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1018	-1	1018	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1017	2	-1	0	-1	0	1	1500	1007	2006	0	0	-1	-1	-1	-1	8	-1	-1	1	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1019	-1	1019	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1018	2	-1	0	-1	0	1	1500	1008	2007	0	0	-1	-1	-1	-1	8	-1	-1	1	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1020	-1	1020	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1019	2	-1	0	-1	0	1	1500	-1	2008	0	0	-1	-1	-1	-1	4	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1021	-1	1021	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1020	2	-1	0	-1	0	1	2500	1003	2009	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	550	10	-1	-1	-1	-1	4002	-1	4002	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1021	2	-1	0	-1	0	1	1500	1011	2010	0	0	-1	-1	-1	-1	8	-1	-1	1	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1023	-1	1023	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1022	2	-1	0	-1	0	1	1500	1012	2011	0	0	-1	-1	-1	-1	4	-1	-1	1	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1024	-1	1024	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1023	2	-1	0	-1	0	1	1500	1013	2012	0	0	-1	-1	-1	-1	8	-1	-1	1	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1025	-1	1025	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1024	2	-1	0	-1	0	1	1500	1014	2013	0	0	-1	-1	-1	-1	8	-1	-1	1	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1026	-1	1026	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1025	2	-1	0	-1	0	1	1500	1015	2014	0	0	-1	-1	-1	-1	8	-1	-1	1	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1027	-1	1027	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1026	2	-1	0	-1	0	1	1500	1016	2015	0	0	-1	-1	-1	-1	8	-1	-1	1	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1028	-1	1028	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1027	2	-1	0	-1	0	1	2500	-1	1100	1800	4	3	800	200	200	5	-1	-1	4	3	12	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	1030	1030	1030	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1028	2	-1	0	-1	0	1	2000	-1	1101	1500	5	1	2000	16	1	16	-1	-1	5	3	20	-1	-1	-1	-1	0	-1	-1	10	-1	-1	1032	1031	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1029	2	-1	0	-1	0	1	1200	1018	1102	800	0	-1	-1	-1	-1	16	1033	-1	2	15	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1030	2	-1	0	-1	0	1	0	-1	-1	-1	3	1034	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1031	2	-1	0	-1	0	1	1500	-1	1103	-1	0	-1	-1	-1	-1	0	-1	-1	1	7	-1	-1	-1	-1	-1	0	-1	1000	-1	-1	-1	-1	-1	1035	-1	1035	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
1032	2	-1	0	-1	0	1	0	-1	-1	-1	3	1036	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1033	2	-1	0	-1	0	1	1500	-1	1415	-1	0	-1	-1	-1	-1	4	-1	-1	3	10	180	-1	-1	-1	-1	0	-1	750	40	-1	-1	-1	-1	1039	-1	1039	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
1034	2	-1	0	-1	0	1	1500	-1	1416	-1	7	1	1200	16	0	16	-1	-1	2	12	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1097	1040	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
1035	2	-1	0	-1	5000	1	1500	-1	1407	-1	0	-1	-1	-1	-1	4	-1	-1	3	10	180	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	1041	-1	1041	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
1036	2	-1	0	-1	5000	1	1500	-1	1408	-1	7	1	1200	16	0	16	-1	-1	2	12	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	1090	1042	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
1037	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	550	10	-1	-1	-1	-1	4001	-1	4001	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1038	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	2	-1	-1	-1	-1	-1	0	-1	500	10	-1	-1	-1	-1	4000	-1	4000	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1039	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	2	-1	-1	-1	-1	-1	0	-1	500	10	-1	-1	-1	-1	4000	-1	4000	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1040	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	4003	-1	4003	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1041	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	800	10	-1	-1	-1	-1	4002	-1	4002	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1042	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	600	10	-1	-1	-1	-1	4002	-1	4002	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1043	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1000	-1	1000	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1044	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	650	10	-1	-1	-1	-1	1000	-1	1000	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1045	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	650	10	-1	-1	-1	-1	4002	-1	4002	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1046	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1000	-1	1000	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1047	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	4003	-1	4003	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1048	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	2	-1	-1	-1	-1	-1	0	-1	465	10	-1	-1	-1	-1	4000	-1	4000	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1049	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	2	-1	-1	-1	-1	-1	0	-1	380	10	-1	-1	-1	-1	4000	-1	4000	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1050	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	700	10	-1	-1	-1	-1	4002	-1	4002	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1051	2	-1	0	-1	0	1	3000	-1	0	1500	0	-1	-1	-1	-1	2	-1	-1	1	6	-1	-1	-1	-1	-1	0	-1	750	10	-1	-1	-1	-1	4003	-1	4003	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1052	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	2	-1	-1	-1	-1	-1	0	-1	600	10	-1	-1	-1	-1	4001	-1	4001	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1053	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	4003	-1	4003	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1054	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	4003	-1	4005	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1055	2	-1	0	-1	0	1	3000	-1	0	0	4	1	200	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	700	10	-1	-1	-1	-1	1000	-1	1000	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1056	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	2	-1	-1	-1	-1	-1	0	-1	500	10	-1	-1	-1	-1	1000	-1	1000	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1057	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	550	10	-1	-1	-1	-1	4002	-1	4002	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1058	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	650	10	-1	-1	-1	-1	4003	-1	4003	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1059	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	4003	-1	4003	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1060	2	-1	0	-1	0	1	3000	-1	1409	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	850	10	-1	-1	-1	-1	4003	-1	4003	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1061	2	-1	0	-1	0	1	2000	-1	1422	1500	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	580	10	-1	-1	-1	-1	5379	-1	5379	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1062	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	650	10	-1	-1	-1	-1	1000	-1	1000	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1063	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	2	-1	-1	-1	-1	-1	0	-1	650	10	-1	-1	-1	-1	1000	-1	1000	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1064	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	700	10	-1	-1	-1	-1	1000	-1	1000	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1065	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	650	10	-1	-1	-1	-1	4002	-1	4002	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1066	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	650	10	-1	-1	-1	-1	1000	-1	1000	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1067	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	4003	-1	4003	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1068	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1000	-1	1000	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1069	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	410	10	-1	-1	-1	-1	4001	-1	4001	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1070	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	600	10	-1	-1	-1	-1	4001	-1	4001	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1071	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	550	10	-1	-1	-1	-1	1000	-1	1000	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1072	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	4002	-1	4002	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1073	2	-1	0	-1	0	1	2000	1019	1200	1000	0	-1	-1	-1	-1	16	-1	-1	1	6	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1074	2	-1	0	-1	0	1	8000	-1	1201	8000	7	4	2000	16	1	16	-1	-1	2	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	1045	1044	1044	1045	1044	1045	0	0	-1	-1	-1	-1	-1	1	1	15
1075	2	-1	0	-1	0	1	2000	-1	1204	1500	7	1	1000	16	0	16	-1	-1	3	6	90	-1	-1	-1	-1	0	-1	-1	10	-1	-1	1046	1047	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1076	2	-1	0	-1	0	1	1500	-1	1300	1500	4	1	1100	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	1048	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
1077	2	-1	0	-1	0	1	1500	-1	1300	1500	4	1	1100	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	1049	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
1078	2	-1	0	-1	0	1	1500	-1	1300	1500	4	1	1100	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	1050	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
1079	2	-1	0	-1	0	1	0	1018	1102	800	2	600	500	16	0	16	1051	-1	2	15	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1080	2	-1	0	-1	0	1	0	1018	1102	800	2	600	500	16	0	16	1052	-1	2	15	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1081	2	-1	0	-1	0	1	1500	-1	1301	1666	7	1	1000	16	1	16	-1	-1	2	5	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	1053	1054	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1082	2	-1	0	-1	0	1	1500	-1	1302	1500	0	-1	-1	-1	-1	16	-1	-1	1	8	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1055	-1	1055	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
1083	2	-1	0	-1	2167	1	4000	-1	1411	4000	7	1	2750	16	1	16	-1	-1	2	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	1056	5093	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
1084	2	-1	0	-1	1667	1	4000	-1	1413	4000	7	1	2100	16	1	16	-1	-1	3	5	120	-1	-1	-1	-1	0	-1	-1	10	-1	-1	1057	5094	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
1085	2	-1	0	-1	2000	1	2000	-1	1412	2000	4	2	400	0	-1	16	5096	-1	1	7	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	5095	5097	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1086	2	-1	0	-1	1667	1	2000	-1	1410	1667	5	1	2000	16	1	16	-1	-1	5	4	20	-1	-1	-1	-1	0	-1	-1	10	-1	-1	1058	5098	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
1087	2	-1	0	-1	3000	1	1500	1043	0	0	0	-1	-1	-1	-1	2	-1	-1	1	2	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
1088	2	-1	0	-1	3000	1	1500	1020	0	0	0	-1	-1	-1	-1	2	-1	-1	1	9	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
1089	2	-1	0	-1	3000	1	1500	1021	0	0	0	-1	-1	-1	-1	2	-1	-1	1	9	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
1090	2	-1	0	-1	0	1	1500	-1	0	1500	0	-1	-1	-1	-1	2	-1	-1	1	6	-1	-1	-1	-1	-1	0	-1	750	10	-1	-1	-1	-1	1067	-1	1067	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
1091	2	-1	0	-1	0	1	2000	-1	1402	2000	5	1	2000	16	1	16	-1	-1	5	3	20	-1	-1	-1	-1	0	-1	-1	10	-1	-1	1068	1069	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
1092	2	-1	0	-1	0	1	2667	-1	1401	2667	4	3	800	450	450	16	-1	-1	3	5	160	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	1070	1070	1070	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
1093	2	-1	0	-1	0	1	2000	-1	1400	2000	0	-1	-1	-1	-1	-1	-1	-1	3	3	120	-1	-1	-1	-1	0	-1	850	10	-1	-1	-1	-1	1071	-1	1071	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
1094	2	-1	0	-1	2000	1	2000	1022	0	0	0	-1	-1	-1	-1	-1	-1	-1	1	10	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1095	2	-1	0	-1	2000	1	2000	1023	0	0	0	-1	-1	-1	-1	-1	-1	-1	1	10	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1096	2	-1	0	-1	2000	1	2000	1024	0	0	0	-1	-1	-1	-1	-1	-1	-1	1	10	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1097	2	-1	0	-1	2000	1	2000	1025	0	0	0	-1	-1	-1	-1	-1	-1	-1	1	10	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1098	2	-1	0	-1	2000	1	2000	1026	0	0	0	-1	-1	-1	-1	-1	-1	-1	1	10	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1099	2	-1	0	-1	2000	1	2000	1027	0	0	0	-1	-1	-1	-1	-1	-1	-1	1	10	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1100	2	-1	0	-1	2000	1	2000	1028	0	0	0	-1	-1	-1	-1	-1	-1	-1	1	10	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1101	2	-1	0	-1	2000	1	2000	1029	0	0	0	-1	-1	-1	-1	-1	-1	-1	1	10	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1102	2	-1	0	-1	2000	1	2000	1030	0	0	0	-1	-1	-1	-1	-1	-1	-1	1	10	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1103	2	-1	0	-1	2000	1	2000	1031	0	0	0	-1	-1	-1	-1	-1	-1	-1	1	10	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1104	2	-1	0	-1	2000	1	2000	1032	0	0	0	-1	-1	-1	-1	-1	-1	-1	1	10	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1105	2	-1	0	-1	2000	1	2000	1033	0	0	0	-1	-1	-1	-1	-1	-1	-1	1	10	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1106	2	-1	0	-1	2000	1	2000	1034	0	0	0	-1	-1	-1	-1	-1	-1	-1	1	10	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1107	2	-1	0	-1	2000	1	2000	1035	0	0	0	-1	-1	-1	-1	-1	-1	-1	1	10	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1108	2	-1	0	-1	2000	1	2000	1036	0	0	0	-1	-1	-1	-1	-1	-1	-1	1	10	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1109	2	-1	0	-1	100	1	100	1037	0	0	0	-1	-1	-1	-1	16	-1	-1	1	6	-1	-1	-1	-1	-1	0	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1110	2	-1	0	-1	0	1	0	-1	-1	-1	3	1092	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1111	2	-1	0	-1	0	1	3000	-1	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	600	1	-1	-1	-1	-1	4001	-1	4001	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1113	2	-1	0	-1	0	1	0	-1	-1	-1	3	1108	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
1114	2	-1	0	-1	0	1	2000	1042	0	0	0	-1	-1	-1	-1	8	-1	-1	1	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1308	-1	1308	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1115	2	-1	0	-1	0	1	2000	1001	0	0	0	-1	-1	-1	-1	8	-1	-1	1	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1012	-1	1012	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1116	2	-1	0	-1	10000	1	4000	-1	0	5000	5	1	2750	16	-1	16	-1	-1	2	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	1056	5099	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1	15
1117	2	-1	0	-1	0	1	3000	1044	0	0	0	-1	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	-1	-1	0	-1	600	10	-1	-1	-1	-1	1000	-1	1000	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1118	2	-1	0	-1	0	1	2000	998	0	0	0	-1	-1	-1	-1	8	-1	-1	1	4	-1	-1	-1	-1	-1	0	-1	-1	10	-1	-1	-1	-1	1012	-1	1012	-1	0	0	-1	-1	-1	-1	-1	1	1	15
1200	2	-1	0	-1	0	1	2000	-1	1428	1500	0	-1	-1	-1	-1	16	-1	-1	1	20	-1	-1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	5342	-1	5342	-1	-1	2	-1	-1	-1	-1	-1	1	1	15
