INT	INT	STRING	INT	INT	INT	INT	INT
203	0	68|88|109|131|155|181|208|236|267|299|332|367|403|441|481|522|565|609|655|655|703|751|802|854|908|963|1020|1078|1138|1138|1199|1263|1327|1393|1461|1530|1601|1673|1747|1747|1823|1900|1979|2059|2140|2224|2309|2395|2483|2483|2573|2664|2756|2851|2946|3044|3143|3243|3345|3345|3449|3554|3660|3769|3879|3990|4103|4217|4333|4333|4451|4570|4691|4813|4937|5063|5189|5318|5448|5448	-1	-1	-1	-1	-1
204	1		20	0	-1	-1	-1
205	0	5250|6500|8000|9500|12250|15250|18250|21500|24750|29250|37250|45250|53500|61750|70500|79250|88250|97250|1200|118000|131000|144500|158250|172250|191750|209750|228500|247250|2100|288000|311750|336250|360750|386000|413750|445750|478500|511750|6300|613250|661250|710000|759750|810250|905250|980000|1056000|1133500|15750|1315000|1419750|1526250|1634500|1744750|1952250|2115250|2281000|2449750|31500|2770000|2997250|3228250|3463250|3701750|4206000|4507250|4813500|5124500|63000|5925250|6362500|6806750|7258000|7716000|8580500|9228500|9886500|10554500|105000|0	-1	0	-1	-1	-1
206	0	10600|10600|10600|10600|10600|10600|10600|10600|10600|10600|10600|10600|10600|10600|10600|10600|10600|10600|10600|12800|12800|12800|12800|12800|12800|12800|12800|12800|12800|14900|14900|14900|14900|14900|14900|14900|14900|14900|14900|17000|17000|17000|17000|17000|17000|17000|17000|17000|17000|19100|19100|19100|19100|19100|19100|19100|19100|19100|19100|21300|21300|21300|21300|21300|21300|21300|21300|21300|21300|23900|23900|23900|23900|23900|23900|23900|23900|23900|23900|26500	-1	-1	-1	-1	-1
207	0	129|166|205|248|293|342|393|448|505|566|629|696|765|838|913|992|1073|1158|1245|1245|1336|1429|1526|1625|1728|1833|1942|2053|2168|2168|2285|2406|2529|2656|2785|2918|3053|3192|3333|3333|3478|3625|3776|3929|4086|4245|4408|4573|4742|4742|4913|5088|5265|5446|5629|5816|6005|6198|6393|6393|6592|6793|6998|7205|7416|7629|7846|8065|8288|8288|8513|8742|8973|9208|9445|9686|9929|10176|10425|10425	-1	-1	-1	-1	-1
208	1		20	0	-1	-1	-1
209	0	3250|4250|5250|6250|8000|10000|12000|14000|16250|19250|24500|29750|35000|40500|46250|52000|58000|64000|750|77500|86000|95000|104000|113000|126000|137750|150000|162500|1350|189250|205000|220750|237000|253750|271750|293000|314250|336250|4050|403000|434500|466500|499250|532500|594750|644000|694000|744750|10350|864250|933000|1003000|1074000|1146500|1283000|1390000|1499000|1609750|20700|1820250|1969750|2121500|2275750|2432500|2763750|2961750|3163000|3367500|41400|3893750|4181000|4473000|4769500|5070500|5638500|6064500|6496750|6935750|69000|0	-1	-1	-1	-1	-1
210	0	11000|11000|11000|11000|11000|11000|11000|11000|11000|11000|11000|11000|11000|11000|11000|11000|11000|11000|11000|13200|13200|13200|13200|13200|13200|13200|13200|13200|13200|15500|15500|15500|15500|15500|15500|15500|15500|15500|15500|17600|17600|17600|17600|17600|17600|17600|17600|17600|17600|19900|19900|19900|19900|19900|19900|19900|19900|19900|19900|22000|22000|22000|22000|22000|22000|22000|22000|22000|22000|24800|24800|24800|24800|24800|24800|24800|24800|24800|24800|27500	-1	-1	-1	-1	-1
211	0	204|258|316|376|441|508|579|653|731|812|896|983|1074|1169|1267|1368|1472|1580|1691|1691|1806|1923|2045|2169|2297|2429|2563|2701|2843|2843|2987|3136|3287|3442|3600|3762|3927|4095|4266|4266|4441|4620|4802|4987|5175|5367|5562|5761|5962|5962|6168|6376|6588|6804|7022|7244|7470|7698|7931|7931|8166|8405|8647|8893|9142|9394|9649|9908|10171|10171|10437|10706|10978|11254|11533|11816|12101|12391|12683|12683	-1	-1	-1	-1	-1
212	1		20	0	-1	-1	-1
213	0	3750|4750|5750|6750|8750|11000|13000|15250|17500|21000|26500|32250|38000|44000|50250|56500|63000|69500|900|84250|93500|103250|113000|123000|137000|149750|163000|176500|1500|205750|222750|240000|257750|275750|295500|318250|341750|365500|4500|438000|472250|507000|542500|578750|646500|700000|754250|809500|11250|939250|1014000|1090250|1167500|1246250|1394500|1511000|1629250|1749750|22500|1978500|2141000|2306000|2473750|2644000|3004250|3219500|3438250|3660250|45000|4232250|4544750|4862000|5184250|5511500|6129000|6591750|7061750|7538750|75000|0	-1	-1	-1	-1	-1
214	0	3750|3750|3750|3750|3750|3750|3750|3750|3750|3750|3750|3750|3750|3750|3750|3750|3750|3750|3750|4500|4500|4500|4500|4500|4500|4500|4500|4500|4500|5250|5250|5250|5250|5250|5250|5250|5250|5250|5250|6000|6000|6000|6000|6000|6000|6000|6000|6000|6000|6750|6750|6750|6750|6750|6750|6750|6750|6750|6750|7500|7500|7500|7500|7500|7500|7500|7500|7500|7500|8500|8500|8500|8500|8500|8500|8500|8500|8500|8500|9500	-1	-1	-1	-1	-1
215	0	62|79|97|115|136|157|179|202|227|253|279|307|336|366|398|430|463|498|534|534|571|608|648|688|729|772|815|860|906|906|952|1001|1050|1100|1151|1204|1258|1312|1368|1368|1425|1483|1543|1603|1664|1727|1791|1856|1921|1921|1989|2057|2126|2197|2268|2341|2415|2489|2566|2566|2643|2721|2800|2881|2963|3045|3129|3214|3300|3300|3388|3476|3565|3656|3748|3841|3934|4030|4126|4126	-1	-1	-1	-1	-1
216	1		20	0	-1	-1	-1
217	0	4750|6250|7500|9000|11500|14500|17250|20250|23250|27750|35000|42500|50250|58250|66250|74750|83000|91750|1050|111250|123500|136250|149000|162250|180750|197750|215250|233250|1950|271500|294000|317000|340250|364000|390000|420250|451000|482500|5850|578000|623250|669500|716250|764000|853500|924000|995750|1068750|14850|1240000|1338500|1439000|1541250|1645000|1840750|1994500|2150750|2309750|29700|2611750|2826000|3043750|3265250|3490250|3965500|4249750|4538500|4831750|59400|5586500|5999000|6417750|6843250|7275000|8090250|8701250|9321500|9951250|99000|0	-1	-1	-1	-1	-1
218	0	10007|10008|10009	-1	-1	-1	-1	-1
219	1		20	0	-1	-1	-1
220	0	4500|5500|6750|8000|10500|13000|15750|18250|21000|25250|31750|38750|45750|53000|60250|67750|75500|83500|1050|101000|112250|123750|135500|147500|164250|179750|195750|212000|1800|247000|267250|288000|309250|330750|354500|382000|410000|438500|5400|525500|566750|608500|651250|694500|775750|840000|905250|971500|13500|1127250|1217000|1308250|1401000|1495500|1673500|1813250|1955250|2099750|27000|2374250|2569250|2767250|2968500|3173000|3605000|3863250|4125750|4392500|54000|5078750|5453500|5834500|6221000|6613750|7354750|7910250|8474000|9046750|90000|0	-1	0	-1	-1	-1
221	0	66|75|86|96|108|120|132|144|189|204|219|235|251|268|285|303|321|339|403|424|445|466|488|511|534|558|582|606|689|715|742|770|798|826|855|885|915|945|1047|1079|1112|1146|1179|1214|1248|1284|1320|1356|1477|1515|1554|1593|1633|1673|1714|1755|1797|1839|1979|2023|2068|2113|2158|2204|2251|2298|2346|2394|2553|2603|2653|2704|2756|2808|2860|2913|2967|3021|3199|3255	-1	-1	-1	-1	-1
222	1		20	0	-1	-1	-1
223	0	5500|7000|8750|10250|13500|16500|20000|23250|26750|32000|40500|49000|58000|67250|76500|86000|95750|105750|1350|128000|142250|156750|171750|187000|208250|227750|248000|268500|2250|312750|338500|365000|391750|419250|449000|484000|519500|555500|6750|665750|717750|770750|824750|879750|982750|1064000|1146500|1230500|17100|1427750|1541500|1657000|1774750|1894250|2119750|2296750|2476750|2659500|34200|3007500|3254250|3505000|3760000|4019000|4566500|4893500|5226000|5563750|68400|6433000|6908000|7390250|7880000|8377500|9316000|10019500|10734000|11459000|114000|0	-1	-1	-1	-1	-1
224	1		1000	35	-1	-1	-1
225	1		100	100	-1	-1	-1
226	1		20	0	-1	-1	-1
227	0	4000|5250|6250|7500|9750|12250|14750|17250|19750|23500|29750|36250|42750|49500|56250|63250|70500|77750|900|94250|104750|115500|126500|137750|153250|167750|182750|197750|1650|230500|249500|269000|288750|308750|331000|356500|382750|409250|4950|490500|529000|568000|607750|648250|724250|784000|844750|906750|12600|1052000|1135750|1221000|1307750|1395750|1561750|1692250|1824750|1959750|25200|2216000|2397750|2582750|2770500|2961250|3364750|3605750|3850750|4099500|50400|4740000|5090000|5445500|5806250|6172750|6864250|7382750|7909250|8443500|84000|0	-1	-1	-1	-1	-1
228	0	3600|3600|3600|3600|3600|3600|3600|3600|3600|3600|3600|3600|3600|3600|3600|3600|3600|3600|3600|4320|4320|4320|4320|4320|4320|4320|4320|4320|4320|5040|5040|5040|5040|5040|5040|5040|5040|5040|5040|5760|5760|5760|5760|5760|5760|5760|5760|5760|5760|6480|6480|6480|6480|6480|6480|6480|6480|6480|6480|7200|7200|7200|7200|7200|7200|7200|7200|7200|7200|8100|8100|8100|8100|8100|8100|8100|8100|8100|8100|9000	-1	-1	-1	-1	-1
229	0	71|91|112|134|157|182|209|236|265|296|328|361|395|431|468|506|546|587|630|630|674|719|766|814|863|913|965|1019|1073|1073|1129|1187|1246|1306|1367|1430|1494|1559|1626|1626|1694|1764|1835|1907|1981|2056|2132|2209|2288|2288|2369|2450|2533|2618|2704|2791|2879|2969|3060|3060|3152|3246|3341|3438|3536|3635|3736|3838|3941|3941|4045|4151|4259|4367|4477|4589|4702|4816|4931|4931	-1	-1	-1	-1	-1
230	1		20	0	-1	-1	-1
231	0	6000|7500|9000|10750|14000|17500|21000|24500|28250|33500|42500|51750|61000|70750|80500|90500|100750|111250|1350|134750|149750|165250|180750|196750|219000|239750|261000|282750|2400|329250|356500|384250|412500|441250|472750|509500|546750|584750|7200|700750|755500|811500|868250|926000|1034500|1120000|1207000|1295250|18000|1503000|1622500|1744250|1868000|1994000|2231250|2417500|2607000|2799500|36000|3165750|3425500|3689500|3958000|4230500|4806750|5151250|5501000|5856500|72000|6771750|7271500|7779250|8294750|8818250|9806250|10547000|11298750|12062250|120000|0	-1	-1	-1	-1	-1
232	0	2500|2500|2500|2500|2500|2500|2500|2500|2500|2500|2500|2500|2500|2500|2500|2500|2500|2500|2500|3250|3250|3250|3250|3250|3250|3250|3250|3250|3250|4000|4000|4000|4000|4000|4000|4000|4000|4000|4000|4750|4750|4750|4750|4750|4750|4750|4750|4750|4750|5500|5500|5500|5500|5500|5500|5500|5500|5500|5500|6250|6250|6250|6250|6250|6250|6250|6250|6250|6250|7100|7100|7100|7100|7100|7100|7100|7100|7100|7100|8100	-1	-1	-1	-1	-1
233	0	168|210|255|302|352|405|461|519|580|644|710|779|851|925|1002|1082|1165|1250|1338|1338|1429|1522|1618|1717|1818|1922|2029|2139|2251|2251|2366|2484|2604|2727|2853|2981|3112|3246|3383|3383|3522|3664|3809|3956|4106|4259|4414|4572|4733|4733|4897|5063|5232|5404|5578|5755|5935|6117|6302|6302|6490|6681|6874|7070|7269|7470|7674|7881|8090|8090|8302|8517|8735|8955|9178|9404|9632|9863|10097|10097	-1	-1	-1	-1	-1
234	0	33|42|50|74|90|127|147|169|252|282|313|345|380|416|454|494|669|721|909|972|1036|1102|1158|1209|1260|1313|1367|1421|1603|1661|1719|1778|1838|1898|1959|2022|2084|2145|2350|2414|2478|2543|2609|2675|2742|2809|2877|2948|3181|3255|3329|3403|3479|3555|3631|3708|3786|3865|4125|4206|4288|4371|4454|4538|4623|4708|4794|4881|5188|5294|5401|5509|5619|5730|5841|5955|6069|6183|6547|6661	-1	-1	-1	-1	-1
235	0	269|303|336|424|481|591|684|753|1033|1138|1249|1367|1490|1619|1753|1894|2326|2538|3320|3590|3875|4577|4884|5592|5905|6230|6566|6914|8133|8535|8945|9363|9793|10236|10693|11163|11622|12015|13338|13760|14188|14623|15066|15515|15971|16434|16905|17449|19297|19890|20494|21110|21737|22377|23028|23692|24368|25057|27383|28126|28882|29651|30434|31231|32041|32865|33703|34555|37425|38339|39268|40200|41134|42082|43044|44020|45011|45968|48682|49532	-1	-1	-1	-1	-1
236	0	323|363|403|509|577|709|821|903|1239|1366|1499|1640|1788|1942|2104|2272|2791|3045|3984|4308|4651|5492|5861|6711|7086|7476|7879|8297|9759|10242|10734|11235|11751|12283|12832|13396|13947|14418|16005|16511|17026|17548|18079|18618|19165|19721|20285|20939|23156|23867|24592|25331|26085|26852|27634|28431|29242|30068|32859|33751|34658|35582|36521|37477|38449|39438|40444|41467|44910|46007|47121|48240|49360|50498|51652|52824|54013|55162|58418|59439	-1	-1	-1	-1	-1
237	0	1468|1762|2080|2640|3122|3847|4591|5129|7509|8482|9549|10718|11996|13390|14908|16560|20390|22791|32295|35818|39623|47605|52087|63730|69287|75258|81655|88504|114165|122978|132364|142356|152904|163987|175751|188232|200788|211883|251222|264389|278082|292317|307110|322475|338430|354991|372175|392296|464067|488241|513463|539769|567198|595792|625591|656638|688977|722652|841906|881801|923294|966439|1011291|1056596|1102902|1150884|1200590|1252071|1432270|1491882|1553553|1617341|1683306|1751507|1822007|1894870|1970161|2043139|2243953|2308566	-1	-1	-1	-1	-1
238	0	64|68|71|77|83|91|100|108|145|161|178|196|217|240|265|293|342|367|457|488|520|597|632|728|766|805|846|888|1035|1083|1133|1184|1237|1290|1345|1401|1456|1504|1663|1714|1766|1818|1872|1926|1981|2037|2093|2159|2383|2454|2527|2602|2677|2755|2833|2914|2995|3079|3359|3449|3540|3633|3728|3822|3916|4012|4109|4208|4539|4644|4751|4859|4968|5080|5193|5307|5423|5536|5859|5960	-1	-1	-1	-1	-1
239	0	64|68|71|77|83|91|100|108|145|161|178|196|217|240|265|293|342|367|457|488|520|597|632|728|766|805|846|888|1035|1083|1133|1184|1237|1290|1345|1401|1456|1504|1663|1714|1766|1818|1872|1926|1981|2037|2093|2159|2383|2454|2527|2602|2677|2755|2833|2914|2995|3079|3359|3449|3540|3633|3728|3822|3916|4012|4109|4208|4539|4644|4751|4859|4968|5080|5193|5307|5423|5536|5859|5960	-1	-1	-1	-1	-1
240	0	2|3|3|5|6|9|10|12|18|21|23|26|30|33|37|40|52|57|76|83|90|111|119|126|133|140|148|156|182|191|200|209|218|228|238|248|258|267|296|305|314|324|333|343|353|363|373|384|424|437|450|463|477|490|504|518|533|547|596|612|628|644|660|677|694|711|729|746|805|824|843|863|882|902|922|943|963|983|1041|1060	-1	-1	-1	-1	-1
241	0	4|5|5|8|10|14|17|19|29|33|37|42|47|53|59|65|83|91|122|133|144|175|188|201|214|228|242|257|310|328|347|366|385|403|420|439|457|472|523|539|555|572|589|606|623|641|659|680|754|777|801|825|850|875|901|927|954|981|1072|1102|1131|1161|1192|1223|1255|1287|1320|1353|1465|1500|1536|1573|1610|1647|1685|1724|1763|1801|1908|1941	-1	-1	-1	-1	-1
242	0	8500|8500|8500|8500|8500|8500|8500|8500|8500|8500|8500|8500|8500|8500|8500|8500|8500|8500|8500|10200|10200|10200|10200|10200|10200|10200|10200|10200|10200|12000|12000|12000|12000|12000|12000|12000|12000|12000|12000|13700|13700|13700|13700|13700|13700|13700|13700|13700|13700|15400|15400|15400|15400|15400|15400|15400|15400|15400|15400|17100|17100|17100|17100|17100|17100|17100|17100|17100|17100|19500|19500|19500|19500|19500|19500|19500|19500|19500|19500|21400	-1	-1	-1	-1	-1
243	0	164|202|243|286|332|381|433|487|544|604|666|731|799|869|942|1018|1097|1178|1262|1262|1349|1438|1530|1625|1722|1822|1925|2031|2139|2139|2250|2364|2480|2599|2721|2845|2972|3102|3235|3235|3370|3508|3649|3792|3938|4087|4238|4392|4549|4549|4709|4871|5036|5204|5374|5547|5723|5901|6082|6082|6266|6453|6642|6834|7029|7226|7426|7629|7834|7834|8042|8253|8467|8683|8902|9124|9348|9575|9805|9805	-1	-1	-1	-1	-1
300	1		1	1	-1	-1	-1
301	3	1|304|11|307|21|310|31|313|41|316	-1	-1	-1	-1	-1
302	3	1|305|11|308|21|311|31|314|41|317	-1	-1	-1	-1	-1
303	3	1|306|11|309|21|312|31|315|41|318	-1	-1	-1	-1	-1
304	0	2|22064|22065	-1	-1	-1	-1	-1
305	0	10000|1|1	-1	-1	-1	-1	-1
306	0	1000|2500|5000	-1	-1	-1	-1	-1
307	0	2|22064|22065	-1	-1	-1	-1	-1
308	0	20000|1|1	-1	-1	-1	-1	-1
309	0	1000|2500|5000	-1	-1	-1	-1	-1
310	0	2|22064|22065	-1	-1	-1	-1	-1
311	0	30000|1|1	-1	-1	-1	-1	-1
312	0	1000|2500|5000	-1	-1	-1	-1	-1
313	0	2|22064|22065	-1	-1	-1	-1	-1
314	0	40000|1|1	-1	-1	-1	-1	-1
315	0	1000|2500|5000	-1	-1	-1	-1	-1
316	0	2|22064|22065	-1	-1	-1	-1	-1
317	0	50000|1|1	-1	-1	-1	-1	-1
318	0	1000|2500|5000	-1	-1	-1	-1	-1
319	2		5	2	-1	-1	-1
320	0	0|0|1|0|1|0|0|2|0|1	-1	-1	-1	-1	-1
321	3	0|0|1440|260|2880|384|4320|508|5760|632|7200|756|8640|880|10080|1004|11520|1128|12960|1252|14400|1376	-1	-1	-1	-1	-1
322	3	0|554|1440|1161	-1	-1	-1	-1	-1
323	3	0|0|1440|1440|2880|2880|4320|4320|5760|5760|7200|7200|8640|8640|10080|10080|11520|11520|12960|12960|14400|12960	-1	-1	-1	-1	-1
324	1		100	100	-1	-1	-1
330	0	300|301|302|303|304|305|306|307|308|309|310|311|312|313|314|315|316|317|318|319	-1	-1	-1	-1	-1
340	0	446|447|448|449|450|451|452|453|454|455	-1	-1	-1	-1	-1
400	0	1000|2000|3000|4000|5000|6000|7000|8000|9000|0	-1	-1	-1	-1	-1
401	0	1100|2100|3100|4100|5100|6100|7100|8100|9100|0	-1	-1	-1	-1	-1
402	0	1200|2200|3200|4200|5200|6200|7200|8200|9200|0	-1	-1	-1	-1	-1
403	0	1300|2300|3300|4300|5300|6300|7300|8300|9300|0	-1	-1	-1	-1	-1
404	0	1400|2400|3400|4400|5400|6400|7400|8400|9400|0	-1	-1	-1	-1	-1
405	0	1500|2500|3500|4500|5500|6500|7500|8500|9500|0	-1	-1	-1	-1	-1
406	0	1600|2600|3600|4600|5600|6600|7600|8600|9600|0	-1	-1	-1	-1	-1
407	0	1700|2700|3700|4700|5700|6700|7700|8700|9700|0	-1	-1	-1	-1	-1
408	0	1800|2800|3800|4800|5800|6800|7800|8800|9800|0	-1	-1	-1	-1	-1
500	0	30|60|90|123|157|192|228|266|306|347|389|433|478|525|574|623|675|728|782|838|895|954|1015|1077|1140|1206|1272|1341|1411|1483|1556|1631|1707|1786|1865|1947|2030|2115|2202|2290|2380|2471|2565|2660|2757|2855|2956|3058|3162|3267|3375|3484|3595|3708|3823|3939|4058|4178|4300|4424|4550|4677|4807|4938|5071|5207|5344|5483|5624|5767|5912|6059|6208|6359|6511|6666|6823|6982|7143|7306	-1	-1	-1	-1	-1
501	0	562|1129|1717|2337|2982|3654|4353|5077|5833|6615|7424|8259|9125|10017|10941|11892|12873|13881|14916|15987|17079|18207|19362|20549|21762|23006|24282|25589|26928|28298|29694|31122|32587|34078|35601|37160|38745|40368|42021|43707|45423|47172|48957|50768|52621|54501|56417|58365|60349|62370|64418|66507|68623|70781|72970|75196|77454|79748|82079|84447|86846|89282|91755|94264|96810|99393|102013|104670|107363|110093|112860|115663|118503|121386|124299|127255|130253|133282|136353|139467	-1	-1	-1	-1	-1
502	0	43|86|131|178|228|279|332|387|445|504|566|630|696|764|834|906|981|1058|1137|1218|1302|1388|1476|1566|1658|1753|1850|1950|2052|2156|2263|2372|2483|2597|2713|2832|2952|3076|3202|3330|3461|3594|3730|3868|4010|4153|4299|4447|4598|4752|4908|5068|5229|5393|5560|5730|5902|6076|6254|6434|6617|6803|6991|7182|7376|7573|7773|7975|8180|8388|8599|8813|9029|9249|9471|9696|9924|10155|10389|10626	-1	-1	-1	-1	-1
503	0	43|86|131|178|228|279|332|387|445|504|566|630|696|764|834|906|981|1058|1137|1218|1302|1388|1476|1566|1658|1753|1850|1950|2052|2156|2263|2372|2483|2597|2713|2832|2952|3076|3202|3330|3461|3594|3730|3868|4010|4153|4299|4447|4598|4752|4908|5068|5229|5393|5560|5730|5902|6076|6254|6434|6617|6803|6991|7182|7376|7573|7773|7975|8180|8388|8599|8813|9029|9249|9471|9696|9924|10155|10389|10626	-1	-1	-1	-1	-1
504	1		1	1	-1	-1	-1
505	1		1	1	-1	-1	-1
506	1		1	1	-1	-1	-1
507	1		1	1	-1	-1	-1
508	1		1	1	-1	-1	-1
509	1		1	1	-1	-1	-1
510	1		10	0	-1	-1	-1
520	2		300	2	-1	-1	-1
530	2		1000000	2	-1	-1	-1
600	0	3|130|88|3|104|31|3|62|39|3|17|32|3|134|41|3|113|170|3|119|119|3|109|87|3|88|102|3|135|77	-1	-1	-1	-1	-1
601	0	3|130|88|3|104|31|3|62|39|3|17|32|3|134|41|3|113|170|3|119|119|3|109|87|3|88|102|3|135|77	-1	-1	-1	-1	-1
602	0	5|128|17|5|138|41|5|34|122|5|139|77|5|67|87|5|92|124|5|23|119|5|26|44|5|71|59|5|83|100|3|130|88|3|104|31|3|62|39|3|17|32|3|134|41|3|113|170|3|119|119|3|109|87|3|88|102|3|135|77	-1	-1	-1	-1	-1
603	0	5|128|17|5|138|41|5|34|122|5|139|77|5|67|87|5|92|124|5|23|119|5|26|44|5|71|59|5|83|100|3|130|88|3|104|31|3|62|39|3|17|32|3|134|41|3|113|170|3|119|119|3|109|87|3|88|102|3|135|77	-1	-1	-1	-1	-1
604	0	1|61|67|1|52|128|1|108|20|1|93|78|1|153|19|1|153|47|1|37|30|1|38|90|1|156|99|1|68|27|5|128|17|5|138|41|5|34|122|5|139|77|5|67|87|5|92|124|5|23|119|5|26|44|5|71|59|5|83|100|3|130|88|3|104|31|3|62|39|3|17|32|3|134|41|3|113|170|3|119|119|3|109|87|3|88|102|3|135|77	-1	-1	-1	-1	-1
605	0	1|61|67|1|52|128|1|108|20|1|93|78|1|153|19|1|153|47|1|37|30|1|38|90|1|156|99|1|68|27|5|128|17|5|138|41|5|34|122|5|139|77|5|67|87|5|92|124|5|23|119|5|26|44|5|71|59|5|83|100|3|130|88|3|104|31|3|62|39|3|17|32|3|134|41|3|113|170|3|119|119|3|109|87|3|88|102|3|135|77	-1	-1	-1	-1	-1
606	0	2|69|121|2|39|121|2|18|110|2|18|59|2|42|45|2|42|30|2|106|78|2|124|46|2|118|34|2|99|20|1|61|67|1|52|128|1|108|20|1|93|78|1|153|19|1|153|47|1|37|30|1|38|90|1|156|99|1|68|27|5|128|17|5|138|41|5|34|122|5|139|77|5|67|87|5|92|124|5|23|119|5|26|44|5|71|59|5|83|100|3|130|88|3|104|31|3|62|39|3|17|32|3|134|41|3|113|170|3|119|119|3|109|87|3|88|102|3|135|77	-1	-1	-1	-1	-1
607	0	2|69|121|2|39|121|2|18|110|2|18|59|2|42|45|2|42|30|2|106|78|2|124|46|2|118|34|2|99|20|1|61|67|1|52|128|1|108|20|1|93|78|1|153|19|1|153|47|1|37|30|1|38|90|1|156|99|1|68|27|5|128|17|5|138|41|5|34|122|5|139|77|5|67|87|5|92|124|5|23|119|5|26|44|5|71|59|5|83|100|3|130|88|3|104|31|3|62|39|3|17|32|3|134|41|3|113|170|3|119|119|3|109|87|3|88|102|3|135|77	-1	-1	-1	-1	-1
