INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
351	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	5	28000	5	2	5000000	-1	-1	-1	-1	-1
352	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	3	28000	3	2	3000000	-1	-1	-1	-1	-1
353	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	2	28000	2	2	1000000	-1	-1	-1	-1	-1
354	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	2	28000	2	2	500000	-1	-1	-1	-1	-1
355	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	300000	-1	-1	-1	-1	-1
356	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	200000	-1	-1	-1	-1	-1
357	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	100000	-1	-1	-1	-1	-1
358	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	80000	-1	-1	-1	-1	-1
359	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	70000	-1	-1	-1	-1	-1
360	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	60000	-1	-1	-1	-1	-1
361	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	50000	-1	-1	-1	-1	-1
362	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	40000	-1	-1	-1	-1	-1
363	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	30000	-1	-1	-1	-1	-1
364	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	10000	-1	-1	-1	-1	-1
371	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	5	28000	5	2	4000000	-1	-1	-1	-1	-1
372	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	3	28000	3	2	2000000	-1	-1	-1	-1	-1
373	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	2	28000	2	2	1000000	-1	-1	-1	-1	-1
374	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	2	28000	2	2	800000	-1	-1	-1	-1	-1
375	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	500000	-1	-1	-1	-1	-1
376	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	400000	-1	-1	-1	-1	-1
377	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	300000	-1	-1	-1	-1	-1
378	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	200000	-1	-1	-1	-1	-1
379	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	200000	-1	-1	-1	-1	-1
380	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	100000	-1	-1	-1	-1	-1
381	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	80000	-1	-1	-1	-1	-1
382	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	50000	-1	-1	-1	-1	-1
383	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	30000	-1	-1	-1	-1	-1
384	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	10000	-1	-1	-1	-1	-1
391	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	5	28000	5	2	3000000	-1	-1	-1	-1	-1
392	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	3	28000	3	2	1500000	-1	-1	-1	-1	-1
393	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	2	28000	2	2	800000	-1	-1	-1	-1	-1
394	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	2	28000	2	2	500000	-1	-1	-1	-1	-1
395	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	400000	-1	-1	-1	-1	-1
396	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	300000	-1	-1	-1	-1	-1
397	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	200000	-1	-1	-1	-1	-1
398	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	200000	-1	-1	-1	-1	-1
399	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	100000	-1	-1	-1	-1	-1
400	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	100000	-1	-1	-1	-1	-1
401	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	80000	-1	-1	-1	-1	-1
402	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	50000	-1	-1	-1	-1	-1
403	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	30000	-1	-1	-1	-1	-1
404	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	10000	-1	-1	-1	-1	-1
410	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	5	28000	5	2	2000000	-1	-1	-1	-1	-1
411	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	3	28000	3	2	1000000	-1	-1	-1	-1	-1
412	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	2	28000	2	2	300000	-1	-1	-1	-1	-1
413	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	2	28000	2	2	200000	-1	-1	-1	-1	-1
414	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	100000	-1	-1	-1	-1	-1
415	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	80000	-1	-1	-1	-1	-1
416	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	70000	-1	-1	-1	-1	-1
417	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	60000	-1	-1	-1	-1	-1
418	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	50000	-1	-1	-1	-1	-1
419	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	40000	-1	-1	-1	-1	-1
420	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	30000	-1	-1	-1	-1	-1
421	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	20000	-1	-1	-1	-1	-1
422	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	10000	-1	-1	-1	-1	-1
423	官方团队	灭世之战积分排名奖励	亲爱的玩家~恭喜您在灭世之战活动中积分获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22054	1	28000	1	2	10000	-1	-1	-1	-1	-1
431	官方团队	灭世之战贡献排名奖励	亲爱的玩家~恭喜您在灭世之战活动中对炮台提升贡献巨大力量，获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	28000	3	22055	1	24515	3	-1	-1	-1	-1	-1
432	官方团队	灭世之战贡献排名奖励	亲爱的玩家~恭喜您在灭世之战活动中对炮台提升贡献巨大力量，获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	28000	2	22055	1	24515	2	-1	-1	-1	-1	-1
433	官方团队	灭世之战贡献排名奖励	亲爱的玩家~恭喜您在灭世之战活动中对炮台提升贡献巨大力量，获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	28000	1	22055	1	24515	1	-1	-1	-1	-1	-1
434	官方团队	灭世之战贡献排名奖励	亲爱的玩家~恭喜您在灭世之战活动中对炮台提升贡献巨大力量，获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22000	5	22054	3	24514	1	-1	-1	-1	-1	-1
435	官方团队	灭世之战贡献排名奖励	亲爱的玩家~恭喜您在灭世之战活动中对炮台提升贡献巨大力量，获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22000	3	22054	2	24514	1	-1	-1	-1	-1	-1
436	官方团队	灭世之战贡献排名奖励	亲爱的玩家~恭喜您在灭世之战活动中对炮台提升贡献巨大力量，获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22000	1	22054	1	24513	1	-1	-1	-1	-1	-1
437	官方团队	灭世之战贡献排名奖励	亲爱的玩家~恭喜您在灭世之战活动中对炮台提升贡献巨大力量，获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22000	1	22054	1	24513	1	-1	-1	-1	-1	-1
438	官方团队	灭世之战贡献排名奖励	亲爱的玩家~恭喜您在灭世之战活动中对炮台提升贡献巨大力量，获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22000	1	22054	1	24513	1	-1	-1	-1	-1	-1
439	官方团队	灭世之战贡献排名奖励	亲爱的玩家~恭喜您在灭世之战活动中对炮台提升贡献巨大力量，获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22000	1	22054	1	24513	1	-1	-1	-1	-1	-1
440	官方团队	灭世之战贡献排名奖励	亲爱的玩家~恭喜您在灭世之战活动中对炮台提升贡献巨大力量，获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22000	1	22054	1	24513	1	-1	-1	-1	-1	-1
441	官方团队	灭世之战贡献排名奖励	亲爱的玩家~恭喜您在灭世之战活动中对炮台提升贡献巨大力量，获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22000	1	22054	1	24513	1	-1	-1	-1	-1	-1
442	官方团队	灭世之战贡献排名奖励	亲爱的玩家~恭喜您在灭世之战活动中对炮台提升贡献巨大力量，获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22000	1	22054	1	24513	1	-1	-1	-1	-1	-1
443	官方团队	灭世之战贡献排名奖励	亲爱的玩家~恭喜您在灭世之战活动中对炮台提升贡献巨大力量，获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22000	1	22054	1	24513	1	-1	-1	-1	-1	-1
444	官方团队	灭世之战贡献排名奖励	亲爱的玩家~恭喜您在灭世之战活动中对炮台提升贡献巨大力量，获得第（{0}）名的好成绩，获得如下奖励，请在附件中领取！	99999	22000	1	22054	1	24513	1	-1	-1	-1	-1	-1
501	官方团队	物品邮寄	由于您背包已满，以下是刚才购买的物品呦，快快领取吧	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
502	官方团队	限时坐骑回收通知	亲爱的玩家，您的限时体验坐骑[FF8F2A]{0}[-]已到期，您可以去VIP商城购买永久坐骑。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
503	官方团队	物品邮件	亲爱的玩家，由于您的背包已满，以下是未能进入背包的物品，请您及时清理您的背包。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
505	玛雅女神	灭世之战防守失败	勇士们，魔族的力量太过强大，请再接再厉。魔族的威胁还存在，请继续提升自己的能力，玛雅大陆需要你。	99999	11	1000	8	1000	-1	-1	-1	-1	-1	-1	-1
506	玛雅女神	时装返还	亲爱的勇士，由于您已拥有{0}时装，所以再次获得此时装，返还您一些补偿。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
600	官方团队	老玩家充值返利	亲爱的勇士，感谢您在《玛雅纪元》封测期间作出的贡献，现返还您在封测期间充值总额200%的钻石和VIP经验。更多游戏豪礼请在游戏内七天豪礼中领取。	-1	3	20	4	20	-1	-1	-1	-1	-1	-1	-1
