INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
200109	9	0	1	2	112	90	-1	-1	2	981	4	1236	10	229	11	156	13	9552	-1	0	15	-1	0	0	-1	0	0	13	-1	-1	-1	11	9	3	12	60	13	0	0	61400	1	2	2	9	3	50	80	-1	-1	-1	-1	1	3
200110	10	0	1	2	120	100	-1	-1	2	1071	4	1371	10	265	11	180	13	11949	-1	0	15	-1	0	0	-1	0	0	13	-1	-1	-1	11	10	3	12	60	13	0	0	61400	1	2	2	10	3	50	80	-1	-1	-1	-1	1	3
200201	1	0	1	2	48	10	-1	-1	-1	0	-1	0	10	11	11	8	13	225	-1	0	15	-1	0	0	-1	0	0	13	110	-1	-1	12	1	4	14	70	13	0	0	2380	1	2	2	1	4	60	90	-1	-1	-1	-1	1	0
200202	2	0	1	2	56	20	-1	-1	2	4	4	5	10	24	11	16	13	480	-1	0	15	-1	0	0	-1	0	0	13	110	-1	-1	12	2	4	14	70	13	0	0	3760	1	2	2	2	4	60	90	-1	-1	-1	-1	1	0
200203	3	0	1	2	64	30	-1	-1	2	8	4	11	10	42	11	28	13	873	-1	0	15	-1	0	0	-1	0	0	13	110	-1	-1	12	3	4	14	70	13	0	0	6265	1	2	2	3	4	60	90	-1	-1	-1	-1	1	0
200204	4	0	1	2	72	40	-1	-1	2	160	4	238	10	68	11	47	13	1571	-1	0	15	-1	0	0	-1	0	0	13	110	-1	-1	12	4	4	14	70	13	0	0	9195	1	2	2	4	4	60	90	-1	-1	-1	-1	1	1
200205	5	0	1	2	80	50	-1	-1	2	276	4	396	10	102	11	69	13	2610	-1	0	15	-1	0	0	-1	0	0	13	110	-1	-1	12	5	4	14	70	13	0	0	18185	1	2	2	5	4	60	90	-1	-1	-1	-1	1	1
200206	6	0	1	2	88	60	-1	-1	2	415	4	554	10	142	11	97	13	4097	-1	0	15	-1	0	0	-1	0	0	13	110	-1	-1	12	6	4	14	70	13	0	0	37375	1	2	2	6	4	60	90	-1	-1	-1	-1	1	2
200207	7	0	1	2	96	70	-1	-1	2	595	4	770	10	188	11	128	13	6145	-1	0	15	-1	0	0	-1	0	0	13	110	-1	-1	12	7	4	14	70	13	0	0	61400	1	2	2	7	4	60	90	-1	-1	-1	-1	1	3
200208	8	0	1	2	104	80	-1	-1	2	816	4	1030	10	232	11	158	13	8388	-1	0	15	-1	0	0	-1	0	0	13	110	-1	-1	12	8	4	14	70	13	0	0	112350	1	2	2	8	4	60	90	-1	-1	-1	-1	1	3
200209	9	0	1	2	112	90	-1	-1	2	990	4	1246	10	306	11	208	13	12736	-1	0	15	-1	0	0	-1	0	0	13	110	-1	-1	12	9	4	14	70	13	0	0	112350	1	2	2	9	4	60	90	-1	-1	-1	-1	1	3
200210	10	0	1	2	120	100	-1	-1	2	1080	4	1381	10	353	11	241	13	15932	-1	0	15	-1	0	0	-1	0	0	13	110	-1	-1	12	10	4	14	70	13	0	0	112350	1	2	2	10	4	60	90	-1	-1	-1	-1	1	3
200301	1	0	1	2	48	10	-1	-1	-1	0	-1	0	10	23	11	15	13	451	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	1	5	16	80	13	0	0	2770	1	310	2	1	5	10	30	-1	-1	-1	-1	1	0
200302	2	0	1	2	56	20	-1	-1	2	4	4	5	10	48	11	33	13	960	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	2	5	16	80	13	0	0	4780	1	310	2	2	5	20	40	-1	-1	-1	-1	1	0
200303	3	0	1	2	64	30	-1	-1	2	9	4	11	10	83	11	57	13	1747	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	3	5	16	80	13	0	0	6480	1	310	2	3	5	30	50	-1	10303	200403	-1	1	0
200304	4	0	1	2	72	40	-1	-1	2	164	4	241	10	137	11	93	13	3141	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	4	5	16	80	13	0	0	11845	1	310	2	4	5	40	60	-1	10304	200404	-1	1	1
200305	5	0	1	2	80	50	-1	-1	2	280	4	402	10	203	11	139	13	5220	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	5	5	16	80	13	0	0	22530	1	310	2	5	5	50	70	-1	10305	200405	-1	1	1
200306	6	0	1	2	88	60	-1	-1	2	420	4	560	10	283	11	193	13	8193	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	6	5	16	80	13	0	0	45620	1	310	2	6	5	60	80	-1	10306	200406	-1	1	2
200307	7	0	1	2	96	70	-1	-1	2	601	4	776	10	377	11	257	13	12290	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	7	5	16	80	13	0	0	97775	1	310	2	7	5	70	90	-1	10307	200407	-1	1	3
200308	8	0	1	2	104	80	-1	-1	2	823	4	1038	10	465	11	317	13	16775	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	8	5	16	80	13	0	0	256250	1	310	2	8	5	80	100	-1	10308	200408	-1	1	3
200309	9	0	1	2	112	90	-1	-1	2	996	4	1254	10	611	11	417	13	25473	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	9	5	16	80	13	0	0	256250	1	310	2	9	5	80	100	-1	10309	200409	-1	1	3
200310	10	0	1	2	120	100	-1	-1	2	1086	4	1389	10	706	11	481	13	31864	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	10	5	16	80	13	0	0	256250	1	310	2	10	5	80	100	-1	10310	200410	-1	1	3
200321	1	0	1	2	48	10	-1	-1	-1	0	-1	0	10	23	11	15	13	451	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	1	5	16	80	13	0	0	2770	1	310	2	1	5	10	30	-1	-1	-1	-1	1	0
200322	2	0	1	2	56	20	-1	-1	2	4	4	5	10	48	11	33	13	960	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	2	5	16	80	13	0	0	4780	1	310	2	2	5	20	40	-1	-1	-1	-1	1	0
200323	3	0	1	2	64	30	-1	-1	2	9	4	11	10	83	11	57	13	1747	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	3	5	16	80	13	0	0	6480	1	310	2	3	5	30	50	-1	10303	200403	-1	1	0
200324	4	0	1	2	72	40	-1	-1	2	164	4	241	10	137	11	93	13	3141	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	4	5	16	80	13	0	0	11845	1	310	2	4	5	40	60	-1	10304	200404	-1	1	1
200325	5	0	1	2	80	50	-1	-1	2	280	4	402	10	203	11	139	13	5220	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	5	5	16	80	13	0	0	22530	1	310	2	5	5	50	70	-1	10305	200405	-1	1	1
200326	6	0	1	2	88	60	-1	-1	2	420	4	560	10	283	11	193	13	8193	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	6	5	16	80	13	0	0	45620	1	310	2	6	5	60	80	-1	10306	200406	-1	1	2
200327	7	0	1	2	96	70	-1	-1	2	601	4	776	10	377	11	257	13	12290	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	7	5	16	80	13	0	0	97775	1	310	2	7	5	70	90	-1	10307	200407	-1	1	3
200328	8	0	1	2	104	80	-1	-1	2	823	4	1038	10	465	11	317	13	16775	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	8	5	16	80	13	0	0	256250	1	310	2	8	5	80	100	-1	10308	200408	-1	1	3
200329	9	0	1	2	112	90	-1	-1	2	996	4	1254	10	611	11	417	13	25473	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	9	5	16	80	13	0	0	256250	1	310	2	9	5	80	100	-1	10309	200409	-1	1	3
200330	10	0	1	2	120	100	-1	-1	2	1086	4	1389	10	706	11	481	13	31864	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	10	5	16	80	13	0	0	256250	1	310	2	10	5	80	100	-1	10310	200410	-1	1	3
200401	1	0	1	2	48	10	1001	0	-1	0	-1	0	10	27	11	18	13	535	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	1	6	20	100	13	0	0	3760	1	410	2	1	5	10	40	-1	-1	-1	-1	1	0
200402	2	0	1	2	56	20	1002	0	2	4	4	5	10	57	11	39	13	1140	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	2	6	20	100	13	0	0	5835	1	410	2	2	5	20	50	-1	-1	-1	-1	1	0
200403	3	0	1	2	64	30	1003	0	2	5	4	5	10	99	11	67	13	2074	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	3	6	20	100	13	0	0	8730	1	410	2	3	5	30	60	-1	10403	200304	-1	1	0
200404	4	0	1	2	72	40	1004	0	2	168	4	245	10	162	11	111	13	3730	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	4	6	20	100	13	0	0	16255	1	410	2	4	5	40	70	-1	10404	200305	-1	1	1
200405	5	0	1	2	80	50	1005	0	2	285	4	406	10	242	11	165	13	6199	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	5	6	20	100	13	0	0	31785	1	410	2	5	5	50	80	-1	10405	200306	-1	1	1
200406	6	0	1	2	88	60	1006	0	2	420	4	560	10	336	11	229	13	9729	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	6	6	20	100	13	0	0	66330	1	410	2	6	5	60	90	-1	10406	200307	-1	1	2
200407	7	0	1	2	96	70	1007	0	2	601	4	776	10	447	11	305	13	14594	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	7	6	20	100	13	0	0	147590	1	410	2	7	5	70	100	-1	10407	200308	-1	1	3
200408	8	0	1	2	104	80	1008	0	2	823	4	1038	10	552	11	376	13	19920	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	8	6	20	100	13	0	0	256250	1	410	2	8	5	80	100	-1	10408	200309	-1	1	3
200409	9	0	1	2	112	90	1009	0	2	996	4	1254	10	726	11	495	13	30249	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	9	6	20	100	13	0	0	256250	1	410	2	9	5	80	100	-1	10409	200310	-1	1	3
200410	10	0	1	2	120	100	1010	0	2	1086	4	1389	10	838	11	571	13	37839	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	10	6	20	100	13	0	0	256250	1	410	2	10	5	80	100	-1	-1	-1	-1	1	3
200421	1	0	1	2	48	10	1001	0	-1	0	-1	0	10	27	11	18	13	535	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	1	6	20	100	13	0	0	3760	1	410	2	1	5	10	40	-1	-1	-1	-1	1	0
200422	2	0	1	2	56	20	1002	0	2	4	4	5	10	57	11	39	13	1140	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	2	6	20	100	13	0	0	5835	1	410	2	2	5	20	50	-1	-1	-1	-1	1	0
200423	3	0	1	2	64	30	1003	0	2	5	4	5	10	99	11	67	13	2074	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	3	6	20	100	13	0	0	8730	1	410	2	3	5	30	60	-1	10403	200304	-1	1	0
200424	4	0	1	2	72	40	1004	0	2	168	4	245	10	162	11	111	13	3730	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	4	6	20	100	13	0	0	16255	1	410	2	4	5	40	70	-1	10404	200305	-1	1	1
200425	5	0	1	2	80	50	1005	0	2	285	4	406	10	242	11	165	13	6199	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	5	6	20	100	13	0	0	31785	1	410	2	5	5	50	80	-1	10405	200306	-1	1	1
200426	6	0	1	2	88	60	1006	0	2	420	4	560	10	336	11	229	13	9729	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	6	6	20	100	13	0	0	66330	1	410	2	6	5	60	90	-1	10406	200307	-1	1	2
200427	7	0	1	2	96	70	1007	0	2	601	4	776	10	447	11	305	13	14594	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	7	6	20	100	13	0	0	147590	1	410	2	7	5	70	100	-1	10407	200308	-1	1	3
200428	8	0	1	2	104	80	1008	0	2	823	4	1038	10	552	11	376	13	19920	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	8	6	20	100	13	0	0	256250	1	410	2	8	5	80	100	-1	10408	200309	-1	1	3
200429	9	0	1	2	112	90	1009	0	2	996	4	1254	10	726	11	495	13	30249	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	9	6	20	100	13	0	0	256250	1	410	2	9	5	80	100	-1	10409	200310	-1	1	3
200430	10	0	1	2	120	100	1010	0	2	1086	4	1389	10	838	11	571	13	37839	-1	0	15	-1	0	0	-1	0	0	13	110	20	-1	13	10	6	20	100	13	0	0	256250	1	410	2	10	5	80	100	-1	-1	-1	-1	1	3
200501	1	0	1	2	48	10	1051	0	-1	0	-1	0	10	53	11	35	13	1070	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	1	6	30	150	13	0	0	10380	1	510	10	1	5	50	100	-1	-1	-1	-1	1	0
200502	2	0	1	2	56	20	1052	0	2	4	4	5	10	113	11	76	13	2280	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	2	6	30	150	13	0	0	24050	1	510	10	2	5	50	100	-1	-1	-1	-1	1	0
200503	3	0	1	2	64	30	1053	0	2	5	4	5	10	196	11	133	13	4146	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	3	6	30	150	13	0	0	49985	1	510	10	3	5	50	100	-1	10503	200504	-1	1	0
200504	4	0	1	2	72	40	1054	0	2	168	4	245	10	323	11	221	13	7460	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	4	6	30	150	13	0	0	73325	1	510	10	4	5	50	100	-1	10504	200505	-1	1	1
200505	5	0	1	2	80	50	1055	0	2	285	4	406	10	483	11	330	13	12396	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	5	6	30	150	13	0	0	109470	1	510	10	5	5	50	100	-1	10505	200506	-1	1	1
200506	6	0	1	2	88	60	1056	0	2	420	4	560	10	671	11	456	13	19456	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	6	6	30	150	13	0	0	165875	1	510	10	6	5	50	100	-1	10506	200507	-1	1	2
200507	7	0	1	2	96	70	1057	0	2	601	4	776	10	893	11	610	13	29186	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	7	6	30	150	13	0	0	256250	1	510	10	7	5	50	100	-1	10507	200508	-1	1	3
200508	8	0	1	2	104	80	1058	0	2	823	4	1038	10	1103	11	751	13	39840	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	8	6	30	150	13	0	0	256250	1	510	10	8	5	50	100	-1	10508	200509	-1	1	3
200509	9	0	1	2	112	90	1059	0	2	996	4	1254	10	1451	11	990	13	60496	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	9	6	30	150	13	0	0	256250	1	510	10	9	5	50	100	-1	10509	200510	-1	1	3
200510	10	0	1	2	120	100	1060	0	2	1086	4	1389	10	1675	11	1141	13	75676	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	10	6	30	150	13	0	0	256250	1	510	10	10	5	50	100	-1	-1	-1	-1	1	3
200521	1	0	1	2	48	10	1051	0	-1	0	-1	0	10	53	11	35	13	1070	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	1	6	30	150	13	0	0	10380	1	510	10	1	5	50	100	-1	-1	-1	-1	1	0
200522	2	0	1	2	56	20	1052	0	2	4	4	5	10	113	11	76	13	2280	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	2	6	30	150	13	0	0	24050	1	510	10	2	5	50	100	-1	-1	-1	-1	1	0
200523	3	0	1	2	64	30	1053	0	2	5	4	5	10	196	11	133	13	4146	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	3	6	30	150	13	0	0	49985	1	510	10	3	5	50	100	-1	10503	200504	-1	1	0
200524	4	0	1	2	72	40	1054	0	2	168	4	245	10	323	11	221	13	7460	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	4	6	30	150	13	0	0	73325	1	510	10	4	5	50	100	-1	10504	200505	-1	1	1
200525	5	0	1	2	80	50	1055	0	2	285	4	406	10	483	11	330	13	12396	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	5	6	30	150	13	0	0	109470	1	510	10	5	5	50	100	-1	10505	200506	-1	1	1
200526	6	0	1	2	88	60	1056	0	2	420	4	560	10	671	11	456	13	19456	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	6	6	30	150	13	0	0	165875	1	510	10	6	5	50	100	-1	10506	200507	-1	1	2
200527	7	0	1	2	96	70	1057	0	2	601	4	776	10	893	11	610	13	29186	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	7	6	30	150	13	0	0	256250	1	510	10	7	5	50	100	-1	10507	200508	-1	1	3
200528	8	0	1	2	104	80	1058	0	2	823	4	1038	10	1103	11	751	13	39840	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	8	6	30	150	13	0	0	256250	1	510	10	8	5	50	100	-1	10508	200509	-1	1	3
200529	9	0	1	2	112	90	1059	0	2	996	4	1254	10	1451	11	990	13	60496	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	9	6	30	150	13	0	0	256250	1	510	10	9	5	50	100	-1	10509	200510	-1	1	3
200530	10	0	1	2	120	100	1060	0	2	1086	4	1389	10	1675	11	1141	13	75676	-1	0	15	-1	0	0	-1	0	0	13	12	20	110	14	10	6	30	150	13	0	0	256250	1	510	10	10	5	50	100	-1	-1	-1	-1	1	3
201001	1	0	2	0	48	20	-1	-1	-1	0	-1	0	5	13	6	16	-1	0	-1	0	0	-1	0	0	-1	0	0	-1	-1	-1	-1	10	11	2	10	50	105	0	0	44	2	2	1	11	2	50	60	-1	-1	-1	-1	1	0
201002	2	0	2	0	56	40	-1	-1	2	4	1	9	5	25	6	31	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	12	2	10	50	105	0	0	90	2	2	1	12	2	50	60	-1	-1	-1	-1	1	0
201003	3	0	2	0	64	60	-1	-1	2	6	1	19	5	40	6	49	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	13	2	10	50	105	0	0	188	2	2	1	13	2	50	60	-1	-1	-1	-1	1	0
201004	4	0	2	0	72	80	-1	-1	2	163	1	245	5	60	6	73	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	14	2	10	50	105	0	0	402	2	2	1	14	2	50	60	-1	-1	-1	-1	1	1
201005	5	0	2	0	80	100	-1	-1	2	283	1	414	5	82	6	100	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	15	2	10	50	105	0	0	642	2	2	1	15	2	50	60	-1	-1	-1	-1	1	1
201006	6	0	2	0	88	120	-1	-1	2	403	1	830	5	107	6	131	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	16	2	10	50	105	0	0	909	2	2	1	16	2	50	60	-1	-1	-1	-1	1	2
201007	7	0	2	0	96	140	-1	-1	2	584	1	1116	5	135	6	165	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	17	2	10	50	105	0	0	1202	2	2	1	17	2	50	60	-1	-1	-1	-1	1	3
201008	8	0	2	0	104	160	-1	-1	2	805	1	1459	5	160	6	196	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	18	2	10	50	105	0	0	1522	2	2	1	18	2	50	60	-1	-1	-1	-1	1	3
201009	9	0	2	0	112	180	-1	-1	2	979	1	1759	5	201	6	245	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	19	2	10	50	105	0	0	1868	2	2	1	19	2	50	60	-1	-1	-1	-1	1	3
201010	10	0	2	0	120	200	-1	-1	2	1069	1	1984	5	226	6	276	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	20	2	10	50	105	0	0	2242	2	2	1	20	2	50	60	-1	-1	-1	-1	1	3
201101	1	0	2	0	48	20	-1	-1	-1	0	-1	0	5	19	6	24	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	11	3	12	60	105	0	0	90	2	2	1	11	3	50	80	-1	-1	-1	-1	1	0
201102	2	0	2	0	56	40	-1	-1	2	4	1	10	5	38	6	46	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	12	3	12	60	105	0	0	138	2	2	1	12	3	50	80	-1	-1	-1	-1	1	0
201103	3	0	2	0	64	60	-1	-1	2	8	1	20	5	60	6	73	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	13	3	12	60	105	0	0	291	2	2	1	13	3	50	80	-1	-1	-1	-1	1	0
201104	4	0	2	0	72	80	-1	-1	2	166	1	250	5	89	6	109	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	14	3	12	60	105	0	0	436	2	2	1	14	3	50	80	-1	-1	-1	-1	1	1
201105	5	0	2	0	80	100	-1	-1	2	288	1	418	5	123	6	151	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	15	3	12	60	105	0	0	680	2	2	1	15	3	50	80	-1	-1	-1	-1	1	1
201106	6	0	2	0	88	120	-1	-1	2	411	1	845	5	161	6	197	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	16	3	12	60	105	0	0	951	2	2	1	16	3	50	80	-1	-1	-1	-1	1	2
201107	7	0	2	0	96	140	-1	-1	2	593	1	1130	5	202	6	247	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	17	3	12	60	105	0	0	1248	2	2	1	17	3	50	80	-1	-1	-1	-1	1	3
201108	8	0	2	0	104	160	-1	-1	2	814	1	1471	5	240	6	294	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	18	3	12	60	105	0	0	3070	2	2	1	18	3	50	80	-1	-1	-1	-1	1	3
201109	9	0	2	0	112	180	-1	-1	2	988	1	1773	5	301	6	368	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	19	3	12	60	105	0	0	3070	2	2	1	19	3	50	80	-1	-1	-1	-1	1	3
201110	10	0	2	0	120	200	-1	-1	2	1078	1	1998	5	339	6	414	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	20	3	12	60	105	0	0	3070	2	2	1	20	3	50	80	-1	-1	-1	-1	1	3
201201	1	0	2	0	48	20	-1	-1	-1	0	-1	0	5	26	6	32	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	11	4	14	70	105	0	0	119	2	2	1	11	4	60	90	-1	-1	-1	-1	1	0
201202	2	0	2	0	56	40	-1	-1	2	4	1	10	5	50	6	61	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	12	4	14	70	105	0	0	188	2	2	1	12	4	60	90	-1	-1	-1	-1	1	0
201203	3	0	2	0	64	60	-1	-1	2	9	1	20	5	80	6	97	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	13	4	14	70	105	0	0	313	2	2	1	13	4	60	90	-1	-1	-1	-1	1	0
201204	4	0	2	0	72	80	-1	-1	2	170	1	254	5	119	6	146	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	14	4	14	70	105	0	0	459	2	2	1	14	4	60	90	-1	-1	-1	-1	1	1
201205	5	0	2	0	80	100	-1	-1	2	294	1	423	5	164	6	201	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	15	4	14	70	105	0	0	909	2	2	1	15	4	60	90	-1	-1	-1	-1	1	1
201206	6	0	2	0	88	120	-1	-1	2	420	1	858	5	214	6	262	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	16	4	14	70	105	0	0	1868	2	2	1	16	4	60	90	-1	-1	-1	-1	1	2
201207	7	0	2	0	96	140	-1	-1	2	601	1	1144	5	270	6	330	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	17	4	14	70	105	0	0	3070	2	2	1	17	4	60	90	-1	-1	-1	-1	1	3
201208	8	0	2	0	104	160	-1	-1	2	823	1	1485	5	320	6	392	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	18	4	14	70	105	0	0	5617	2	2	1	18	4	60	90	-1	-1	-1	-1	1	3
201209	9	0	2	0	112	180	-1	-1	2	996	1	1785	5	401	6	490	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	19	4	14	70	105	0	0	5617	2	2	1	19	4	60	90	-1	-1	-1	-1	1	3
201210	10	0	2	0	120	200	-1	-1	2	1086	1	2010	5	452	6	552	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	20	4	14	70	105	0	0	5617	2	2	1	20	4	60	90	-1	-1	-1	-1	1	3
201301	1	0	2	0	48	20	-1	-1	-1	0	-1	0	5	62	6	75	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	11	5	16	80	105	0	0	138	2	310	1	11	5	10	30	-1	-1	-1	-1	1	0
201302	2	0	2	0	56	40	-1	-1	2	1	1	3	5	119	6	145	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	12	5	16	80	105	0	0	239	2	310	1	12	5	20	40	-1	-1	-1	-1	1	0
201303	3	0	2	0	64	60	-1	-1	2	1	1	3	5	189	6	231	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	13	5	16	80	105	0	0	324	2	310	1	13	5	30	50	-1	-1	-1	-1	1	0
201304	4	0	2	0	72	80	-1	-1	2	1	1	3	5	283	6	346	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	14	5	16	80	105	0	0	592	2	310	1	14	5	40	60	-1	-1	-1	-1	1	1
201305	5	0	2	0	80	100	-1	-1	2	1	1	3	5	390	6	477	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	15	5	16	80	105	0	0	1126	2	310	1	15	5	50	70	-1	-1	-1	-1	1	1
201306	6	0	2	0	88	120	-1	-1	2	1	1	3	5	509	6	622	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	16	5	16	80	105	0	0	2281	2	310	1	16	5	60	80	-1	-1	-1	-1	1	2
201307	7	0	2	0	96	140	-1	-1	2	1	1	3	5	641	6	783	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	17	5	16	80	105	0	0	4888	2	310	1	17	5	70	90	-1	-1	-1	-1	1	3
201308	8	0	2	0	104	160	-1	-1	2	1	1	3	5	761	6	930	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	18	5	16	80	105	0	0	12812	2	310	1	18	5	80	100	-1	-1	-1	-1	1	3
201309	9	0	2	0	112	180	-1	-1	2	1	1	3	5	953	6	1165	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	19	5	16	80	105	0	0	12812	2	310	1	19	5	80	100	-1	-1	-1	-1	1	3
201310	10	0	2	0	120	200	-1	-1	2	1	1	3	5	1073	6	1312	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	20	5	16	80	105	0	0	12812	2	310	1	20	5	80	100	-1	-1	-1	-1	1	3
201321	1	0	2	0	48	20	-1	-1	-1	0	-1	0	5	62	6	75	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	11	5	16	80	105	0	0	138	2	310	1	11	5	10	30	-1	-1	-1	-1	1	0
