INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	FLOAT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	STRING
12079	无尽幻境第80层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1363209	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12079	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12080	无尽幻境第81层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1393911	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12080	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12081	无尽幻境第82层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1425019	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12081	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12082	无尽幻境第83层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1456534	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12082	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12083	无尽幻境第84层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1488459	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12083	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12084	无尽幻境第85层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1520797	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12084	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12085	无尽幻境第86层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1553549	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12085	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12086	无尽幻境第87层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1586719	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12086	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12087	无尽幻境第88层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1620308	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12087	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12088	无尽幻境第89层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1654320	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12088	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12089	无尽幻境第90层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1688756	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12089	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12090	无尽幻境第91层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1723619	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12090	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12091	无尽幻境第92层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1758911	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12091	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12092	无尽幻境第93层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1794635	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12092	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12093	无尽幻境第94层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1830794	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12093	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12094	无尽幻境第95层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1867389	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12094	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12095	无尽幻境第96层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1904423	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12095	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12096	无尽幻境第97层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1941899	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12096	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12097	无尽幻境第98层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	1979819	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12097	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12098	无尽幻境第99层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	2018185	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12098	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12099	无尽幻境第100层	0	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	-1	-1	-1	3	-1	2057000	无尽幻境	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12099	-1	-1	-1	-1	-1	-1	-1	1	-1	7901	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20000	蛮荒孤岛	3	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2009	2009	1225	10	-1	10	-1	-1	100级可进入，存活的人数越少经验越多。\n默认开启杀戮模式，击杀玩家也能获得经验和金币奖励。\n连杀数越高的玩家获得的奖励越高，死亡一方能获得增益BUFF。\n每天12：25-12:35开启！	2	6000	1	352000	-1	-1	-1	-1	-1	-1	-1	-1	-1	20000	-1	406	-1	-1	-1	-1	-1	0	-1	-1	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	4800|3200|20000|2|100
20001	蛮荒孤岛	3	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44001	44001	1225	10	-1	10	-1	-1	100级可进入，存活的人数越少经验越多。\n默认开启杀戮模式，击杀玩家也能获得经验和金币奖励。\n连杀数越高的玩家获得的奖励越高，死亡一方能获得增益BUFF。\n每天12：25-12:35开启！	2	9000	1	478400	-1	-1	-1	-1	-1	-1	-1	-1	-1	20001	-1	407	-1	-1	-1	-1	-1	0	-1	-1	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	9600|5600|30000|2|100
20002	蛮荒孤岛	3	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44002	44002	1225	10	-1	10	-1	-1	100级可进入，存活的人数越少经验越多。\n默认开启杀戮模式，击杀玩家也能获得经验和金币奖励。\n连杀数越高的玩家获得的奖励越高，死亡一方能获得增益BUFF。\n每天12：25-12:35开启！	2	12000	1	708400	-1	-1	-1	-1	-1	-1	-1	-1	-1	20002	-1	408	-1	-1	-1	-1	-1	0	-1	-1	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	14400|8800|40000|2|100
20003	蛮荒孤岛	3	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44003	44003	1225	10	-1	10	-1	-1	100级可进入，存活的人数越少经验越多。\n默认开启杀戮模式，击杀玩家也能获得经验和金币奖励。\n连杀数越高的玩家获得的奖励越高，死亡一方能获得增益BUFF。\n每天12：25-12:35开启！	2	15000	1	984400	-1	-1	-1	-1	-1	-1	-1	-1	-1	20003	-1	409	-1	-1	-1	-1	-1	0	-1	-1	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	24000|12800|50000|2|100
20004	蛮荒孤岛	3	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44004	44004	1225	10	-1	10	-1	-1	100级可进入，存活的人数越少经验越多。\n默认开启杀戮模式，击杀玩家也能获得经验和金币奖励。\n连杀数越高的玩家获得的奖励越高，死亡一方能获得增益BUFF。\n每天12：25-12:35开启！	2	18000	1	1306400	-1	-1	-1	-1	-1	-1	-1	-1	-1	20004	-1	410	-1	-1	-1	-1	-1	0	-1	-1	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	38400|17600|60000|2|100
20005	蛮荒孤岛	3	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44005	44005	1225	10	-1	10	-1	-1	100级可进入，存活的人数越少经验越多。\n默认开启杀戮模式，击杀玩家也能获得经验和金币奖励。\n连杀数越高的玩家获得的奖励越高，死亡一方能获得增益BUFF。\n每天12：25-12:35开启！	2	21600	1	1674400	-1	-1	-1	-1	-1	-1	-1	-1	-1	20005	-1	411	-1	-1	-1	-1	-1	0	-1	-1	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	62400|24000|80000|2|100
20100	蛮荒孤岛	3	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	99995	1225	10	-1	10	-1	-1	100级可进入，存活的人数越少经验越多。\n默认开启杀戮模式，击杀玩家也能获得经验和金币奖励。\n连杀数越高的玩家获得的奖励越高，死亡一方能获得增益BUFF。\n每天12：25-12:35开启！	2	21600	1	1674400	-1	-1	-1	-1	-1	-1	-1	-1	-1	20005	-1	411	-1	-1	-1	-1	-1	0	-1	-1	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	62400|24000|80000|2|100
21000	古域战场	3	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21000	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
22000	Boss之家	3	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22000	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	
22001	Boss之家	3	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22001	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	
30000	吃鸡大作战	3	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2009	2009	-1	-1	-1	-1	-1	-1	100级可进入，存活的人数越少经验也越多；\n默认开启杀戮模式，击杀玩家也能获得经验和金币奖励；\n击杀连杀数高的玩家获得的奖励也越高，死亡一方能获得增益buff；\n每天12：30~13:00开启！	2	6000	1	352000	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	406	-1	-1	-1	-1	-1	0	-1	-1	-1	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	1200|3200|20000|2|100
