INT	STRING	INT	INT	INT	FLOAT	INT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING
619	土精灵	0	0	120	-1	0	0	3	-1	-1	-1	0	2000	0	8000		0	-1	0	5	0	-1	-1	-1	-1	0	0	0	-1	0			1	0	0	-1	0	-1	-1		
620	熔岩幼蜥	0	0	120	-1	0	0	3	-1	-1	-1	0	2000	0	8000		0	-1	0	5	0	-1	-1	-1	-1	0	0	0	-1	0			1	0	0	-1	0	-1	-1		
621	冰雪之魄	0	0	120	-1	0	0	3	-1	-1	-1	0	2000	0	8000		0	-1	0	5	0	-1	-1	-1	-1	0	0	0	-1	0			1	0	0	-1	0	-1	-1		
995	传送门红	0	0	1	-1	0	0	1	1	-1	-1	0	2000	0	8000		0	200002	0	5	0	-1	-1	-1	-1	0	0	0	-1	0			1	0	0	-1	0	-1	-1		
996	传送门蓝	0	0	1	-1	0	0	1	1	-1	-1	0	2000	0	8000		0	200002	0	5	1	-1	-1	-1	-1	0	0	0	-1	0			1	0	0	-1	0	-1	-1		
997	血色平台	0	0	1	-1	0	0	3	8	-1	-1	0	2000	0	8000		0	200002	0	5	0	-1	-1	-1	1.29999995231628	0	0	0	-1	0			1	0	0	-1	0	-1	-1		
998	血色门前	0	0	1	-1	0	0	3	8	-1	-1	0	2000	0	8000		0	200002	0	5	0	-1	-1	-1	1.29999995231628	0	0	0	-1	0			1	0	0	-1	0	-1	-1		
999	阻挡	0	0	1	-1	0	0	3	8	-1	-1	0	2000	0	8000		0	200002	0	5	0	-1	-1	-1	1.5	0	0	0	-1	0			1	0	0	-1	0	-1	-1		
1000	黑蜘蛛	0	0	2	1	1	1	-1	5	-1	-1	0	2000	1	3000		40	200000	0	40000	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1	903	6000
1001	赤炎幼龙	0	0	3	1	1	1	-1	5	-1	-1	0	2000	1	3000		41	200000	0	40001	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1	903	6000
1002	犀牛兽	0	0	8	1	1	1	3	5	-1	-1	0	2000	1	3000		41	200000	0	40002	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1	903	6000
1003	魔狼	0	0	9	1	1	1	3	5	-1	-1	0	2000	1	3000		42	200000	0	40003	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1	903	6000
1004	蛮荒巨人	0	0	16	1	1	1	3	5	-1	-1	0	2000	1	3000		42	200000	0	40004	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1	903	6000
1005	骨兵	0	0	23	1	1	1	3	5	-1	-1	0	2000	1	3000		45	200000	0	40005	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1	903	6000
1006	蛮牛兽	0	0	14	1	1	1	3	5	-1	-1	0	2000	1	3000		42	200000	0	40006	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1	903	6000
1007	黑袍巫师	3	0	25	1	1	1	3	5	-1	-1	0	2000	1	3000		46	200001	0	40007	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1	903	6000
1008	毒尾兽	0	0	30	1	1	1	3	10	-1	-1	0	2000	1	3000		48	200000	0	40008	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1009	甲虫兽	0	0	32	1	1	1	3	10	-1	-1	0	2000	1	3000		49	200000	0	40009	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1010	地精战士	0	0	31	1	1	3	3	10	-1	-1	0	2000	1	3000		49	200000	0	40010	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1011	地精队长	0	0	37	1	1	1	3	10	-1	-1	0	2000	1	3000		52	200000	0	40011	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1012	盗贼	0	0	34	1	1	1	3	10	-1	-1	0	2000	1	3000		51	200000	0	40012	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1013	树人	0	0	37	1	1	1	3	10	-1	-1	0	2000	1	3000		52	200000	0	40013	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1014	半兽人	0	0	37	1	1	1	3	10	-1	-1	0	2000	1	3000		52	200000	0	40014	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1015	岩石巨人	0	0	39	1	1	1	3	10	-1	-1	0	2000	1	3000		53	200000	0	40015	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1016	雪魔虫	0	0	47	1	1	1	3	10	-1	-1	0	2000	1	3000		59	200000	0	40016	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1017	冰晶兽	0	0	50	1	1	1	3	10	-1	-1	0	2000	1	3000		60	200000	0	40017	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1018	蓝魔巨人	0	0	59	1	1	1	3	10	-1	-1	0	2000	1	3000		66	200000	0	40018	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1019	暗影战士	0	0	60	1	1	1	3	10	-1	-1	0	2000	1	3000		67	200000	0	40019	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1020	霜雪巨人	0	0	62	1	1	1	3	10	-1	-1	0	2000	1	3000		68	200000	0	40020	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1021	霜雪巨人王	0	0	70	1	1	1	3	10	-1	-1	0	2000	1	3000		74	200000	0	40021	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1023	毒魔虫	0	0	98	1	1	1	3	10	-1	-1	0	2000	1	3000		95	200000	0	40023	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1024	亡灵	0	0	110	1	1	1	3	10	-1	-1	0	2000	1	3000		104	200000	0	40024	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1025	噬魂巨人	0	0	125	1	1	1	3	10	-1	-1	0	2000	1	3000		116	200000	0	40025	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1026	骨兵弓手	0	0	104	1	1	1	3	10	-1	-1	0	2000	1	3000		100	200000	0	40026	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1027	暗夜魔狼	0	0	116	1	1	1	3	10	-1	-1	0	2000	1	3000		108	200000	0	40027	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1028	幻影蜘蛛	0	0	130	1	1	1	3	10	-1	-1	0	2000	1	3000		120	200000	0	40028	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1029	骨兵剑士	0	0	95	1	1	1	3	10	-1	-1	0	2000	1	3000		92	200000	0	40029	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1030	亡灵巫师	3	0	136	1	1	1	3	10	-1	-1	0	2000	1	3000		124	200001	0	40030	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1031	毒牛兽	0	0	118	1	1	1	3	10	-1	-1	0	2000	1	3000		110	200000	0	40031	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1032	魔域战士	0	0	140	1	1	1	3	10	-1	-1	0	2000	1	3000		127	200000	0	40032	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1033	银甲魔	0	0	155	1	1	1	3	10	-1	-1	0	2000	1	3000		138	200000	0	40033	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1034	毒甲魔	0	0	160	1	1	1	3	10	-1	-1	0	2000	1	3000		141	200000	0	40034	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1035	厄运巫师	3	0	165	1	1	1	3	10	-1	-1	0	2000	1	3000		144	200001	0	40035	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1036	石骨兽	0	0	175	1	1	1	3	10	-1	-1	0	2000	1	3000		150	200000	0	40036	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1037	地狱魔鬼	0	0	170	1	1	1	3	10	-1	-1	0	2000	1	3000		148	200000	0	40037	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1038	魔骑士	0	0	185	1	1	1	3	10	-1	-1	0	2000	1	3000		155	200000	0	40038	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1039	魔战士	36	0	192	1	1	1	3	10	-1	-1	0	2000	1	3000		158	200000	0	40039	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1040	迷你海兽	0	0	205	1	1	1	3	10	-1	-1	0	2000	1	3000		164	200000	0	40040	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1041	暴烈人鱼	0	0	210	1	1	1	3	10	-1	-1	0	2000	1	3000		167	200000	0	40041	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1042	鬼面海怪	37	0	215	1	1	1	3	10	-1	-1	0	2000	1	3000		169	200000	0	40042	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1043	巨大海兽	0	0	225	1	1	1	3	10	-1	-1	0	2000	1	3000		174	200000	0	40043	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1044	尖啸海怪	38	0	230	1	1	1	3	10	-1	-1	0	2000	1	3000		176	200000	0	40044	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1045	荒古魔蜥	35	0	245	1	1	1	3	10	-1	-1	0	2000	1	3000		184	200000	0	40045	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1046	巨脊兽	0	0	220	1	1	1	3	10	-1	-1	0	2000	1	8000		172	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1047	铁齿怪	0	0	225	1	1	1	3	10	-1	-1	0	2000	1	8000		174	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1048	齿轮战士	0	0	230	1	1	1	3	10	-1	-1	0	2000	1	8000		176	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1049	毁灭骑士	0	0	235	1	1	1	3	10	-1	-1	0	2000	1	8000		179	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1050	蛇发女妖	0	0	240	1	1	1	3	10	-1	-1	0	2000	1	8000		181	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1051	蛇发女妖	0	0	245	1	1	1	3	10	-1	-1	0	2000	1	8000		184	200000	0	40038	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1052	虚空龙	0	0	250	1	1	1	3	10	-1	-1	0	2000	1	8000		186	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1053	虚空元素	0	0	255	1	1	1	3	10	-1	-1	0	2000	1	8000		188	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1054	深渊元素	0	0	260	1	1	1	3	10	-1	-1	0	2000	1	8000		191	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1055	天界守卫	0	0	265	1	1	1	3	10	-1	-1	0	2000	1	8000		193	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1056	虚空恐魔	0	0	270	1	1	1	3	10	-1	-1	0	2000	1	8000		196	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1057	天界精英守卫	0	0	275	1	1	1	3	10	-1	-1	0	2000	1	8000		198	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1058	巨魔龙	0	0	280	1	1	1	3	10	-1	-1	0	2000	1	8000		200	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1059	霜雪巨人	0	0	61	1	1	3	-1	6	-1	-1	0	2000	1	8000		68	200000	0	40020	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1060	训练假人	0	0	100	-1	0	0	-1	5	-1	-1	0	2000	0	8000		28	200002	0	-1	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
1061	训练假人	0	0	100	-1	0	0	-1	5	-1	-1	0	2000	0	8000		28	200002	0	-1	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
1062	20级2万	0	0	20	1	0	0	-1	8	-1	-1	0	2000	1	8000		28	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
1063	40级4万	0	0	40	1	0	0	-1	8	-1	-1	0	2000	1	8000		28	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
1064	60级6万	0	0	60	1	0	0	-1	8	-1	-1	0	2000	1	8000		28	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
1065	80级8万	0	0	80	1	0	0	-1	8	-1	-1	0	2000	1	8000		28	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
1066	100级10万	0	0	100	1	0	0	-1	8	-1	-1	0	2000	1	8000		28	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
1067	120级12万	0	0	120	1	0	0	-1	8	-1	-1	0	2000	1	8000		28	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
1068	140级14万	0	0	140	1	0	0	-1	8	-1	-1	0	2000	1	8000		28	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
1069	200级20万	0	0	200	1	0	0	-1	8	-1	-1	0	2000	1	8000		28	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
1070	盗贼侦察兵	0	0	38	1	1	1	3	10	-1	-1	0	2000	1	8000		53	200000	0	40012	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1071	畸形怪	0	0	250	1	1	1	3	8	-1	-1	0	2000	1	8000		200	200000	0	40422	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1072	畸形兽	0	0	255	1	1	1	3	8	-1	-1	0	2000	1	8000		199	200000	0	40423	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1073	沙漠巨蜥	0	0	250	1	1	1	3	8	-1	-1	0	2000	1	8000		202	200000	0	40424	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1074	异化巨蜥	0	0	255	1	1	1	3	8	-1	-1	0	2000	1	8000		201	200000	0	40425	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1075	魔化沙兵	0	0	260	1	1	1	3	8	-1	-1	0	2000	1	8000		204	200000	0	40426	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1076	沙兵队长	0	0	265	1	1	1	3	8	-1	-1	0	2000	1	8000		205	200000	0	40427	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1077	人面毒蝎	0	0	270	1	1	1	3	8	-1	-1	0	2000	1	8000		206	200000	0	40428	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1078	人面毒蝎头目	0	0	275	1	1	1	3	8	-1	-1	0	2000	1	8000		207	200000	0	40429	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1079	蛇发女妖	0	0	270	1	1	1	3	8	-1	-1	0	2000	1	8000		208	200000	0	40430	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1080	蛇发女妖精英	0	0	275	1	1	1	3	8	-1	-1	0	2000	1	8000		210	200000	0	40431	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1081	破坏骑兵	53	0	280	1	1	1	3	8	-1	-1	0	2000	1	8000		212	200000	0	40432	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1082	破坏骑士	53	0	285	1	1	1	3	8	-1	-1	0	2000	1	8000		213	200000	0	40433	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1083	木乃伊	0	0	290	1	1	1	3	8	-1	-1	0	2000	1	8000		215	200000	0	40434	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1084	变异木乃伊	0	0	295	1	1	1	3	8	-1	-1	0	2000	1	8000		208	200000	0	40435	1	-1	-1	-1	-1	500	0	0	-1	1			1	0	0	-1	0	-1	-1		
1085	光之守卫	0	0	-1	1	0	0	-1	10	-1	-1	0	2000	1	8000		200	200000	0	-1	1	-1	-1	-1	-1	500	0	0	-1	0			1	-1	0	-1	0	-1	-1		
2000	黑蜘蛛	100002	0	2	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2001	赤炎幼龙	100000	0	3	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2002	犀牛兽	100004	0	8	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2003	魔狼	100002	0	9	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2004	蛮荒巨人	100001	0	16	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2005	骨兵	100005	0	23	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2006	蛮牛兽	100004	0	14	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2007	黑袍巫师	100000	0	25	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2008	毒尾兽	100002	0	30	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2009	甲虫兽	100002	0	32	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2010	地精战士	100003	0	31	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2011	地精队长	100003	0	37	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2012	盗贼	100007	0	34	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2013	树人	100004	0	37	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2014	半兽人	100006	0	37	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2015	岩石巨人	100004	0	39	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2016	雪魔虫	100002	0	47	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2017	冰晶兽	100005	0	50	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2018	蓝魔巨人	100001	0	59	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2019	暗影战士	100002	0	60	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2020	霜雪巨人	100005	0	62	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2021	霜雪巨人王	100006	0	70	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2022	毒魔虫	100002	0	98	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2023	亡灵	100005	0	110	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2024	噬魂巨人	100001	0	125	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2025	盗贼弓手	100007	0	104	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2026	暗夜魔狼	100003	0	116	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2027	幻影蜘蛛	100005	0	110	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2028	骨兵剑士	100003	0	95	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2029	亡灵巫师	100007	0	136	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2030	毒牛兽	100004	0	118	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2031	魔域战士	100001	0	140	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2032	银甲魔	100002	0	155	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2033	毒甲魔	100003	0	160	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2034	厄运巫师	100007	0	165	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2035	石骨兽	100006	0	175	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2036	地狱魔鬼	100005	0	170	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2037	魔骑士	100001	0	185	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2038	魔战士	100002	0	192	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2039	迷你海兽	100000	0	205	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2040	暴烈人鱼	100005	0	210	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2041	鬼面海怪	100003	0	215	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2042	巨大海兽	100007	0	225	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2043	尖啸海怪	100006	0	230	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2044	荒古魔蜥	100005	0	245	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2045	黑袍巫魔	100008	0	50	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2046	盗贼魔头	100010	0	75	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2047	幻雪冰后	100009	0	100	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2048	魔王之影	100011	0	150	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2049	荒古魔魂	100012	0	200	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
2050	魔灵塞伊丝	100013	0	250	1	1	3	10	30	-1	-1	0	2000	0	8000		0	210000	0	-1	0	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
