INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT
310	1	0	-1	3600000	1	0	0	0	0	0	307	1	4	-1	0	23	3	-1	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
311	1	0	-1	3600000	1	2	0	0	0	0	303	1	2	-1	0	2	3	-1	5	5	0	500	-1	-1	2	3	-1	6	6	0	500	-1	-1	2	3	-1	7	7	0	500	-1	-1	2	3	-1	8	8	0	500	-1	-1		0	-1	-1
312	1	0	-1	3600000	1	2	0	0	0	0	303	1	3	-1	0	2	3	-1	5	5	0	1000	-1	-1	2	3	-1	6	6	0	1000	-1	-1	2	3	-1	7	7	0	1000	-1	-1	2	3	-1	8	8	0	1000	-1	-1		0	-1	-1
313	1	0	-1	3600000	1	2	0	0	0	0	304	1	2	-1	0	2	3	-1	10	10	0	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
314	1	0	-1	3600000	1	2	0	0	0	0	304	1	3	-1	0	2	3	-1	10	10	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
315	1	0	-1	3600000	1	2	0	0	0	0	305	1	2	-1	0	2	3	-1	11	11	0	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
316	1	0	-1	3600000	1	2	0	0	0	0	305	1	3	-1	0	2	3	-1	11	11	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
317	1	0	-1	3600000	1	2	0	0	0	0	306	1	2	-1	0	2	3	-1	13	13	0	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
318	1	0	-1	3600000	1	2	0	0	0	0	306	1	3	-1	0	2	3	-1	13	13	0	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
319	1	0	-1	-1	0	0	0	1	0	0	-1	-1	-1	-1	1	26	3	-1	10000324	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
320	1	0	-1	3600000	1	2	0	0	0	0	-1	-1	-1	-1	0	2	3	-1	25	25	0	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
321	0	-1	-1	15000	0	2	1	0	0	1	-1	-1	-1	-1	-1	2	3	-1	25	25	0	200	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
322	0	507	-1	40000	0	2	1	0	0	1	-1	-1	-1	-1	-1	2	3	-1	25	25	10000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
323	0	507	-1	10000	0	2	1	0	0	1	-1	-1	-1	-1	-1	2	3	-1	25	25	10000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
324	1	0	-1	3600000	1	0	0	0	0	0	307	1	5	-1	0	23	3	-1	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
400	1	0	-1	30000	0	2	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	17	17	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
401	1	0	-1	30000	0	2	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	15	15	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
500	0	0	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	-1	2	3	-1	5	-1	0	10000500	-1	-1	2	3	-1	6	-1	0	10000500	-1	-1	2	3	-1	7	-1	0	10000500	-1	-1	2	3	-1	8	-1	0	10000500	-1	-1		0	-1	-1
501	0	0	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	-1	2	3	-1	13	-1	0	10000501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
502	0	0	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	-1	2	3	-1	10	-1	0	10000502	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
503	0	0	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	-1	2	3	-1	11	-1	0	10000503	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
510	0	0	-1	-1	0	2	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	27	27	0	888	-1	-1	2	3	-1	9	9	0	5000	0	-1	2	3	-1	13	13	0	100000	0	-1	1	1	-1	1	0	-1	-1	100000	100000		0	-1	-1
511	0	0	-1	-1	0	2	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	28	28	0	888	-1	-1	2	3	-1	9	9	0	5000	0	-1	2	3	-1	13	13	0	100000	0	-1	1	1	-1	1	0	-1	-1	100000	100000		0	-1	-1
512	0	0	-1	-1	0	2	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	29	29	0	888	-1	-1	2	3	-1	9	9	0	5000	0	-1	2	3	-1	13	13	0	100000	0	-1	1	1	-1	1	0	-1	-1	100000	100000		0	-1	-1
513	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	1	4	128	-1	2500	0	516	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
514	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	1	4	128	-1	2500	0	516	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
515	0	-1	-1	-1	0	0	1	0	1	1	-1	-1	-1	-1	1	4	128	-1	2500	0	516	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
516	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	303	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
600	1	0	-1	600000	0	2	0	0	0	1	-1	-1	-1	-1	-1	2	3	-1	13	13	0	3000	-1	-1	2	3	-1	25	25	0	30	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1000	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	1000	1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1005	0	-1	-1	-1	0	0	1	0	1	0	-1	-1	-1	-1	-1	10	3	-1	192	31	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1006	1	0	-1	500000	0	2	0	0	1	0	1006	-1	-1	-1	-1	7	128	-1	63	5000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1007	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	40	60	4	1	-1	10000	1	5336	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1008	0	1005	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	40	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1009	0	1003	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	40	60	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1010	0	1001	-1	0	0	0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1011	0	-1	-1	-1	0	0	1	0	1	1	1011	-1	-1	-1	-1	10	3	-1	0	31	63	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1012	0	1005	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	1000	1	40	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1013	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	5000	1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1014	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	1000	1	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1015	0	1125	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	1000	1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1016	0	215	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	1000	1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1017	0	1005	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	1000	1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1018	0	1005	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	1000	1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1019	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	1000	1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1020	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	1000	1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1021	0	215	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	1000	1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1022	0	215	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	1000	1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1023	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	1000	1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1024	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	1000	1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1025	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	1000	1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1026	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	1000	1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1027	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	1000	1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1028	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	1000	1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1029	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	3	3	-1	0	0	-4	16	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1030	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	5000	55	70	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1031	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	5000	80	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1032	0	1102	-1	0	0	0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1033	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	4	1	-1	10000	6	1072	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1034	0	-1	-1	7000	0	0	1	0	1	1	-1	-1	-1	-1	-1	25	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1035	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	3	-1	0	0	6	5000	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1036	0	-1	-1	10000	0	0	1	0	1	1	-1	-1	-1	-1	-1	4	4097	-1	10000	8	1037	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1037	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	4	0	8	0	50	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1038	0	1104	-1	10000	0	0	1	0	1	1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1039	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	18000	3300	3600	0	1	-1	3	1	13	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1040	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	19000	3600	4000	0	1	-1	3	1	13	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1041	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	20000	3900	4400	0	1	-1	3	1	13	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1042	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	21000	4200	4800	0	1	-1	3	1	13	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1043	0	1125	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	100	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1044	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	100	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1045	0	-1	-1	2000	0	1	1	0	1	1	-1	-1	-1	-1	-1	2	3	-1	25	25	-3000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1046	0	1106	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1047	1	-1	-1	4000	0	1	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	5000	200	400	2	3	-1	25	25	-6000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1048	0	-1	-1	15000	0	0	1	0	1	1	-1	-1	-1	-1	-1	13	1	-1	10096	3	0	3	5	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1049	0	-1	-1	15000	0	0	1	0	1	1	-1	-1	-1	-1	-1	13	1	-1	10097	3	0	3	5	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1050	0	-1	-1	15000	0	0	1	0	1	1	-1	-1	-1	-1	-1	13	1	-1	10098	3	0	3	5	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1051	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	4	1	-1	10000	6	1073	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1052	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	4	1	-1	10000	6	1074	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1053	0	1111	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1054	0	502	-1	2000	0	6	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	500	200	400	9	3	-1	3	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1055	1	1112	1113	120000	0	1	0	0	1	1	-1	-1	-1	-1	-1	0	4096	-1	1	0	8	0	1000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1056	0	1129	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1057	0	1131	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1058	0	1128	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1059	1	502	-1	4000	0	6	1	0	1	1	-1	-1	-1	-1	-1	9	3	-1	3	15	-1	-1	-1	-1	-1	1	-1	0	0	6	0	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1060	0	1006	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	800	20	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1064	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	18000	50	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1065	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	18000	50	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1066	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	18000	0	0	0	1	-1	3	1	13	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1067	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	0	0	6	1000	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1068	0	1122	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1069	0	-1	-1	3000	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	900	200	400	2	3	-1	25	25	-4000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
1070	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	-1	0	1	-1	1	0	8	1000	200	400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
