INT	STRING	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT
138	主线:给丈夫的信	0	68	0	-1	13	1	74.5	60.2	0	1	121	56	-1	0	14	-1	-1	14	1	124.05	40.31	139	-1	1	6777	2	5368	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	69	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
139	主线:接受事实	0	69	0	-1	14	1	124.05	40.31	0	1	134	70	-1	0	15	-1	-1	15	1	112.03	57.24	140	-1	1	6722	2	5462	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	25000	3	-1	-1	25004	3	-1	-1	25002	3	-1	-1	-1	0	0	-1	-1	-1	-1
140	主线:悲愤	0	70	0	-1	15	1	112.03	57.24	0	1	42	81	-1	1	1021	12	-1	15	1	112.03	57.24	514	-1	1	7682	2	5558	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	71	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
141	主线:幻雪圣殿	0	426	0	-1	15	1	112.03	57.24	1	25	2	0	-1	7	6	1	-1	15	1	112.03	57.24	-1	-1	1	9927	2	6462	22053	6	-1	6000	-1	-1	-1	-1	-1	-1	72	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
142	主线:还有头领	0	66	0	-1	13	1	74.5	60.2	0	203	83	77	-1	21	203	1	-1	13	1	74.5	60.2	136	-1	1	10124	2	5090	35018	55	-1	6000	-1	-1	-1	-1	-1	-1	110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
143	主线:兑换戒指	0	208	0	-1	42	3	42.03	101.61	0	3	42	99	-1	8	206301	1	42	42	3	42.03	101.61	123	-1	1	924	2	3688	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	53	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
144	主线:兑换戒指	0	224	0	-1	42	3	42.03	101.61	0	3	42	99	-1	8	306301	1	42	42	3	42.03	101.61	123	-1	1	1178	2	3057	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	53	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
145	主线:兑换戒指	0	225	0	-1	42	3	42.03	101.61	0	3	42	99	-1	8	406301	1	42	42	3	42.03	101.61	123	-1	1	1155	2	2969	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	53	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
150	主线:购买药品	0	73	0	-1	20	3	12.2	94	0	3	14	94	-1	8	24000	1	20	20	3	12.2	94	1001	-1	1	2723	2	1562	24001	30	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
151	主线:灵兽	0	424	0	-1	11	1	151.29	57.29	0	1	158	60	-1	0	11	-1	-1	11	1	151.29	57.29	127	-1	1	6627	2	4150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	196	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
152	主线:捡东西	0	64	0	-1	16	1	137.53	128.7	0	1	141	134	-1	3	1500	10008	-1	16	1	137.53	128.7	153	-1	1	10067	2	4734	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	197	-1	-1	-1	-1	-1	200203	1	-1	-1	300203	1	-1	-1	400203	1	-1	-1	-1	0	0	-1	-1	-1	-1
153	主线:阻止刺杀	0	152	0	-1	16	1	137.53	128.7	0	1	145	113	-1	1	1019	12	-1	16	1	137.53	128.7	134	-1	1	6930	2	4822	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	198	-1	-1	-1	-1	-1	208203	1	-1	-1	308203	1	-1	-1	408203	1	-1	-1	-1	0	0	-1	-1	-1	-1
154	主线:进攻的消息	0	425	0	-1	15	1	112.03	57.24	0	17	131	15	-1	0	17	1	-1	17	1	131.26	16.37	-1	-1	1	8109	2	5752	22015	2	-1	6000	-1	-1	-1	-1	-1	-1	151	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
155	主线:亡灵城堡	0	114	0	-1	17	1	131.26	16.37	1	60	2	1	-1	7	4000	1	-1	17	1	131.26	16.37	515	-1	1	18990	2	6254	22015	2	-1	6000	-1	-1	-1	-1	-1	-1	152	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
156	主线:前往迷失地宫	0	322	0	-1	25	3	40.53	94.16	1	13	3	-1	-1	18	46	95	-1	45	2	78.1	76.2	200	-1	1	69369	2	7448	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	76	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	2
157	主线:天赋（退）	0	99999	0	-1	11	1	151.29	57.29	1	33	-1	-1	-1	20	4	1	-1	11	1	151.29	57.29	128	-1	1	6756	2	13478	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	199	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
158	主线:天赋（退）	0	99999	0	-1	11	1	151.29	57.29	1	33	-1	-1	-1	20	104	1	-1	11	1	151.29	57.29	128	-1	1	10854	2	25905	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	199	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
159	主线:天赋（退）	0	99999	0	-1	11	1	151.29	57.29	1	33	-1	-1	-1	20	204	1	-1	11	1	151.29	57.29	128	-1	1	1445	2	3282	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	199	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
160	主线:圣光泥土	0	154	0	-1	17	1	131.26	16.37	0	1	40	58	-1	3	1000	10012	-1	17	1	131.26	16.37	161	-1	1	8494	2	5850	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
161	主线:凛冬冰晶	0	111	0	-1	17	1	131.26	16.37	0	1	42	117	-1	3	1000	10013	-1	17	1	131.26	16.37	162	-1	1	8360	2	5950	27500	1	-1	6000	-1	-1	-1	-1	-1	-1	112	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
162	主线:魔冰碎片	0	112	0	-1	17	1	131.26	16.37	0	1	88	33	-1	4	25539	6	1017	17	1	131.26	16.37	163	-1	1	9424	2	6050	-1	-1	25539	5000	1017	-1	-1	-1	-1	-1	113	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
163	主线:霜雪毛皮	0	113	0	-1	17	1	131.26	16.37	0	1	42	81	-1	4	25540	6	1021	17	1	131.26	16.37	155	-1	1	7507	2	6152	-1	-1	25540	5000	1021	-1	-1	-1	-1	-1	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
164	主线:牺牲	0	427	0	-1	17	1	131.26	16.37	1	60	0	-1	-1	0	4000	1	-1	25	3	40.53	94.16	165	-1	1	8624	2	6674	22095	6	-1	6000	-1	-1	-1	-1	-1	-1	115	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	5
165	主线:感谢精灵	0	115	0	-1	25	3	40.53	94.16	0	5	123	58	-1	3	1000	10014	-1	30	5	124.3	73.3	166	-1	1	10136	2	6782	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0
166	主线:精灵的祝福	0	116	0	-1	30	5	124.3	73.3	0	5	124	72	-1	0	30	-1	-1	25	3	40.53	94.16	167	-1	1	10982	2	6890	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	117	600	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	3
167	主线:祭拜英灵	0	117	0	-1	25	3	40.53	94.16	0	3	53	107	-1	3	1000	10015	-1	25	3	40.53	94.16	168	-1	1	11211	2	7000	22002	1	-1	6000	-1	-1	-1	-1	-1	-1	118	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
168	主线:探索入口	0	118	0	-1	25	3	40.53	94.16	0	3	25	20	-1	3	1000	10016	-1	25	3	40.53	94.16	-1	-1	1	13728	2	7110	-1	-1	-1	6000	-1	-1	-1	-1	-1	-1	119	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
200	主线:潜入	0	76	0	-1	45	2	78.1	76.2	0	2	84	103	-1	1	1029	12	-1	46	2	94.2	101.3	201	-1	1	67858	2	7562	22000	2	-1	-1	-1	-1	-1	-1	-1	-1	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
201	主线:清理毒魔虫	0	80	0	-1	46	2	94.2	101.3	0	2	94	67	-1	1	1023	13	-1	46	2	94.2	101.3	202	-1	1	82568	2	7678	24008	20	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
202	主线:寻找艾维斯	0	81	0	-1	46	2	94.2	101.3	0	2	31	93	-1	1	1026	13	-1	47	2	58.8	110.7	203	-1	1	80103	2	7794	24002	20	-1	-1	-1	-1	-1	-1	-1	-1	82	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
203	主线:给火把加油	0	82	0	-1	47	2	58.8	110.7	0	2	63	102	-1	3	1500	10009	-1	47	2	58.8	110.7	204	-1	1	77144	2	7912	35024	5	-1	-1	-1	-1	-1	-1	-1	-1	83	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
204	主线:给远处火把加油	0	83	0	-1	47	2	58.8	110.7	0	2	40	111	-1	3	1500	10010	-1	47	2	58.8	110.7	223	-1	1	77144	18	100	35024	10	-1	-1	-1	-1	-1	-1	-1	-1	84	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
205	主线:寻找旅人	0	103	0	-1	47	2	58.8	110.7	0	2	50	84	-1	0	48	-1	-1	48	2	54.6	91	517	-1	1	66273	2	8270	22002	3	-1	-1	-1	-1	-1	-1	-1	-1	85	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
206	主线:又见面了	0	428	0	-1	48	2	54.6	91	0	2	38	82	-1	1	1024	14	-1	48	2	54.6	91	207	-1	1	68399	2	8514	24002	20	-1	-1	-1	-1	-1	-1	-1	-1	86	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
207	主线:取回宝物	0	86	0	-1	48	2	54.6	91	0	2	27	81	-1	3	1500	10011	-1	48	2	54.6	91	208	-1	1	75791	2	8638	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
208	主线:鬼屋！	0	87	0	-1	48	2	54.6	91	0	2	53	62	-1	1	1024	14	-1	49	2	48.1	29.1	209	-1	1	76230	2	8762	22001	6	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
209	主线:温蒂尼姐姐	0	88	0	-1	49	2	48.1	29.1	0	2	48	36	-1	0	50	-1	-1	50	2	44.5	27.6	210	-1	1	66639	2	8888	35024	5	-1	-1	-1	-1	-1	-1	-1	-1	89	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
210	主线:维特的武器	0	89	0	-1	50	2	44.5	27.6	0	2	71	47	-1	4	25513	5	1027	50	2	44.5	27.6	211	-1	1	80203	2	9014	-1	-1	25513	6000	1027	-1	-1	-1	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
211	主线:精灵队长	0	90	0	-1	50	2	44.5	27.6	0	2	51	34	-1	0	51	-1	-1	51	2	47.2	25.3	224	-1	1	77917	2	9142	7	300	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
212	主线:法师猎魔人	0	329	0	-1	51	2	47.2	25.3	0	2	97	43	-1	0	52	-1	-1	52	2	97	44	233	-1	1	133240	2	10062	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
213	主线:剿灭毒牛兽	0	221	0	-1	52	2	97	44	0	2	98	28	-1	1	1031	15	-1	52	2	97	44	224	-1	1	136031	2	10334	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	93	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
214	主线:噬魂巨人	0	93	0	-1	52	2	97	44	0	2	110	42	-1	1	1025	15	-1	52	2	97	44	215	-1	1	128884	2	10472	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
215	主线:幻影蜘蛛	0	94	0	-1	52	2	97	44	0	2	128	34	-1	1	1028	16	-1	54	2	110.62	67.16	520	-1	1	139286	2	10610	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	95	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
216	主线:盛气凌人	0	222	0	-1	54	2	110.62	67.16	0	2	111	69	-1	0	53	-1	-1	53	2	111.49	70.84	217	-1	1	164934	2	14234	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
217	主线:化解误会	0	96	0	-1	53	2	111.49	70.84	0	2	109	69	-1	0	54	-1	-1	54	2	110.62	67.16	218	-1	1	167671	2	14398	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	97	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
218	主线:亡灵巫师	0	97	0	-1	54	2	110.62	67.16	0	2	111	79	-1	1	1030	16	-1	54	2	110.62	67.16	219	-1	1	165181	2	14562	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
219	主线:伊登的烦恼	0	98	0	-1	54	2	110.62	67.16	0	2	111	69	-1	0	53	-1	-1	53	2	111.49	70.84	220	-1	1	147982	2	14728	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	99	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
220	主线:魔域战士	0	99	0	-1	53	2	111.49	70.84	0	2	117	95	-1	1	1032	15	-1	53	2	111.49	70.84	536	-1	1	166856	2	14894	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
221	主线:失落王座	0	429	0	-1	53	2	111.49	70.84	1	25	3	0	-1	7	9	1	-1	53	2	111.49	70.84	433	-1	1	186725	2	23210	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	101	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
222	主线:安慰安妮老师	0	206	0	-1	53	2	111.49	70.84	0	2	96	99	-1	0	35	-1	-1	45	2	78.1	76.2	553	-1	1	164644	2	20354	22000	1	-1	-1	-1	-1	-1	-1	-1	-1	102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
223	主线:达到110级	0	84	0	-1	47	2	58.8	110.7	1	13	3	-1	-1	18	46	110	-1	47	2	58.8	110.7	205	-1	1	67026	2	8150	27500	1	-1	-1	-1	-1	-1	-1	-1	-1	103	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
224	主线:达到115级	0	91	0	-1	51	2	47.2	25.3	1	13	3	-1	-1	18	46	115	-1	51	2	47.2	25.3	415	-1	1	115453	2	9270	22053	5	-1	-1	-1	-1	-1	-1	-1	-1	104	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
225	主线:冒险继续	0	471	0	-1	45	2	78.1	76.2	1	13	3	-1	-1	18	46	145	-1	25	3	40.53	94.16	430	-1	1	173250	2	22168	22095	6	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
226	主线:毒魔虫魔魄	0	339	0	-1	53	2	111.49	70.84	0	2	91	78	-1	4	25541	10	1023	53	2	111.49	70.84	227	-1	1	156849	2	19190	18	1000	25541	6000	1023	-1	-1	-1	-1	-1	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
227	主线:亡灵魔魂	0	201	0	-1	53	2	111.49	70.84	0	2	56	64	-1	4	25542	10	1024	53	2	111.49	70.84	228	-1	1	155145	2	19382	-1	-1	25542	6000	1024	-1	-1	-1	-1	-1	201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
228	主线:幻影蜘蛛魔眼	0	202	0	-1	53	2	111.49	70.84	0	2	128	35	-1	4	25543	10	1028	53	2	111.49	70.84	229	-1	1	160083	2	19574	-1	-1	25543	6000	1028	-1	-1	-1	-1	-1	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
229	主线:独眼巨人魔甲	0	203	0	-1	53	2	111.49	70.84	0	2	112	44	-1	4	25544	10	1025	53	2	111.49	70.84	230	-1	1	167671	2	19768	-1	-1	25544	6000	1025	-1	-1	-1	-1	-1	203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
230	主线:魔域魔刃	0	204	0	-1	53	2	111.49	70.84	0	2	117	95	-1	4	25545	10	1032	53	2	111.49	70.84	231	-1	1	170237	2	19962	-1	-1	25545	6000	1032	-1	-1	-1	-1	-1	204	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
231	主线:地宫开启	0	205	0	-1	53	2	111.49	70.84	0	2	101	65	-1	3	1500	10042	-1	53	2	111.49	70.84	222	-1	1	196676	2	20158	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	205	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
232	主线:达到125级	0	438	0	-1	54	2	110.62	67.16	1	13	3	-1	-1	18	46	125	-1	54	2	110.62	67.16	420	-1	1	154233	2	11902	22000	5	-1	-1	-1	-1	-1	-1	-1	-1	206	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
233	主线:小试牛刀	0	92	0	-1	52	2	97	44	0	2	76	46	-1	1	1027	15	-1	52	2	97	44	213	-1	1	138308	2	10198	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	221	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
234	主线:看看实力	0	334	0	-1	54	2	110.62	67.16	0	2	128	34	-1	1	1028	16	-1	54	2	110.62	67.16	216	-1	1	172652	2	14072	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	222	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
235	主线:达到135级	0	455	0	-1	53	2	111.49	70.84	1	13	3	-1	-1	18	46	135	-1	53	2	111.49	70.84	425	-1	1	173712	2	16614	22001	3	-1	-1	-1	-1	-1	-1	-1	-1	223	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
250	主线:祭祀塔	0	344	0	-1	25	3	40.53	94.16	0	4	17	42	-1	0	67	-1	-1	67	4	16.64	42.47	251	-1	1	278091	2	25814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
251	主线:银甲魔肆虐	0	125	0	-1	67	4	16.64	42.47	0	4	30	75	-1	1	1033	80	-1	67	4	16.64	42.47	252	-1	1	281867	2	26038	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	126	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
252	主线:银甲魔利爪	0	126	0	-1	67	4	16.64	42.47	0	4	44	73	-1	4	25517	20	1033	67	4	16.64	42.47	253	-1	1	285681	2	26262	-1	-1	25517	3000	1033	-1	-1	-1	-1	-1	127	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
253	主线:祭祀族长	0	127	0	-1	67	4	16.64	42.47	0	4	57	77	-1	0	65	-1	-1	65	4	60.6	59.19	254	-1	1	289533	2	26488	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
254	主线:毒甲魔	0	128	0	-1	65	4	60.6	59.19	0	4	44	32	-1	1	1034	80	-1	65	4	60.6	59.19	255	-1	1	293425	2	26714	27500	1	-1	-1	-1	-1	-1	-1	-1	-1	129	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
255	主线:又见旅人	0	129	0	-1	65	4	60.6	59.19	0	4	80	90	-1	0	59	-1	-1	59	4	60	89.1	570	-1	1	297357	2	26942	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
256	主线:达到155级	0	485	0	-1	59	4	60	89.1	1	13	3	-1	-1	18	46	155	-1	59	4	60	89.1	435	-1	1	321791	2	28328	22000	2	-1	-1	-1	-1	-1	-1	-1	-1	131	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
257	主线:厄运巫师	0	349	0	-1	59	4	60	89.1	0	4	70	98	-1	1	1035	80	-1	59	4	60	89.1	258	-1	1	370511	2	30962	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	132	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
258	主线:宝物飞走了	0	132	0	-1	59	4	60	89.1	0	4	45	44	-1	3	1500	10011	-1	59	4	60	89.1	259	-1	1	375203	2	31208	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	133	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
259	主线:诅咒长杖	0	133	0	-1	59	4	60	89.1	0	4	93	100	-1	4	25519	20	1035	59	4	60	89.1	260	-1	1	379940	2	31454	-1	-1	25519	3000	1035	-1	-1	-1	-1	-1	134	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
260	主线:安斯艾尔	0	134	0	-1	59	4	60	89.1	0	4	33	38	-1	0	63	-1	-1	63	4	81	73	261	-1	1	384722	2	31702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
261	主线:封印裂缝	0	135	0	-1	63	4	81	73	0	4	69	57	-1	1	1037	80	-1	63	4	81	73	262	-1	1	389550	2	31950	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	136	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1
