INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT
301201	抽奖奖励10	抽奖奖励1(测试数据)	1	1	-1	1012	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	22091,1	22091,1	22091,1	-1	-1	-1	-1
301202	抽奖奖励10	抽奖奖励2(测试数据)	1	1	-1	1012	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	22086,1	22086,1	22086,1	-1	-1	-1	-1
301203	抽奖奖励10	抽奖奖励3(测试数据)	1	1	-1	1012	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	22085,1	22085,1	22085,1	-1	-1	-1	-1
301204	抽奖奖励10	抽奖奖励4(测试数据)	1	1	-1	1012	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		400	1	-1	-1	1	22084,1	22084,1	22084,1	-1	-1	-1	-1
301205	抽奖奖励10	抽奖奖励5(测试数据)	1	1	-1	1012	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	22083,1	22083,1	22083,1	-1	-1	-1	-1
301206	抽奖奖励10	抽奖奖励6(测试数据)	1	1	-1	1012	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1450	0	-1	-1	1	22082,1	22082,1	22082,1	-1	-1	-1	-1
301207	抽奖奖励10	抽奖奖励7(测试数据)	1	1	-1	1012	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22066,2	22066,2	22066,2	-1	-1	-1	-1
301208	抽奖奖励10	抽奖奖励8(测试数据)	1	1	-1	1012	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
301209	抽奖奖励10	抽奖奖励9(测试数据)	1	1	-1	1012	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
301210	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1012	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
301301	抽奖奖励10	抽奖奖励1(测试数据)	1	1	-1	1013	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	80406,1	80406,1	80406,1	-1	-1	-1	-1
301302	抽奖奖励10	抽奖奖励2(测试数据)	1	1	-1	1013	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	80407,1	80407,1	80407,1	-1	-1	-1	-1
301303	抽奖奖励10	抽奖奖励3(测试数据)	1	1	-1	1013	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	18,10000	18,10000	18,10000	-1	-1	-1	-1
301304	抽奖奖励10	抽奖奖励4(测试数据)	1	1	-1	1013	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	12,20000	12,20000	12,20000	-1	-1	-1	-1
301305	抽奖奖励10	抽奖奖励5(测试数据)	1	1	-1	1013	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	20404,1	20404,1	20404,1	-1	-1	-1	-1
301306	抽奖奖励10	抽奖奖励6(测试数据)	1	1	-1	1013	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1500	0	-1	-1	1	20403,1	20403,1	20403,1	-1	-1	-1	-1
301307	抽奖奖励10	抽奖奖励7(测试数据)	1	1	-1	1013	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22002,5	22002,5	22002,5	-1	-1	-1	-1
301308	抽奖奖励10	抽奖奖励8(测试数据)	1	1	-1	1013	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
301309	抽奖奖励10	抽奖奖励9(测试数据)	1	1	-1	1013	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
301310	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1013	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
301401	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1014	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	23653,1	23653,1	23653,1	-1	-1	-1	-1
301402	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1014	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	22007,1	22007,1	22007,1	-1	-1	-1	-1
301403	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1014	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		250	1	-1	-1	1	22001,5	22001,5	22001,5	-1	-1	-1	-1
301404	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1014	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	0	-1	-1	1	22000,5	22000,5	22000,5	-1	-1	-1	-1
301405	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1014	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22003,5	22003,5	22003,5	-1	-1	-1	-1
301406	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1014	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	10,20000	10,20000	10,20000	-1	-1	-1	-1
301407	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1014	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22002,5	22002,5	22002,5	-1	-1	-1	-1
301408	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1014	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
301409	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1014	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
301410	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1014	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
301501	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1015	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	22056,1	22056,1	22056,1	-1	-1	-1	-1
301502	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1015	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	22055,1	22055,1	22055,1	-1	-1	-1	-1
301503	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1015	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		350	1	-1	-1	1	22054,1	22054,1	22054,1	-1	-1	-1	-1
301504	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1015	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		500	0	-1	-1	1	22018,10	22018,10	22018,10	-1	-1	-1	-1
301505	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1015	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22017,20	22017,20	22017,20	-1	-1	-1	-1
301506	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1015	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22019,3	22019,3	22019,3	-1	-1	-1	-1
301507	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1015	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22002,5	22002,5	22002,5	-1	-1	-1	-1
301508	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1015	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
301509	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1015	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
301510	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1015	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
301601	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1016	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	36020,10	36020,10	36020,10	-1	-1	-1	-1
301602	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1016	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	35021,20	35021,20	35021,20	-1	-1	-1	-1
301603	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1016	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	35019,20	35019,20	35019,20	-1	-1	-1	-1
301604	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1016	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	1	-1	-1	1	35015,20	35015,20	35015,20	-1	-1	-1	-1
301605	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1016	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	0	-1	-1	1	35014,20	35014,20	35014,20	-1	-1	-1	-1
301606	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1016	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	35007,20	35007,20	35007,20	-1	-1	-1	-1
301607	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1016	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	35006,20	35006,20	35006,20	-1	-1	-1	-1
301608	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1016	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
301609	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1016	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
301610	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1016	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
301701	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1017	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	20006,1	20106,1	20201,1	-1	-1	-1	-1
301702	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1017	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	20004,1	20104,1	20204,1	-1	-1	-1	-1
301703	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1017	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		150	1	-1	-1	1	20000,1	20100,1	20200,1	-1	-1	-1	-1
301704	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1017	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	1	-1	-1	1	20306,1	20306,1	20306,1	-1	-1	-1	-1
301705	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1017	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		900	0	-1	-1	1	20305,1	20305,1	20305,1	-1	-1	-1	-1
301706	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1017	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1200	0	-1	-1	1	20304,1	20304,1	20304,1	-1	-1	-1	-1
301707	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1017	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	5,5000	5,5000	5,5000	-1	-1	-1	-1
301708	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1017	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
301709	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1017	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
301710	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1017	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
301801	抽奖奖励10	抽奖奖励1(测试数据)	1	1	-1	1018	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	40203,1	40203,1	40203,1	-1	-1	-1	-1
301802	抽奖奖励10	抽奖奖励2(测试数据)	1	1	-1	1018	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	26930,1	26930,1	26930,1	-1	-1	-1	-1
301803	抽奖奖励10	抽奖奖励3(测试数据)	1	1	-1	1018	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	26951,1	26951,1	26951,1	-1	-1	-1	-1
301804	抽奖奖励10	抽奖奖励4(测试数据)	1	1	-1	1018	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	23580,1	23580,1	23580,1	-1	-1	-1	-1
301805	抽奖奖励10	抽奖奖励5(测试数据)	1	1	-1	1018	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	23581,1	23581,1	23581,1	-1	-1	-1	-1
301806	抽奖奖励10	抽奖奖励6(测试数据)	1	1	-1	1018	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	23582,1	23582,1	23582,1	-1	-1	-1	-1
301807	抽奖奖励10	抽奖奖励7(测试数据)	1	1	-1	1018	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		350	0	-1	-1	1	7,1800	7,1800	7,1800	-1	-1	-1	-1
301808	抽奖奖励10	抽奖奖励8(测试数据)	1	1	-1	1018	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2200	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
301809	抽奖奖励10	抽奖奖励9(测试数据)	1	1	-1	1018	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2200	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
301810	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1018	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2200	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
301901	抽奖奖励10	抽奖奖励1(测试数据)	1	1	-1	1019	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	22091,1	22091,1	22091,1	-1	-1	-1	-1
301902	抽奖奖励10	抽奖奖励2(测试数据)	1	1	-1	1019	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	22086,1	22086,1	22086,1	-1	-1	-1	-1
301903	抽奖奖励10	抽奖奖励3(测试数据)	1	1	-1	1019	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	22085,1	22085,1	22085,1	-1	-1	-1	-1
301904	抽奖奖励10	抽奖奖励4(测试数据)	1	1	-1	1019	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		400	1	-1	-1	1	22084,1	22084,1	22084,1	-1	-1	-1	-1
301905	抽奖奖励10	抽奖奖励5(测试数据)	1	1	-1	1019	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		800	0	-1	-1	1	22083,1	22083,1	22083,1	-1	-1	-1	-1
301906	抽奖奖励10	抽奖奖励6(测试数据)	1	1	-1	1019	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1450	0	-1	-1	1	22082,1	22082,1	22082,1	-1	-1	-1	-1
301907	抽奖奖励10	抽奖奖励7(测试数据)	1	1	-1	1019	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22066,2	22066,2	22066,2	-1	-1	-1	-1
301908	抽奖奖励10	抽奖奖励8(测试数据)	1	1	-1	1019	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
301909	抽奖奖励10	抽奖奖励9(测试数据)	1	1	-1	1019	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
301910	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1019	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
302001	抽奖奖励10	抽奖奖励1(测试数据)	1	1	-1	1020	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	80406,1	80406,1	80406,1	-1	-1	-1	-1
302002	抽奖奖励10	抽奖奖励2(测试数据)	1	1	-1	1020	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	80407,1	80407,1	80407,1	-1	-1	-1	-1
302003	抽奖奖励10	抽奖奖励3(测试数据)	1	1	-1	1020	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	18,10000	18,10000	18,10000	-1	-1	-1	-1
302004	抽奖奖励10	抽奖奖励4(测试数据)	1	1	-1	1020	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	12,20000	12,20000	12,20000	-1	-1	-1	-1
302005	抽奖奖励10	抽奖奖励5(测试数据)	1	1	-1	1020	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	20404,1	20404,1	20404,1	-1	-1	-1	-1
302006	抽奖奖励10	抽奖奖励6(测试数据)	1	1	-1	1020	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1500	0	-1	-1	1	20403,1	20403,1	20403,1	-1	-1	-1	-1
302007	抽奖奖励10	抽奖奖励7(测试数据)	1	1	-1	1020	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22002,5	22002,5	22002,5	-1	-1	-1	-1
302008	抽奖奖励10	抽奖奖励8(测试数据)	1	1	-1	1020	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
302009	抽奖奖励10	抽奖奖励9(测试数据)	1	1	-1	1020	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
302010	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1020	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
302101	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1021	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	23653,1	23653,1	23653,1	-1	-1	-1	-1
302102	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1021	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	22007,1	22007,1	22007,1	-1	-1	-1	-1
302103	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1021	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		250	1	-1	-1	1	22001,5	22001,5	22001,5	-1	-1	-1	-1
302104	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1021	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	0	-1	-1	1	22000,5	22000,5	22000,5	-1	-1	-1	-1
302105	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1021	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22003,5	22003,5	22003,5	-1	-1	-1	-1
302106	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1021	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	10,20000	10,20000	10,20000	-1	-1	-1	-1
302107	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1021	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22002,5	22002,5	22002,5	-1	-1	-1	-1
302108	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1021	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
302109	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1021	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
302110	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1021	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
302201	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1022	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	22056,1	22056,1	22056,1	-1	-1	-1	-1
302202	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1022	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	22055,1	22055,1	22055,1	-1	-1	-1	-1
302203	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1022	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		350	1	-1	-1	1	22054,1	22054,1	22054,1	-1	-1	-1	-1
302204	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1022	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		500	0	-1	-1	1	22018,10	22018,10	22018,10	-1	-1	-1	-1
302205	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1022	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22017,20	22017,20	22017,20	-1	-1	-1	-1
302206	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1022	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22019,3	22019,3	22019,3	-1	-1	-1	-1
302207	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1022	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	22002,5	22002,5	22002,5	-1	-1	-1	-1
302208	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1022	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
302209	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1022	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
302210	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1022	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
302301	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1023	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		200	1	-1	-1	1	36020,10	36020,10	36020,10	-1	-1	-1	-1
302302	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1023	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	35021,20	35021,20	35021,20	-1	-1	-1	-1
302303	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1023	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		300	1	-1	-1	1	35019,20	35019,20	35019,20	-1	-1	-1	-1
302304	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1023	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	1	-1	-1	1	35015,20	35015,20	35015,20	-1	-1	-1	-1
302305	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1023	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	0	-1	-1	1	35014,20	35014,20	35014,20	-1	-1	-1	-1
302306	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1023	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	35007,20	35007,20	35007,20	-1	-1	-1	-1
302307	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1023	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	35006,20	35006,20	35006,20	-1	-1	-1	-1
302308	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1023	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
302309	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1023	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
302310	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1023	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
302401	抽奖奖励1	抽奖奖励1(测试数据)	1	1	-1	1024	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	20006,1	20106,1	20201,1	-1	-1	-1	-1
302402	抽奖奖励2	抽奖奖励2(测试数据)	1	1	-1	1024	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		100	1	-1	-1	1	20004,1	20104,1	20204,1	-1	-1	-1	-1
302403	抽奖奖励3	抽奖奖励3(测试数据)	1	1	-1	1024	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		150	1	-1	-1	1	20000,1	20100,1	20200,1	-1	-1	-1	-1
302404	抽奖奖励4	抽奖奖励4(测试数据)	1	1	-1	1024	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		600	1	-1	-1	1	20306,1	20306,1	20306,1	-1	-1	-1	-1
302405	抽奖奖励5	抽奖奖励5(测试数据)	1	1	-1	1024	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		900	0	-1	-1	1	20305,1	20305,1	20305,1	-1	-1	-1	-1
302406	抽奖奖励6	抽奖奖励6(测试数据)	1	1	-1	1024	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1200	0	-1	-1	1	20304,1	20304,1	20304,1	-1	-1	-1	-1
302407	抽奖奖励7	抽奖奖励7(测试数据)	1	1	-1	1024	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		1000	0	-1	-1	1	5,5000	5,5000	5,5000	-1	-1	-1	-1
302408	抽奖奖励8	抽奖奖励8(测试数据)	1	1	-1	1024	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	24515,1	24515,1	24515,1	-1	-1	-1	-1
302409	抽奖奖励9	抽奖奖励9(测试数据)	1	1	-1	1024	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	23212,1	23212,1	23212,1	-1	-1	-1	-1
302410	抽奖奖励10	抽奖奖励10(测试数据)	1	1	-1	1024	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		2000	0	-1	-1	1	2,500000	2,500000	2,500000	-1	-1	-1	-1
302501	抽奖奖励10	抽奖奖励1(测试数据)	1	1	-1	1025	-1	-1	-1	-1	0	0	0	30	-1	-1	-1		50	1	-1	-1	1	40203,1	40203,1	40203,1	-1	-1	-1	-1
